N	4gram	Trubetskoy_1	Problema
1	не говоря уже о	1	4
2	ясно также и то	1	2
3	также и то что	1	2
4	только в том случае	1	2
5	в том числе и	1	2
6	мысль о том что	1	2
7	заключается в том что	2	2
8	одной и той же	1	2
9	даже в этом случае	1	1
10	ни то ни другое	1	1
11	уже о том что	1	1
12	отличаются друг от друга	3	1
13	говоря уже о том	1	1
14	и не может быть	1	1
15	представление о том что	1	1
16	в том или ином	1	1
17	а может быть и	1	1
18	в самом деле если	1	1
19	в то время как	1	1
20	в том случае если	4	1
21	бы то ни было	2	1
22	тем не менее в	1	1
23	а на самом деле	1	1
24	не может не быть	1	1
25	указание на то что	1	1
26	несмотря на то что	2	1
27	что до сих пор	1	1
