N	2gram	Vygotskiy__1	Analitik
1	в качестве	2	31
2	может быть	22	29
3	в том	30	27
4	не может	17	22
5	и не	16	21
6	в частности	3	19
7	и в	31	18
8	но и	2	17
9	а не	13	17
10	представляет собой	2	16
11	отнюдь не	6	15
12	не только	13	15
13	тогда как	1	14
14	не в	11	14
15	в этом	12	13
16	как и	16	13
17	в его	6	13
18	при этом	19	12
19	том что	16	12
20	литературное произведение	1	12
21	в себе	4	11
22	то есть	26	11
23	состоит в	3	11
24	но не	3	10
25	то же	5	9
26	иначе говоря	5	9
27	в то	5	9
28	а в	6	9
29	произведение искусства	8	9
30	есть не	2	8
31	в мире	1	8
32	но в	3	8
33	нуждается в	3	8
34	в той	1	8
35	не есть	3	8
36	том чтобы	7	7
37	произведения как	1	7
38	тем самым	2	7
39	к тому	4	7
40	художественного восприятия	1	7
41	этого слова	4	7
42	мы имеем	4	6
43	в сущности	10	6
44	отличие от	4	6
45	в самом	11	6
46	это не	1	6
47	далеко не	2	6
48	точки зрения	15	6
49	в своей	3	6
50	в отличие	3	6
51	в основе	2	6
52	эстетический объект	1	6
53	должен быть	1	6
54	в себя	2	6
55	времени и	1	6
56	только в	14	6
57	то что	32	6
58	прежде всего	4	6
59	художественного произведения	17	5
60	в их	1	5
61	что иное	1	5
62	и на	1	5
63	иное как	1	5
64	и как	2	5
65	в произведении	3	5
66	в целом	5	5
67	в этой	3	5
68	и его	7	5
69	имеет место	2	5
70	о том	7	5
71	сводится к	1	5
72	и того	1	5
73	между тем	4	5
74	как бы	5	5
75	художественное произведение	10	5
76	и состоит	2	5
77	что в	23	5
78	того же	2	4
79	не что	1	4
80	в широком	1	4
81	столь же	4	4
82	все же	5	4
83	тому же	3	4
84	не следует	1	4
85	не всегда	2	4
86	с точки	2	4
87	и другого	2	4
88	и более	1	4
89	по себе	9	4
90	имеем дело	1	4
91	в области	11	4
92	ни в	9	4
93	могут быть	11	4
94	так и	3	4
95	с ним	2	4
96	на вопрос	2	4
97	с другой	5	4
98	в конечном	3	4
99	искусства в	9	4
100	того что	10	4
101	эстетическое переживание	3	4
102	дело с	3	4
103	уже не	2	4
104	конечном счете	3	4
105	для того	6	4
106	именно в	1	4
107	себя и	2	4
108	вместе с	8	4
109	из которых	3	4
110	в литературе	1	4
111	исходя из	3	4
112	как предмет	1	4
113	истории литературы	1	4
114	ни было	1	4
115	и т	26	3
116	таком случае	2	3
117	мере в	1	3
118	и есть	5	3
119	говоря и	1	3
120	в полной	1	3
121	бы то	1	3
122	если в	1	3
123	в художественном	3	3
124	что как	1	3
125	и к	3	3
126	автора и	1	3
127	как он	2	3
128	в нем	2	3
129	он не	3	3
130	вследствие этого	1	3
131	в силу	3	3
132	подобно тому	5	3
133	таким образом	20	3
134	не будет	3	3
135	полной мере	1	3
136	даже в	2	3
137	ведет к	1	3
138	в котором	4	3
139	своего рода	1	3
140	всякий раз	8	3
141	при рассмотрении	1	3
142	однако в	1	3
143	дело не	1	3
144	того чтобы	7	3
145	т п	16	3
146	того и	1	3
147	о нем	1	3
148	в таком	3	3
149	как будто	5	3
150	или ином	1	3
151	не могут	3	3
152	в состав	1	3
153	оно может	1	3
154	могла бы	1	3
155	быть сведено	1	3
156	в собственном	3	3
157	если бы	6	3
158	означает что	2	3
159	а также	1	3
160	к нему	2	3
161	с его	1	3
162	том или	1	3
163	еще не	1	3
164	с одной	5	3
165	обратиться к	2	3
166	от себя	4	3
167	никто не	1	3
168	что и	13	3
169	одной стороны	6	3
170	а с	1	3
171	произведения искусства	1	3
172	тому как	7	3
173	в любом	1	3
174	что мы	8	3
175	к объекту	1	3
176	произведении искусства	3	3
177	и все	5	3
178	хотя бы	1	3
179	будто бы	2	3
180	читателя не	1	3
181	что он	7	3
182	том числе	1	3
183	говоря о	1	2
184	самом деле	9	2
185	на самом	2	2
186	в первом	1	2
187	едва ли	1	2
188	той же	3	2
189	а как	1	2
190	на место	2	2
191	х годов	5	2
192	и то	2	2
193	же мере	1	2
194	между собой	1	2
195	на основе	2	2
196	то он	1	2
197	искусство в	2	2
198	отношение к	2	2
199	нет и	1	2
200	научное познание	1	2
201	за пределы	1	2
202	как говорит	2	2
203	что именно	1	2
204	как к	2	2
205	могли бы	1	2
206	как уже	1	2
207	не являются	1	2
208	его к	1	2
209	то в	1	2
210	в которой	4	2
211	из этих	6	2
212	думать что	1	2
213	а напротив	1	2
214	широком смысле	1	2
215	на его	1	2
216	могут оказаться	1	2
217	не к	1	2
218	из виду	2	2
219	и по	3	2
220	или иных	2	2
221	произведения с	2	2
222	и с	2	2
223	на все	1	2
224	из них	2	2
225	вовсе не	6	2
226	так как	18	2
227	несмотря на	5	2
228	по удачному	1	2
229	такой же	2	2
230	одного и	2	2
231	для него	1	2
232	при изучении	1	2
233	художественного творчества	6	2
234	вопрос о	3	2
235	том и	2	2
236	тогда когда	5	2
237	в процессе	5	2
238	совпадает с	4	2
239	только не	3	2
240	никогда не	8	2
241	в коем	1	2
242	потому что	10	2
243	в сознании	2	2
244	и заключается	1	2
245	отличается от	2	2
246	же самое	2	2
247	для себя	1	2
248	как мы	2	2
249	роль в	3	2
250	и о	4	2
251	быть может	1	2
252	не могу	1	2
253	мысль о	1	2
254	в пределах	1	2
255	в искусстве	4	2
256	безотносительно к	1	2
257	особенно в	1	2
258	одного из	1	2
259	на примере	3	2
260	должно быть	1	2
261	основе своей	1	2
262	и восприятия	1	2
263	но к	3	2
264	и та	1	2
265	можно сказать	1	2
266	произведения ни	1	2
267	один из	4	2
268	в двух	1	2
269	который в	3	2
270	коем случае	1	2
271	бы ни	2	2
272	в мировом	1	2
273	в т	1	2
274	или не	2	2
275	сколько бы	1	2
276	при помощи	20	2
277	по выражению	1	2
278	его и	3	2
279	следует что	1	2
280	автора или	2	2
281	сами по	1	2
282	может служить	1	2
283	бытия и	1	2
284	случае не	2	2
