N	3gram	Tiupa_Disk_1	slovoVRo
1	то же время	4	12
2	в то же	3	12
3	той или иной	3	9
4	с точки зрения	1	8
5	во всех его	1	7
6	в большинстве случаев	1	6
7	и в то	1	5
8	во всяком случае	1	5
9	и в особенности	2	4
10	с одной стороны	9	4
11	с другой стороны	3	4
12	большей или меньшей	2	4
13	точки зрения на	1	3
14	хотя бы и	1	3
15	в данном случае	2	3
16	в большей или	1	3
17	или меньшей степени	1	3
18	более или менее	2	3
19	так и в	1	3
20	точка зрения на	1	2
21	в известной степени	1	2
22	в том и	1	2
23	в этом случае	1	2
24	до сих пор	1	2
25	и не может	1	2
26	до известной степени	1	2
27	тем чем он	1	2
28	одно и то	1	2
29	в другом случае	1	2
30	дело не с	1	2
31	не только в	2	2
32	и то же	1	2
33	в известном смысле	1	2
34	в евгении онегине	1	2
35	а не как	1	2
36	том и в	1	2
37	того или иного	1	2
38	в свою очередь	3	2
39	или во всяком	1	2
40	и в том	1	2
41	и в другом	1	2
42	в особенности у	1	1
43	прежде всего как	1	1
44	не только по	1	1
45	прежде всего в	1	1
46	дело в том	1	1
47	к концу прошлого	1	1
48	же время и	1	1
49	то есть к	1	1
50	его текст в	1	1
51	в отличие от	4	1
52	высказывания и в	1	1
53	в различные эпохи	1	1
54	в речах персонажей	1	1
55	в этом отношении	1	1
56	к тому или	1	1
57	по аналогии с	1	1
58	не может избежать	1	1
59	во всех областях	1	1
60	а иногда и	1	1
61	в противном случае	1	1
62	по крайней мере	2	1
63	то есть без	1	1
64	не могло быть	1	1
65	в значительной степени	2	1
66	в романной прозе	1	1
67	и на протяжении	1	1
68	во всех этих	1	1
69	и на его	1	1
70	одни и те	1	1
71	этих форм в	1	1
72	могла бы быть	2	1
73	не может быть	3	1
74	в свое время	1	1
75	до наших дней	1	1
76	тем не менее	1	1
77	о том что	5	1
78	в эстетический объект	1	1
79	своего исторического существования	1	1
80	то есть в	2	1
81	с самого начала	1	1
82	и те же	1	1
83	громадное значение в	1	1
84	и прежде всего	1	1
85	можно сказать что	2	1
86	и вследствие этого	1	1
87	устных и письменных	1	1
88	существенную роль в	3	1
89	за тридевять земель	1	1
90	как точка зрения	1	1
91	как композиционная форма	1	1
92	тех или иных	1	1
93	случае перед нами	1	1
94	в том что	13	1
95	как и в	1	1
96	быть отнесены к	1	1
97	как мы видели	1	1
