N	3gram	Propp_Isto_7	Myslijsy
1	более или менее	1	8
2	в том что	4	7
3	тем не менее	4	5
4	не в состоянии	1	4
5	по мере того	1	4
6	до сих пор	2	4
7	то и другое	1	4
8	мере того как	1	4
9	в то время	2	4
10	то время как	2	3
11	с одной стороны	4	3
12	но тем не	2	3
13	мы не можем	2	3
14	и т п	1	3
15	и т д	16	3
16	и может быть	1	2
17	там где оно	1	2
18	а не с	1	2
19	нам кажется что	1	2
20	после того как	2	2
21	в чем бы	1	2
22	то что в	3	2
23	только потому что	1	2
24	тогда как в	1	2
25	или менее ясно	1	2
26	в некоторых случаях	1	2
27	связанные с этим	1	2
28	может быть названо	1	2
29	с другой стороны	8	2
30	так и в	2	2
31	во всем этом	1	2
32	не может быть	3	2
33	сама по себе	1	2
34	один и тот	1	1
35	исчезает из сознания	1	1
36	состоит в том	1	1
37	но так как	1	1
38	что это не	2	1
39	где оно заходит	1	1
40	все же следует	1	1
41	о том как	1	1
42	т д и	1	1
43	во многих других	1	1
44	только в том	1	1
45	того как они	1	1
46	не отличается от	1	1
47	и то и	1	1
48	и в других	2	1
49	в таких случаях	1	1
50	но при ближайшем	1	1
51	друг на друга	1	1
52	бы то ни	1	1
53	но это не	2	1
54	а потом уже	1	1
55	но эта форма	1	1
56	с этой точки	3	1
57	и не в	1	1
58	вместе с тем	1	1
59	но с другой	1	1
60	что во всех	1	1
61	тесную связь между	1	1
62	как и в	2	1
63	но не находит	1	1
64	один из них	1	1
65	то ни было	1	1
66	так как это	1	1
67	то что он	1	1
68	во всех этих	6	1
69	это не так	1	1
70	все же не	1	1
71	в связи с	1	1
72	чем бы ни	1	1
73	не только на	1	1
74	не знаю что	2	1
75	и тот же	1	1
76	что мы видим	1	1
77	на вопрос о	1	1
78	на вопрос что	1	1
79	что они не	1	1
80	а в том	2	1
81	то же значение	1	1
82	не имеет значения	1	1
83	не там где	1	1
84	и такие случаи	1	1
85	в том чтобы	2	1
86	сказано только что	1	1
87	этим а не	1	1
88	в этом случае	1	1
89	тем что у	1	1
90	о том что	5	1
91	противоречит то что	1	1
92	что у него	4	1
93	что и в	2	1
94	вопрос о том	1	1
95	но все эти	1	1
96	мысль о том	1	1
97	но все же	2	1
98	мы знаем что	1	1
99	тому что она	1	1
100	в большинстве случаев	1	1
101	не прямо а	1	1
102	отсюда понятно почему	1	1
103	должны быть признаны	2	1
104	мы видели что	1	1
105	но в чем	1	1
