N	2gram	Propp_Isto_7	Tvorches
1	и в	24	20
2	и т	17	13
3	не только	21	13
4	т д	16	11
5	никогда не	4	11
6	как бы	4	11
7	таким образом	7	10
8	в то	2	10
9	в его	1	10
10	и его	3	9
11	там же	2	9
12	же с	1	9
13	и не	4	9
14	при этом	4	8
15	и с	1	8
16	в том	7	8
17	может быть	14	8
18	в этом	12	8
19	прежде всего	2	8
20	но и	11	8
21	то же	8	7
22	это не	10	7
23	представление о	3	7
24	потому что	9	7
25	не может	14	7
26	xix века	1	7
27	что в	13	7
28	в целом	1	6
29	как и	6	6
30	в своей	1	6
31	что он	21	6
32	так и	5	6
33	в конце	3	6
34	у него	10	6
35	именно в	1	6
36	а не	8	6
37	в основном	2	6
38	все это	8	6
39	например в	3	5
40	еще не	8	5
41	и на	2	5
42	но не	6	5
43	все же	9	5
44	в этой	1	5
45	если он	3	5
46	и сам	1	5
47	о том	9	5
48	и даже	3	5
49	но это	3	5
50	так же	6	5
51	мы не	4	4
52	все эти	2	4
53	что они	3	4
54	как в	12	4
55	хотя и	3	4
56	когда он	3	4
57	но в	5	4
58	за собой	1	4
59	не в	9	4
60	в дальнейшем	3	4
61	на его	2	4
62	что она	5	4
63	что у	4	4
64	об этом	6	4
65	показывает что	8	4
66	если бы	1	4
67	тем самым	1	4
68	ничего не	5	4
69	в чем	5	4
70	в лице	1	4
71	мы видим	10	4
72	а в	10	4
73	если не	4	4
74	и потому	1	4
75	и от	2	4
76	героя в	1	4
77	том что	10	4
78	одним из	1	3
79	же как	4	3
80	с большим	1	3
81	а с	1	3
82	по отношению	1	3
83	тогда как	3	3
84	в одной	2	3
85	отношению к	1	3
86	в нем	6	3
87	он не	6	3
88	в образе	3	3
89	так например	2	3
90	его в	3	3
91	но уже	1	3
92	в самом	2	3
93	в котором	2	3
94	в их	4	3
95	в которых	1	3
96	своего рода	4	3
97	тем что	6	3
98	одна из	7	3
99	и это	2	3
100	с ним	5	3
101	до сих	2	3
102	этот вопрос	2	3
103	уже не	2	3
104	в начале	1	3
105	у нее	2	3
106	так как	8	3
107	то что	7	3
108	и др	2	3
109	что не	2	3
110	превращается в	3	3
111	в свете	3	3
112	вместе с	7	3
113	в пользу	1	3
114	с этой	6	3
115	сих пор	3	3
116	один из	7	3
117	но зато	1	3
118	одной из	4	3
119	д в	2	3
120	к этому	2	3
121	в таком	1	3
122	как известно	1	2
123	не должны	1	2
124	начинается с	4	2
125	самом деле	1	2
126	от этой	1	2
127	и есть	1	2
128	со своими	1	2
129	я не	1	2
130	и он	3	2
131	в ее	2	2
132	они имеют	1	2
133	тут же	1	2
134	во многом	1	2
135	во что	1	2
136	так что	3	2
137	и поэтому	1	2
138	и наконец	3	2
139	имеет в	1	2
140	в этот	1	2
141	но эта	2	2
142	в которой	2	2
143	тоже не	3	2
144	т п	1	2
145	во многих	2	2
146	и если	3	2
147	характер в	1	2
148	и по	3	2
149	при помощи	3	2
150	известно что	2	2
151	он же	1	2
152	которой он	3	2
153	такой же	1	2
154	не столько	3	2
155	что я	1	2
156	не могли	1	2
157	что этот	2	2
158	не менее	5	2
159	на него	2	2
160	родился в	1	2
161	в русской	5	2
162	на землю	1	2
163	другой стороны	8	2
164	однако это	1	2
165	более не	1	2
166	же не	1	2
167	так в	4	2
168	сводится к	1	2
169	и что	10	2
170	не стоит	2	2
171	что его	2	2
172	восходит к	2	2
173	и только	1	2
174	в ту	1	2
175	о своих	1	2
176	в литературе	2	2
177	не случайно	3	2
178	д и	1	2
179	всякого рода	1	2
180	с ними	1	2
181	только в	6	2
182	и ее	2	2
183	это самая	1	2
184	и у	2	2
185	уже в	3	2
186	героя с	1	2
187	в виде	1	2
188	на ней	3	2
189	или даже	2	2
190	из них	2	2
191	не так	2	2
192	вовсе не	4	2
193	друг друга	2	2
194	брак с	2	2
195	этой задачи	3	2
196	рядом с	1	2
197	с другим	1	2
198	с другой	9	2
199	на этот	2	2
200	в частности	1	2
201	начиная с	1	2
202	не знал	2	2
203	о человеке	1	2
204	вообще говоря	1	2
205	в силах	1	2
206	в руки	1	2
207	в основе	2	2
208	к самому	1	2
209	связь с	2	2
210	но если	1	2
211	героя и	5	2
212	и без	1	2
213	из этого	1	2
214	но эти	1	2
215	а я	1	2
216	и рассказы	1	1
217	ту же	1	1
218	кто бы	2	1
219	узнаем в	1	1
220	как его	1	1
221	связана с	1	1
222	не остается	1	1
223	не имел	1	1
224	на другой	1	1
225	только потому	1	1
226	свою жену	1	1
227	поэтому он	1	1
228	из его	1	1
229	почти всегда	2	1
230	сам автор	1	1
231	видеть в	3	1
232	в доме	1	1
233	и за	1	1
234	приходит к	3	1
235	мы уже	4	1
236	еще нет	1	1
237	это объяснение	1	1
238	из всего	2	1
239	незадолго до	1	1
240	что если	1	1
241	в первый	1	1
242	что уже	1	1
243	случае это	1	1
244	не вполне	3	1
245	на себя	2	1
246	как я	1	1
247	нет ли	1	1
248	мы и	1	1
249	то это	5	1
250	какой-то другой	1	1
251	же что	2	1
252	из действительности	1	1
253	он был	1	1
254	между собой	1	1
255	это означало	1	1
256	с его	3	1
257	во всех	7	1
258	иного рода	1	1
259	к королю	2	1
260	о смерти	1	1
261	а только	1	1
262	к которой	2	1
263	и всякий	1	1
264	этот дворец	1	1
265	не все	3	1
266	если в	2	1
267	ответ на	6	1
268	искусство в	1	1
269	в жизни	1	1
270	отношение к	5	1
271	значение имеет	1	1
272	взрослой дочери	1	1
273	с этим	2	1
274	и нет	2	1
275	этой стороны	3	1
276	объяснение только	1	1
277	перед нами	2	1
278	не замечая	1	1
279	с женой	2	1
280	и как	1	1
281	и к	1	1
282	выше мы	3	1
283	что это	6	1
284	живет в	1	1
285	в известном	1	1
286	бы с	1	1
287	представляет собой	4	1
288	а теперь	1	1
289	из этих	3	1
290	думать что	2	1
291	на могиле	1	1
292	смысл этого	1	1
293	античной мифологии	1	1
294	он начинает	1	1
295	нами в	2	1
296	на стадии	1	1
297	после чего	2	1
298	на то	3	1
299	его но	1	1
300	не говорит	1	1
301	после этого	3	1
302	от которого	1	1
303	у древних	1	1
304	этого характера	1	1
305	в первую	7	1
306	этого вопроса	1	1
307	в силу	2	1
308	и вот	1	1
309	на свое	2	1
310	мире на	1	1
311	несколько ниже	1	1
312	спрашивается что	1	1
313	можно было	1	1
314	жить в	2	1
315	в каждом	1	1
316	в работе	1	1
317	об этой	2	1
318	а по	1	1
319	это весьма	1	1
320	а его	3	1
321	сильной и	1	1
322	себя не	1	1
323	входит в	1	1
324	было бы	2	1
325	это одна	1	1
326	характер не	1	1
327	должен был	2	1
328	по себе	1	1
329	мог бы	1	1
330	в ином	12	1
331	ни в	2	1
332	в них	3	1
333	как видно	1	1
334	мы видели	7	1
335	становятся в	1	1
336	мы знаем	2	1
337	должно быть	1	1
338	в один	2	1
339	их на	2	1
340	не мог	1	1
341	в эту	1	1
342	в этих	13	1
343	мы как	1	1
344	во время	6	1
345	в ад	2	1
346	от своего	1	1
347	прием в	1	1
348	этой связи	1	1
349	я его	1	1
350	о герое	1	1
351	это делает	1	1
352	напоминают нам	1	1
353	древних греков	1	1
354	больше не	1	1
355	он дает	3	1
356	знаем что	3	1
357	направлен на	2	1
358	всякий раз	1	1
359	и о	2	1
360	должны были	3	1
361	это довольно	2	1
362	образом и	1	1
363	такую же	1	1
364	но он	2	1
365	общее положение	1	1
366	и более	1	1
367	в таких	2	1
368	свои руки	1	1
369	сам он	2	1
370	нас к	2	1
371	тому что	2	1
372	отдельно от	1	1
373	без него	1	1
374	автора и	1	1
375	по мере	1	1
376	нечто вроде	3	1
377	вплоть до	2	1
378	она не	2	1
379	на земле	2	1
380	хотелось бы	1	1
381	герою в	1	1
382	дело в	1	1
383	точно так	2	1
384	он с	1	1
385	мышления и	1	1
386	не имеет	4	1
387	это совершенно	1	1
388	действительности но	1	1
389	в комнату	1	1
390	однако такое	1	1
391	дает нам	1	1
392	но очень	1	1
393	она должна	1	1
394	к ней	2	1
395	за которой	1	1
396	вышла за	1	1
397	же он	1	1
398	со своим	4	1
399	в сознании	1	1
400	то этот	1	1
401	как будто	1	1
402	героя а	2	1
403	ли это	1	1
404	ему не	1	1
405	перед ним	1	1
406	без внимания	1	1
407	стороны и	2	1
408	к себе	3	1
409	не могут	2	1
410	лежит в	2	1
411	воплощенная в	1	1
412	как только	2	1
413	заметил что	1	1
414	и холод	1	1
415	к тому	1	1
416	за что	1	1
417	всего что	1	1
418	указывает на	1	1
419	если же	1	1
420	должен быть	1	1
421	для себя	1	1
422	представляют собой	5	1
423	лет с	1	1
424	как мы	3	1
425	здесь необходимо	1	1
426	в обстановке	1	1
427	но при	2	1
428	на основе	1	1
429	мысль о	1	1
430	то чтобы	2	1
431	на той	1	1
432	то время	2	1
433	этом на	1	1
434	не с	1	1
435	ясно что	1	1
436	связан с	1	1
437	можно понять	1	1
438	собой в	1	1
439	действительности он	1	1
440	с собой	7	1
441	когда в	1	1
442	во второй	1	1
443	том как	1	1
444	с героем	2	1
445	в день	1	1
446	с женщиной	1	1
447	означает что	1	1
448	на свадьбе	1	1
449	чтобы иметь	1	1
450	и здесь	12	1
451	другом месте	1	1
452	это происходит	3	1
453	в другом	1	1
454	на вопрос	4	1
455	с одной	5	1
456	происходит не	1	1
457	самому себе	1	1
458	мы понимаем	1	1
459	от него	3	1
460	и требует	1	1
461	раньше чем	3	1
462	с матерью	1	1
463	выше в	3	1
464	в середине	1	1
465	нем и	1	1
466	нами открывается	1	1
467	не знаю	3	1
468	чудесным образом	1	1
469	как она	1	1
470	от всех	2	1
471	значит что	1	1
472	в современной	1	1
473	сразу же	1	1
474	он стал	2	1
475	не сказано	1	1
476	пришел к	1	1
477	ли он	4	1
478	это тем	1	1
479	глазах у	1	1
480	его место	1	1
481	то он	1	1
482	такое же	2	1
483	который в	1	1
484	приходит в	1	1
485	женитьбы на	1	1
486	том чтобы	3	1
487	он приходит	1	1
488	прямо не	1	1
489	связи с	3	1
490	вот что	1	1
491	очень рано	1	1
492	не можем	2	1
493	в большинстве	1	1
494	когда герой	4	1
495	и вновь	1	1
496	здесь герой	6	1
497	не дает	1	1
498	участие в	2	1
499	ином мире	5	1
500	и их	1	1
501	говорит ему	2	1
502	героя соответствует	1	1
503	не о	1	1
504	не просто	2	1
