N	2gram	Tiupa_Disk_2	Dialekti
1	не есть	1	47
2	и не	15	30
3	может быть	16	20
4	не только	10	19
5	и в	16	19
6	а не	14	16
7	в себе	19	15
8	потому что	4	14
9	то что	5	14
10	в том	8	14
11	и даже	1	14
12	как бы	4	14
13	вовсе не	1	13
14	то же	6	12
15	точки зрения	4	12
16	не просто	1	12
17	но и	11	12
18	и все	3	12
19	и как	3	10
20	в нем	7	10
21	ни в	7	10
22	как и	16	10
23	том что	10	10
24	стало быть	1	10
25	сказать что	1	10
26	так и	9	10
27	это не	3	10
28	по крайней	1	9
29	никогда не	2	9
30	времени и	2	9
31	крайней мере	1	9
32	же и	1	9
33	не может	9	9
34	в этом	16	8
35	в своей	6	8
36	с точки	2	8
37	не в	3	8
38	личности в	2	8
39	она не	1	8
40	прежде всего	7	8
41	и то	4	7
42	есть не	1	7
43	так что	1	7
44	должно быть	2	7
45	как это	1	7
46	в поэзии	1	7
47	как будто	3	7
48	но это	3	7
49	что в	5	7
50	чтобы не	1	6
51	я не	1	6
52	но не	7	6
53	отнюдь не	6	6
54	в то	5	6
55	что он	2	6
56	того что	1	6
57	да и	1	6
58	и может	3	6
59	жизни и	3	6
60	от личности	1	5
61	и это	2	5
62	должна быть	2	5
63	говорить о	2	5
64	в силу	1	5
65	же время	5	5
66	и его	3	5
67	и с	2	5
68	о том	4	5
69	и что	1	5
70	можно сказать	3	5
71	не то	1	5
72	что и	2	5
73	с другой	5	5
74	и следовательно	1	5
75	в одно	1	5
76	по своему	1	5
77	в самом	1	5
78	только в	3	5
79	и есть	1	4
80	поэзии и	1	4
81	во мне	1	4
82	еще не	6	4
83	самом деле	1	4
84	тут же	2	4
85	за пределы	1	4
86	в одной	1	4
87	в своем	5	4
88	все же	6	4
89	только то	1	4
90	при этом	17	4
91	он не	3	4
92	же это	1	4
93	содержит в	2	4
94	одно и	2	4
95	таким образом	1	4
96	а потом	2	4
97	в одном	4	4
98	все это	2	4
99	с ним	1	4
100	по своей	6	4
101	не могут	1	4
102	той или	3	4
103	в ее	1	4
104	в другом	3	4
105	может не	1	4
106	и только	1	4
107	как нечто	1	4
108	одно из	4	4
109	становление и	1	4
110	в меру	1	4
111	могут быть	3	4
112	быть и	1	4
113	а в	2	4
114	другой стороны	2	4
115	же как	2	3
116	это и	1	3
117	вопрос о	1	3
118	это время	1	3
119	в чем	1	3
120	в этой	4	3
121	она сама	1	3
122	себе как	1	3
123	но без	1	3
124	об этом	1	3
125	его в	3	3
126	мы имеем	2	3
127	в этих	3	3
128	но тут	1	3
129	и более	1	3
130	что этот	1	3
131	даже в	1	3
132	не менее	7	3
133	ничего не	1	3
134	в разных	1	3
135	общения с	1	3
136	уже не	3	3
137	грань между	1	3
138	может иметь	2	3
139	будто бы	1	3
140	из них	3	3
141	и их	1	3
142	не было	3	3
143	себе не	1	3
144	о чем	2	3
145	в данном	7	3
146	в той	2	3
147	в это	1	3
148	и от	1	3
149	его с	1	3
150	становления и	3	3
151	неотделим от	2	3
152	я и	4	2
153	также и	3	2
154	его не	1	2
155	например в	3	2
156	повседневной жизни	1	2
157	в ней	2	2
158	говоря уже	1	2
159	во всех	1	2
160	если в	1	2
161	в истории	1	2
162	мере в	1	2
163	каждая вещь	1	2
164	как в	8	2
165	перед нами	3	2
166	но в	11	2
167	в противоположность	5	2
168	еще на	1	2
169	в которой	1	2
170	личности но	1	2
171	все эти	3	2
172	и пространства	1	2
173	раз в	1	2
174	время и	1	2
175	не как	1	2
176	силу своей	1	2
177	на этом	1	2
178	но все	1	2
179	в мире	11	2
180	в жизни	1	2
181	реальности и	2	2
182	она и	1	2
183	несмотря на	1	2
184	хотя в	1	2
185	жизни с	1	2
186	тем не	1	2
187	в становлении	3	2
188	их в	2	2
189	не должно	1	2
190	необходимо чтобы	1	2
191	же самого	1	2
192	виду что	1	2
193	самого начала	1	2
194	дело не	1	2
195	того как	1	2
196	в сущности	1	2
197	на него	1	2
198	у пушкина	2	2
199	того и	2	2
200	не всякий	1	2
201	или иная	1	2
202	своей природе	1	2
203	мире и	3	2
204	что на	2	2
205	в области	2	2
206	однако это	1	2
207	от их	1	2
208	к тому	1	2
209	времени но	1	2
210	с ее	2	2
211	та или	1	2
212	данном случае	6	2
213	с самого	1	2
