N	3gram	Berdyaev_M_1	Problema
1	для того чтобы	2	8
2	о том что	1	5
3	в том что	1	5
4	в конце концов	2	4
5	до сих пор	2	3
6	может быть и	1	3
7	во всяком случае	1	3
8	что иное как	1	2
9	есть также и	1	2
10	мы говорим что	1	2
11	в самом деле	1	2
12	а не только	2	2
13	так как они	1	2
14	во всех этих	1	2
15	никогда не может	2	2
16	когда мы говорим	1	2
17	тем что в	1	2
18	не может быть	17	2
19	имел в виду	1	2
20	с тем что	3	2
21	и в самом	3	2
22	не что иное	1	2
23	можно было бы	1	2
24	на том что	1	2
25	от человека к	1	1
26	если он не	1	1
27	а не к	1	1
28	и это было	1	1
29	также сказать что	1	1
30	вместе с тем	5	1
31	это-то и есть	1	1
32	не только соответствует	1	1
33	в записках из	1	1
34	есть прежде всего	1	1
35	он должен быть	1	1
36	и т п	1	1
37	вовсе не так	1	1
38	что в конце	1	1
39	раскольникова со свидригайловым	1	1
40	он был и	1	1
41	записках из подполья	1	1
42	в жизни так	1	1
43	то время как	2	1
44	только с одним	1	1
45	вообще не существует	1	1
46	не только в	2	1
47	тем что он	2	1
48	и не быть	1	1
49	как будто бы	2	1
50	и ничего не	1	1
51	не значит что	1	1
52	не могут быть	2	1
53	это не значит	2	1
54	несет в себе	1	1
55	а вовсе не	1	1
56	есть не только	3	1
57	одним из самых	1	1
58	а не в	4	1
59	и в том	1	1
60	хотя бы даже	1	1
61	то нет и	3	1
62	не было бы	5	1
63	но в конце	1	1
64	в то время	2	1
65	не хочет знать	1	1
66	даже и в	1	1
67	действительность может быть	1	1
68	есть одно из	1	1
69	к нему и	1	1
70	это значит что	3	1
71	выходит за пределы	1	1
72	и это есть	1	1
73	в братьях карамазовых	3	1
74	не только от	1	1
75	или лучше сказать	1	1
76	все это не	1	1
