N	2gram	Tiupa_Anal_3	Dialekti
1	не есть	4	40
2	и не	12	30
3	по себе	4	25
4	и в	18	18
5	точки зрения	3	17
6	ничего не	3	17
7	может быть	9	17
8	и есть	1	16
9	в нем	2	16
10	так что	1	15
11	потому что	1	14
12	а не	9	14
13	не только	22	13
14	и даже	8	13
15	то что	2	13
16	что в	9	13
17	в этом	14	12
18	было бы	3	12
19	с точки	2	12
20	если бы	1	12
21	не может	2	12
22	в мифе	1	12
23	учение о	1	11
24	в себе	2	11
25	что он	4	11
26	как бы	10	11
27	все это	3	11
28	то же	3	10
29	несмотря на	2	10
30	прежде всего	5	10
31	сказать что	2	10
32	отнюдь не	4	9
33	так и	14	9
34	это не	2	9
35	том что	12	9
36	никогда не	5	9
37	в том	9	9
38	сама по	2	8
39	но это	1	8
40	совершенно не	2	8
41	и как	4	7
42	то в	2	7
43	что она	2	7
44	что не	3	7
45	той или	3	7
46	вовсе не	1	7
47	но и	13	7
48	сам по	1	6
49	его не	3	6
50	хотя бы	1	6
51	есть ни	1	6
52	но в	2	6
53	с другой	7	6
54	и вот	2	6
55	не в	6	6
56	в то	3	6
57	с ним	1	6
58	никак не	1	6
59	можно сказать	4	6
60	не было	3	6
61	да и	2	6
62	говорить о	3	5
63	я не	1	5
64	и он	2	5
65	отношение к	1	5
66	в своем	4	5
67	все же	4	5
68	себе не	1	5
69	в противоположность	2	5
70	на то	1	5
71	но если	1	5
72	не нуждается	1	5
73	в дальнейшем	2	5
74	не с	2	5
75	мы должны	1	5
76	он сам	1	5
77	само по	1	5
78	в особенности	3	5
79	говорит о	2	5
80	есть и	1	5
81	а в	10	5
82	это и	2	4
83	об этом	2	4
84	он есть	1	4
85	но лишь	1	4
86	по крайней	4	4
87	на всю	1	4
88	у пушкина	3	4
89	же время	3	4
90	не о	1	4
91	к тому	6	4
92	как мы	1	4
93	о том	6	4
94	от него	1	4
95	крайней мере	4	4
96	но не	7	4
97	в конце	5	4
98	мы можем	2	4
99	не говорит	1	4
100	как раз	7	4
101	как это	3	4
102	хотя и	2	4
103	может и	1	4
104	другой стороны	5	4
105	во всяком	2	4
106	отношения к	2	3
107	самом деле	2	3
108	есть не	2	3
109	в ней	2	3
110	мысли и	1	3
111	на самом	1	3
112	к богу	1	3
113	если в	3	3
114	что они	3	3
115	говорит что	1	3
116	от этого	1	3
117	в самом	5	3
118	та же	1	3
119	он не	6	3
120	которой не	1	3
121	всех этих	1	3
122	и еще	1	3
123	в одну	1	3
124	этом смысле	1	3
125	в них	2	3
126	должно быть	1	3
127	в их	6	3
128	даже в	2	3
129	вплоть до	2	3
130	на себе	1	3
131	в основе	1	3
132	случае не	1	3
133	или иная	1	3
134	а лишь	1	3
135	могут быть	2	3
136	и всех	1	3
137	указывает на	3	3
138	и о	1	3
139	жизнь и	3	3
140	нуждается в	2	3
141	что и	5	3
142	может иметь	1	3
143	один из	2	3
144	но с	2	3
145	только в	2	3
146	или иной	5	3
147	еще и	3	3
148	и потому	2	3
149	в данном	4	3
150	в его	7	3
151	не является	5	3
152	и все	2	3
153	бы в	1	3
154	жизни и	1	3
155	гораздо более	2	3
156	говоря о	1	2
157	что если	1	2
158	что уже	1	2
159	вопрос о	1	2
