N	3gram	Propp_Isto_2	Psycholo
1	в том что	5	12
2	о том что	2	10
3	на то что	2	6
4	и только после	2	5
5	на самом деле	2	5
6	только после этого	1	5
7	с самого начала	2	5
8	и может быть	2	4
9	и что самое	1	4
10	что он не	4	4
11	можно было бы	3	4
12	друг с другом	1	4
13	том что он	1	3
14	точно так же	6	3
15	не то что	1	3
16	здесь мы видим	2	3
17	так же как	4	3
18	смысле этого слова	1	3
19	так как это	1	3
20	то что он	1	3
21	надо сказать что	1	3
22	это и есть	1	3
23	до сих пор	6	3
24	за то что	1	3
25	с одной стороны	3	3
26	потому что он	2	2
27	уже знаем что	2	2
28	о том как	1	2
29	ни одно из	1	2
30	сам по себе	1	2
31	начала до конца	1	2
32	во всех этих	2	2
33	вместе с тем	5	2
34	в это время	1	2
35	как бы его	1	2
36	от начала до	1	2
37	спрашивается почему же	1	2
38	с другой стороны	2	2
39	и той же	1	2
40	почему он не	1	2
41	вместо того чтобы	2	2
42	не только не	1	2
43	мы видим что	5	2
44	одной и той	1	2
45	мы уже знаем	3	2
46	к тому же	2	2
47	и т д	18	2
48	должно было бы	1	2
49	мы знаем что	10	1
50	что иное как	2	1
51	что он умер	2	1
52	мы начнем с	1	1
53	при помощи этого	1	1
54	по отношению к	3	1
55	последовательности в какой	1	1
56	подобно тому как	3	1
57	мы не можем	1	1
58	он все же	1	1
59	нужно было бы	1	1
60	в третий раз	2	1
61	с тем что	3	1
62	что она не	1	1
63	и здесь мы	1	1
64	так например в	1	1
65	со всех сторон	4	1
66	так то это	1	1
67	можно найти в	1	1
68	бы показать что	1	1
69	что при помощи	1	1
70	до конца и	1	1
71	один из них	1	1
72	то что она	1	1
73	так что они	1	1
74	из них не	1	1
75	тесно связаны с	1	1
76	т д все	1	1
77	том что они	1	1
78	это только одна	1	1
79	а на самом	1	1
80	тем что в	1	1
81	потому что они	1	1
82	а может быть	1	1
83	органической связи с	1	1
84	не может быть	2	1
85	вовсе не в	1	1
86	но об этом	1	1
87	не что иное	2	1
88	и в русской	1	1
89	и вместе с	2	1
90	сих пор в	1	1
91	не только в	4	1
92	с этой стороны	1	1
93	в его крови	1	1
94	мы обратимся к	1	1
95	так же и	3	1
96	только с одним	2	1
97	это как бы	1	1
98	что этот образ	1	1
99	имеет свою особую	1	1
100	и в каких	1	1
101	в ней и	1	1
102	так или иначе	1	1
103	к самому концу	1	1
104	мы увидим что	3	1
105	он умер и	2	1
