N	4gram	Medvedev_F_2	KulturaY
1	и т п в	1	3
2	было бы сказать что	1	3
3	и т п все	1	2
4	не в том что	1	2
5	один и тот же	1	2
6	лишь в том случае	1	2
7	не говоря уже о	1	2
8	т п все эти	1	1
9	и не может быть	2	1
10	той мере в какой	1	1
11	поэтики должна быть положена	1	1
12	только в том случае	1	1
13	систематического построения поэтики должна	1	1
14	слово в основу систематического	1	1
15	во что бы то	1	1
16	собственном смысле этого слова	1	1
17	основу систематического построения поэтики	1	1
18	построения поэтики должна быть	1	1
19	в самом деле ведь	1	1
20	в том смысле что	2	1
21	быть положена классификация фактов	1	1
22	должна быть положена классификация	1	1
23	материалом поэзии является слово	1	1
24	бы то ни стало	1	1
25	и пр и пр	4	1
26	что бы то ни	1	1
27	и в то же	3	1
28	и т п однако	1	1
29	является слово в основу	1	1
30	положена классификация фактов языка	1	1
31	в то же время	5	1
32	в той мере в	1	1
33	и в этом случае	1	1
34	поэзии является слово в	1	1
35	в основу систематического построения	1	1
