N	4gram	Propp_Morf_1	Psycholo
1	в том случае если	1	4
2	в том что он	1	3
3	все более и более	1	2
4	в то время как	3	2
5	указанием на то что	1	1
6	что бы то ни	1	1
7	в том порядке в	1	1
8	одно и то же	1	1
9	не может быть объяснено	1	1
10	бы то ни стало	1	1
11	и т д с	1	1
12	том порядке в каком	1	1
13	если мы не сумеем	1	1
14	и тем не менее	1	1
15	в связи с этим	4	1
16	бросается в глаза что	1	1
17	приводит к тому что	1	1
18	совершенно ясно что и	1	1
19	бы то ни было	2	1
20	которые не могут быть	1	1
21	то это значит что	1	1
22	какого бы то ни	1	1
23	во что бы то	1	1
