N	2gram	Vygotskiy__3	KFilosof
1	может быть	13	43
2	в его	15	39
3	в нем	2	31
4	не может	6	27
5	и не	10	26
6	по отношению	3	25
7	и в	25	22
8	в себе	2	21
9	в котором	3	21
10	отношению к	2	21
11	не есть	3	19
12	и его	2	17
13	в ее	1	17
14	а не	1	17
15	только в	10	16
16	в этом	14	13
17	точки зрения	6	13
18	и это	4	12
19	но не	6	12
20	ни в	9	12
21	для него	5	12
22	все эти	7	11
23	в своей	2	11
24	не в	6	11
25	во всех	1	10
26	в своем	4	10
27	с точки	1	10
28	от себя	1	10
29	все это	6	10
30	в целом	13	9
31	но и	4	9
32	как бы	10	9
33	и для	2	9
34	и все	4	9
35	было бы	10	8
36	если бы	5	8
37	то что	15	7
38	во всем	3	7
39	должен быть	1	7
40	на основе	22	7
41	в себя	3	7
42	и здесь	2	7
43	что и	10	7
44	вовсе не	1	7
45	менее всего	1	6
46	отношение к	1	6
47	отнюдь не	4	6
48	он не	4	6
49	в мире	2	6
50	этот момент	2	6
51	и только	2	6
52	уже не	2	6
53	и их	3	6
54	но это	5	6
55	в смысле	4	6
56	в том	23	6
57	мы имеем	4	5
58	но как	3	5
59	все же	6	5
60	но в	1	5
61	не только	6	5
62	но ведь	1	5
63	то же	2	5
64	но все	2	5
65	его в	3	5
66	как и	15	5
67	должно быть	2	5
68	от его	1	5
69	не имеет	1	5
70	никогда не	4	5
71	для себя	1	5
72	с ним	4	5
73	и содержание	1	5
74	именно в	5	5
75	там где	4	5
76	в основе	16	5
77	хотя бы	1	5
78	как его	1	4
79	в чем	2	4
80	при этом	5	4
81	не как	3	4
82	здесь мы	2	4
83	бы быть	2	4
84	входит в	5	4
85	место в	2	4
86	тем самым	2	4
87	не по	1	4
88	о нем	1	4
89	в каком	2	4
90	с ними	3	4
91	и т.д	5	4
92	между тем	3	4
93	во всей	1	4
94	могло бы	4	4
95	нисколько не	1	4
96	ни было	2	4
97	в одном	2	4
98	том что	20	4
99	для нас	2	4
100	отношению ко	1	4
101	а в	4	4
102	что в	17	4
103	в своих	2	4
104	из его	1	3
105	для которого	1	3
106	и этот	1	3
107	мы не	9	3
108	что это	5	3
109	слово не	1	3
110	в ней	1	3
111	еще не	4	3
112	и на	6	3
113	тем как	1	3
114	а следовательно	1	3
115	положение не	1	3
116	независимо от	4	3
117	бы и	1	3
118	бы не	1	3
119	и отношения	2	3
120	всех этих	2	3
121	для того	7	3
122	и совершенно	1	3
123	в корне	2	3
124	могла бы	1	3
125	в другом	1	3
126	этом смысле	2	3
127	эти моменты	1	3
128	когда я	1	3
129	не менее	6	3
130	тогда когда	4	3
131	и делает	1	3
132	могут быть	5	3
133	ясно что	2	3
134	здесь нет	1	3
135	в виду	1	3
136	исторический материализм	1	3
137	о том	5	3
138	того или	2	3
139	того что	10	3
140	а лишь	1	3
141	и тем	1	3
142	в конкретной	1	3
143	был бы	1	3
144	тем что	8	3
145	от того	4	3
146	что не	1	3
147	до конца	1	3
148	вступает в	2	3
149	по своему	11	3
150	от него	1	3
151	лишь как	1	3
152	в свою	3	3
153	или иного	2	3
154	в то	4	3
155	не остается	1	2
156	и то	2	2
157	и принципиально	1	2
158	едва ли	2	2
159	поскольку она	1	2
160	а как	2	2
161	нас важно	1	2
162	вопрос о	1	2
163	этот факт	1	2
164	ему в	1	2
165	с его	2	2
166	мышления как	1	2
167	совсем не	1	2
168	в данном	1	2
169	как в	9	2
170	и как	5	2
171	от этого	6	2
172	себе как	1	2
173	та же	1	2
174	и действительным	1	2
175	этих моментов	2	2
176	т.е что	1	2
177	думать что	1	2
178	ни одна	1	2
179	в этой	5	2
180	нами в	2	2
181	вследствие этого	1	2
182	как оно	3	2
183	в виде	3	2
184	лишь с	1	2
185	так и	5	2
186	смысле в	1	2
187	то ни	1	2
188	не будет	2	2
189	и может	2	2
190	конечно в	2	2
191	а по	2	2
192	он ни	1	2
193	в жизни	3	2
194	из нее	2	2
195	с тем	16	2
196	и того	4	2
197	эти момента	2	2
198	можно ли	2	2
199	тем не	5	2
200	и эти	2	2
201	по себе	7	2
202	тому что	2	2
203	раз и	1	2
204	и развивается	2	2
205	что эта	1	2
206	дело не	1	2
207	мышления и	23	2
208	в процессе	27	2
209	того чтобы	8	2
210	вытекает из	2	2
211	в области	7	2
212	не потому	1	2
213	той или	2	2
214	оно не	2	2
215	не живет	1	2
216	ничего общего	3	2
217	котором мы	1	2
218	постольку поскольку	2	2
219	даны в	1	2
220	с этого	1	2
221	сводится к	1	2
222	может не	1	2
223	бы то	1	2
224	и единый	1	2
225	или как	1	2
226	в него	3	2
227	мышление и	5	2
228	что только	1	2
229	тот же	2	2
230	дело с	3	2
231	что он	6	2
232	а с	3	2
233	со всеми	6	2
234	в качестве	12	2
235	и других	2	2
236	нее в	2	2
237	и навсегда	1	2
238	слова в	2	2
239	содержания и	1	2
240	содержание и	1	2
241	не о	1	2
242	были бы	3	2
243	себе а	1	2
244	или иной	3	2
245	будет ли	1	2
246	для этого	2	2
247	прежде всего	4	2
248	только по	1	2
249	бы оно	1	2
250	и потому	2	2
251	быть не	1	2
252	в это	1	2
253	этого слова	4	2
254	все остальные	2	2
255	но для	1	2
256	которой он	1	2
257	это можно	1	2
258	он имеет	2	2
259	его т.е	1	2
260	потому что	6	2
261	но всегда	2	2
262	его к	3	2
263	но этот	1	2
264	но ни	1	2
265	и эта	2	2
266	к этому	3	2
267	смысле слова	2	1
268	даже более	1	1
269	бы там	1	1
270	ту же	1	1
271	говоря о	1	1
272	также и	1	1
273	человека и	5	1
274	функции в	2	1
275	и через	1	1
276	возникает лишь	1	1
277	тем же	4	1
278	в чисто	2	1
279	и до	1	1
280	что эти	3	1
281	которые пытаются	2	1
282	видеть в	1	1
283	действительности и	1	1
284	мышления но	1	1
285	это нисколько	1	1
286	в зависимости	5	1
287	отношения к	1	1
288	мы уже	5	1
289	той же	4	1
290	психологии которая	1	1
291	сам начинает	1	1
292	не спасает	1	1
293	здесь нам	1	1
294	в единой	1	1
295	что между	1	1
296	бы что	4	1
297	что уже	1	1
298	именно к	1	1
299	в основных	1	1
300	каждый отдельный	1	1
301	быть определены	1	1
302	оба эти	3	1
303	совпадает с	6	1
304	и он	1	1
305	и иначе	1	1
306	столь же	7	1
307	связи между	5	1
308	этих случаях	1	1
309	как если	1	1
310	они имеют	2	1
311	мы будем	2	1
312	его построения	1	1
313	вообще как	1	1
314	не просто	1	1
315	решения этой	1	1
316	и предметами	2	1
317	с этим	4	1
318	оторванное от	1	1
319	нам остается	1	1
320	относятся к	2	1
321	в единый	1	1
322	хотя и	2	1
323	не являются	1	1
324	и к	5	1
325	в действительности	1	1
326	в этот	1	1
327	или иную	1	1
328	за собой	1	1
329	в самом	3	1
330	как понятие	1	1
331	в которой	1	1
332	ни один	4	1
333	это открытие	1	1
334	в известном	4	1
335	предметов и	4	1
336	в мышлении	11	1
337	сама не	1	1
338	на то	4	1
339	в конкретном	1	1
340	их развития	2	1
341	этот процесс	3	1
342	жизнью и	1	1
343	на его	2	1
344	с чем	1	1
345	к выводу	2	1
346	что она	5	1
347	главным образом	2	1
348	всех остальных	1	1
349	она становится	1	1
350	с основной	1	1
351	момента в	2	1
352	отношений между	1	1
353	в понятии	5	1
354	их в	3	1
355	и по	5	1
356	на этом	3	1
357	будем говорить	1	1
358	значительной степени	1	1
359	том же	1	1
360	этим самым	1	1
361	а затем	1	1
362	же не	1	1
363	об этом	2	1
364	и с	1	1
365	оно становится	2	1
366	в единую	1	1
367	всеми своими	1	1
368	может стать	1	1
369	он есть	1	1
370	не совпадает	1	1
371	связанная с	1	1
372	именно что	1	1
373	может действительно	1	1
374	ней но	1	1
375	между отдельными	5	1
376	отказа от	1	1
377	и рядом	1	1
378	это положение	2	1
379	вся полнота	1	1
380	все равно	1	1
381	нашего исследования	1	1
382	всеми другими	1	1
383	не равно	1	1
384	несмотря на	1	1
385	чем в	1	1
386	возникнуть и	3	1
387	же мысль	2	1
388	такой же	1	1
389	элемента в	1	1
390	в один	2	1
391	не мог	4	1
392	и видит	1	1
393	в этих	2	1
394	лежат в	1	1
395	к действительному	1	1
396	всяком случае	4	1
397	которого является	1	1
398	цели и	2	1
399	понятием и	1	1
400	понятий и	7	1
401	является еще	1	1
402	значение для	1	1
403	однако он	1	1
404	абстрактному мышлению	1	1
405	над всеми	1	1
406	ним в	1	1
407	растет в	1	1
408	и очень	1	1
409	к каждому	1	1
410	попытка найти	1	1
411	на один	1	1
412	в отношении	6	1
413	мы поэтому	2	1
414	в заблуждение	1	1
415	мышление в	3	1
