N	2gram	Vinokur_Ku_2	formyVre
1	и в	23	46
2	в этом	18	22
3	и т	39	14
4	прежде всего	8	14
5	вовсе не	9	13
6	и его	3	12
7	не только	20	11
8	только в	5	11
9	т п	24	11
10	как бы	4	10
11	точки зрения	14	10
12	в том	19	10
13	но в	11	10
14	мы уже	1	9
15	не в	8	9
16	у него	3	9
17	но и	7	9
18	вместе с	5	9
19	и не	16	9
20	и для	2	9
21	то же	6	8
22	как и	2	8
23	с точки	8	8
24	для того	9	8
25	того чтобы	11	8
26	потому что	25	8
27	связи с	3	8
28	в его	5	8
29	в связи	4	8
30	и на	6	7
31	всех этих	3	7
32	так и	4	7
33	в них	4	7
34	вещей и	1	7
35	может быть	15	7
36	в одном	1	7
37	то что	9	7
38	как мы	3	6
39	еще не	5	6
40	все же	7	6
41	при этом	2	6
42	и с	7	6
43	никогда не	2	6
44	те же	3	6
45	так как	15	6
46	в особенности	4	6
47	все это	5	6
48	и все	2	6
49	но не	6	5
50	с этим	3	5
51	в своем	2	5
52	все эти	12	5
53	связанные с	2	5
54	он не	3	5
55	в нем	4	5
56	должно быть	4	5
57	в то	4	5
58	и у	2	5
59	и др	1	5
60	в частности	2	5
61	в пределах	4	5
62	по существу	5	5
63	что в	10	5
64	отношения к	2	4
65	также и	5	4
66	и он	1	4
67	что они	2	4
68	как в	3	4
69	уже в	3	4
70	из этих	1	4
71	в себе	1	4
72	их в	1	4
73	и было	1	4
74	том что	11	4
75	в котором	1	4
76	место в	1	4
77	том же	1	4
78	же время	3	4
79	в эпоху	1	4
80	о том	1	4
81	все его	1	4
82	вопросу о	3	4
83	так что	1	4
84	конечно не	2	4
85	за ними	2	4
86	и их	1	4
87	а не	10	4
88	отнюдь не	4	4
89	в ряду	1	4
90	с этой	2	4
91	же в	3	4
92	в виду	3	3
93	того же	3	3
94	слова и	5	3
95	а следовательно	2	3
96	мы будем	2	3
97	отношение к	1	3
98	нет и	1	3
99	хотя и	4	3
100	целый ряд	5	3
101	и как	1	3
102	уже не	8	3
103	в большинстве	1	3
104	т д	14	3
105	и по	3	3
106	прежде чем	1	3
107	таким образом	5	3
108	здесь мы	2	3
109	в совершенно	1	3
110	связанных с	1	3
111	в их	2	3
112	в которых	2	3
113	как можно	2	3
114	следовательно и	2	3
115	кроме того	1	3
116	к тому	4	3
117	имеет место	1	3
118	на основе	1	3
119	роль в	2	3
120	в другом	2	3
121	а также	3	3
122	как у	2	3
123	что и	3	3
124	того что	3	3
125	тот же	5	3
126	что он	5	3
127	все они	2	3
128	в качестве	8	3
129	на протяжении	1	3
130	за счет	2	3
131	большинстве случаев	2	3
132	для него	1	3
133	тем что	3	3
134	в форме	3	3
135	что на	4	3
136	и даже	2	3
137	и прежде	1	3
138	не было	4	3
139	не на	2	3
140	с помощью	7	3
141	в это	1	3
142	к вопросу	3	3
143	тем более	1	3
144	в этих	1	3
145	а в	3	3
146	и идеи	1	3
147	всего в	3	3
148	но эти	1	3
149	и другие	1	3
150	к этому	4	3
151	и идей	1	3
152	смысле слова	2	2
153	ту же	6	2
154	и есть	2	2
155	тем же	2	2
156	характерное для	2	2
157	и до	2	2
158	почти всегда	2	2
159	мы имеем	5	2
160	в сущности	9	2
161	говорить о	4	2
162	он был	1	2
163	в уста	1	2
164	не был	1	2
165	явлений и	1	2
166	к ним	1	2
167	то в	1	2
168	и к	1	2
169	от этого	2	2
170	в этой	6	2
171	с одной	2	2
172	эпохи и	1	2
173	не могла	1	2
174	перестает быть	1	2
175	в корне	2	2
176	и вот	5	2
177	он так	1	2
178	на этом	3	2
179	лишь в	5	2
180	по себе	10	2
181	далеко не	1	2
182	с тем	2	2
183	мы видели	2	2
184	и становится	1	2
185	далее в	1	2
186	значение для	1	2
187	но он	1	2
188	в прямом	1	2
189	и более	2	2
190	в той	2	2
191	в отношении	2	2
192	она не	2	2
193	на котором	1	2
194	в день	2	2
195	там где	5	2
196	в самой	2	2
197	сложность и	1	2
198	этом отношении	3	2
199	очень часто	2	2
200	могут быть	4	2
201	и потому	2	2
202	и это	3	2
203	и о	4	2
204	здесь не	3	2
205	без всякого	1	2
206	и от	2	2
207	в себя	1	2
208	не мог	1	2
209	в плоскости	2	2
210	отсюда и	2	2
211	но здесь	2	2
212	находится в	1	2
213	таков например	1	2
214	можно сказать	4	2
215	это не	6	2
216	и только	1	2
217	значит что	1	2
218	что здесь	1	2
219	быть и	1	2
220	один из	5	2
221	в поэзии	1	2
222	сами по	1	2
223	в конце	4	2
224	не для	1	2
225	рядом с	2	2
226	или иной	1	2
227	до сих	1	2
228	с другой	8	2
229	сюда же	2	2
230	именно в	3	2
231	было бы	15	2
232	и пр	8	2
233	их не	2	2
234	смысла и	2	2
235	у нас	12	2
236	а на	2	2
237	не знает	3	2
238	до конца	3	2
239	человек в	1	2
240	если не	1	2
241	что все	5	2
242	не может	9	2
243	так же	4	2
244	как это	5	2
245	по своему	1	2
246	в данном	4	2
247	наряду с	1	2
248	лежит в	1	2
249	этот не	1	2
250	этом случае	2	2
251	сих пор	1	2
252	только для	2	2
253	с большой	1	2
254	на анализе	1	2
255	у них	1	2
256	такие слова	1	2
257	но это	3	2
258	между ними	1	2
259	как на	1	2
260	во всяком	5	2
261	можно говорить	2	1
262	обходится почти	1	1
263	в обычном	2	1
264	чтобы не	2	1
265	связан с	1	1
266	и то	5	1
267	на самом	2	1
268	это и	3	1
269	некоторой степени	2	1
270	идет о	1	1
271	по преимуществу	2	1
272	природу вещей	1	1
273	свое место	2	1
274	и политическая	1	1
275	должна быть	5	1
276	которыми он	1	1
277	а как	1	1
278	есть не	1	1
279	бы уже	1	1
280	что если	2	1
281	большую роль	1	1
282	вопрос о	9	1
283	на эти	1	1
284	получают значение	1	1
285	время как	1	1
286	вместо того	1	1
287	конечно и	2	1
288	же что	1	1
289	пр и	1	1
290	так называемые	2	1
291	подчеркнуть что	1	1
292	это время	1	1
293	в ней	3	1
294	и говорить	1	1
295	и заниматься	1	1
296	разумеется не	1	1
297	меньше чем	2	1
298	в широком	2	1
299	повсюду в	1	1
300	время в	1	1
301	в чем	1	1
302	с его	1	1
303	это имеет	1	1
304	в нашем	7	1
305	мне все	1	1
306	я был	1	1
307	но конечно	1	1
308	самом деле	9	1
309	истинный смысл	1	1
310	могло быть	1	1
311	в общем	1	1
312	они конечно	1	1
313	и никак	1	1
314	себе и	1	1
315	явлениями и	1	1
316	отличие от	2	1
317	земле в	1	1
318	новые отношения	1	1
319	из уст	1	1
320	до его	1	1
321	что как	1	1
322	более и	1	1
323	в него	1	1
324	мы также	1	1
325	однако не	4	1
326	как вполне	1	1
327	этом же	1	1
328	когда он	1	1
329	что по	1	1
330	его к	2	1
331	под тем	1	1
332	нашего анализа	1	1
333	в самом	12	1
334	в которой	1	1
335	бы и	4	1
336	примеров достаточно	1	1
337	общее замечание	1	1
338	о более	1	1
339	так в	3	1
340	выражение в	3	1
341	одни из	1	1
342	еще один	1	1
343	эти новые	1	1
344	идут в	1	1
345	на поверхность	1	1
346	в наших	1	1
347	дальше и	1	1
348	в случае	1	1
349	вообще не	1	1
350	сказать в	1	1
351	здесь однако	1	1
352	мы можем	1	1
353	они в	1	1
354	выражения и	1	1
355	не значит	1	1
356	же это	1	1
357	не как	2	1
358	данном отношении	2	1
359	широком смысле	4	1
360	уже за	2	1
361	его от	1	1
362	так например	1	1
363	лишь что	1	1
364	но все	4	1
365	в каждом	1	1
366	другом случае	1	1
367	об этом	5	1
368	этой традиции	1	1
369	на этой	4	1
370	бы нам	1	1
371	но нам	1	1
372	лучше чем	1	1
373	и тем	5	1
374	чаще всего	1	1
375	ни в	4	1
376	о которых	3	1
377	все равно	2	1
378	он и	2	1
379	таковы специфические	1	1
380	становится и	1	1
381	чем в	3	1
382	только во	1	1
383	мы не	1	1
384	в первые	1	1
385	такой же	1	1
386	понятия и	1	1
387	нисколько не	3	1
388	смысл и	3	1
389	и еще	2	1
390	в своей	2	1
391	видели в	1	1
392	не становится	1	1
393	за которым	1	1
394	но попытка	1	1
395	почти ни	2	1
396	с самого	1	1
397	для всякого	1	1
398	принимают в	1	1
399	и связей	1	1
400	дает в	1	1
401	в поэме	1	1
402	точку зрения	1	1
403	которые в	1	1
404	борьбу с	1	1
405	однако в	1	1
406	где нет	1	1
407	в устах	2	1
408	случае мы	1	1
409	тому что	1	1
410	что есть	1	1
411	лишь одну	1	1
412	какие бы	1	1
413	и слово	1	1
414	в таких	3	1
415	о значении	2	1
416	виду что	1	1
417	с современными	2	1
418	уст в	1	1
419	не имеет	4	1
420	самого начала	1	1
421	дело в	1	1
422	одна из	1	1
423	о таких	1	1
424	но только	4	1
425	и уже	1	1
426	имеет отношение	1	1
427	это мы	1	1
428	вообще нет	1	1
429	жалкое и	1	1
430	под этим	2	1
431	слова как	3	1
432	работу и	1	1
433	революции и	2	1
434	п в	3	1
435	к вам	1	1
436	во всем	1	1
437	решает и	1	1
438	по земле	1	1
439	только с	1	1
440	не до	1	1
441	в стиле	1	1
442	среди них	1	1
443	и здесь	5	1
444	не могут	5	1
445	когда мы	1	1
446	как только	1	1
447	в наши	1	1
448	союз с	1	1
449	темы и	2	1
450	день и	1	1
451	сказать что	4	1
452	оно не	2	1
453	если же	1	1
454	где он	1	1
455	всегда в	1	1
456	есть нечто	1	1
457	приходит к	1	1
458	с ее	1	1
459	как не	3	1
460	свою очередь	2	1
461	связи со	1	1
462	в ее	1	1
463	отношений и	1	1
464	данном случае	2	1
465	не употребляет	2	1
466	характер и	2	1
467	то время	1	1
468	ряду с	1	1
469	это для	1	1
470	уйти от	1	1
471	смысле но	1	1
472	самое рождение	1	1
473	это вовсе	1	1
474	здесь как	1	1
475	и которые	1	1
476	о природе	1	1
477	по сравнению	2	1
478	что от	1	1
479	мы в	2	1
480	если бы	12	1
481	и вообще	2	1
482	все дело	2	1
483	это мне	1	1
484	сводится к	3	1
485	часто и	1	1
486	вот почему	3	1
487	имеет еще	1	1
488	то они	1	1
489	внимание на	1	1
490	никак не	3	1
491	и что	8	1
492	аналогии с	3	1
493	в значительной	1	1
494	не выходит	1	1
495	становятся уже	1	1
496	между тем	6	1
497	вся эта	2	1
498	сводится все	1	1
499	нуждается в	2	1
500	возможны различные	1	1
501	всего этого	1	1
502	или должно	1	1
503	труд в	1	1
504	и следовательно	2	1
505	следовало бы	2	1
506	отношениях и	1	1
507	тех пор	2	1
508	он что	1	1
509	которой и	1	1
510	же к	1	1
511	и дело	1	1
512	что даже	1	1
513	должен быть	5	1
514	должен был	1	1
515	здесь с	1	1
516	тот или	1	1
517	именно на	1	1
518	по другим	1	1
519	внимание в	1	1
520	есть в	3	1
521	то и	3	1
522	борьбы с	1	1
523	не обходится	1	1
524	в виде	1	1
525	свидетельствует о	1	1
526	как более	1	1
527	а это	2	1
528	право говорить	2	1
529	превращаются в	1	1
530	был бы	2	1
531	ведь это	1	1
532	здесь исключительно	1	1
533	до некоторой	2	1
534	как такового	1	1
535	в случаях	1	1
536	в очень	1	1
537	играет здесь	1	1
538	выходит за	2	1
539	этой проблемы	1	1
540	значение которое	1	1
541	говорить и	2	1
542	совершенно ином	1	1
543	несколько примеров	1	1
544	еще и	2	1
545	в отличие	2	1
546	что не	6	1
547	мы скажем	2	1
548	на этот	2	1
549	которых мы	2	1
550	здесь эта	1	1
551	после этих	1	1
552	у других	1	1
553	более того	1	1
554	и раскрыть	1	1
555	другой стороны	7	1
556	а так	1	1
557	к еде	1	1
558	и непосредственно	1	1
559	и том	1	1
560	несмотря на	5	1
561	но как	1	1
562	в речи	6	1
563	но что	2	1
564	все более	1	1
565	жизни за	1	1
566	для самого	2	1
567	связаны в	1	1
568	одной стороны	1	1
569	сравнению с	1	1
570	которые являются	1	1
571	достаточно для	2	1
572	у автора	1	1
573	лежат в	1	1
574	с тех	1	1
575	быть только	2	1
576	только чтобы	1	1
577	да и	6	1
578	чтобы определить	1	1
579	в уже	1	1
580	этого слова	5	1
581	выражения на	1	1
582	найти не	1	1
583	и действия	1	1
584	между прочим	2	1
585	и новой	1	1
586	тех же	2	1
587	указать на	1	1
588	уже на	1	1
589	пор еще	1	1
590	должны быть	2	1
591	где и	1	1
592	самая форма	2	1
593	в результате	4	1
594	а все	1	1
595	это как	1	1
596	чтобы понять	2	1
597	лишь как	1	1
598	бы в	1	1
599	всякого рода	2	1
600	и смысл	1	1
601	мы как	1	1
602	конце концов	3	1
603	зрения в	3	1
604	которое конечно	1	1
605	в настоящее	1	1
606	на более	1	1
607	бы на	2	1
608	в целях	2	1
609	нам не	2	1
610	в свою	2	1
611	наконец что	1	1
612	для борьбы	1	1
613	совершенно не	3	1
614	дело с	1	1
615	же относится	1	1
616	это на	1	1
617	лишает их	1	1
618	значение всего	1	1
619	по поводу	2	1
620	этой точки	2	1
621	они не	1	1
622	подлинную природу	1	1
