N	2gram	Tiupa_Narr_1	Dialekti
1	и не	23	30
2	и есть	1	19
3	а не	13	18
4	и т	1	17
5	ничего не	2	17
6	может быть	15	17
7	то что	9	16
8	т д	1	15
9	стало быть	3	15
10	и в	11	15
11	как бы	6	14
12	точки зрения	5	14
13	не имеет	2	14
14	так как	1	14
15	что это	1	13
16	по себе	4	13
17	того что	4	13
18	это не	3	12
19	в этом	12	11
20	и вот	2	11
21	ясно что	1	11
22	в том	8	11
23	прежде всего	4	11
24	не может	8	11
25	и все	3	11
26	том что	7	10
27	потому что	5	10
28	с ее	2	10
29	она есть	1	10
30	это и	1	9
31	то же	8	9
32	мы не	3	9
33	с точки	1	9
34	в виду	1	9
35	уже не	8	9
36	все это	1	9
37	что иное	1	8
38	в чем	2	8
39	не в	6	8
40	в себе	6	8
41	не только	31	8
42	о чуде	1	8
43	и о	3	8
44	и ее	3	8
45	иное как	1	8
46	не просто	1	7
47	что именно	1	7
48	и мы	1	7
49	он есть	1	7
50	как и	13	7
51	по крайней	1	7
52	и вообще	1	7
53	и его	10	7
54	только в	12	7
55	крайней мере	1	7
56	что мы	2	7
57	или в	6	7
58	что он	3	7
59	что в	3	7
60	перед нами	5	6
61	хотя и	4	6
62	и тем	4	6
63	если бы	7	6
64	в то	4	6
65	же время	4	6
66	что и	1	6
67	и даже	2	6
68	а именно	1	6
69	в результате	2	6
70	тем более	1	6
71	сказать что	2	6
72	в сфере	2	5
73	той же	1	5
74	мы имеем	3	5
75	в сущности	2	5
76	и на	5	5
77	быть в	1	5
78	с его	4	5
79	субъекта и	1	5
80	в своем	3	5
81	то в	4	5
82	на то	2	5
83	что она	1	5
84	в нем	4	5
85	в жизни	3	5
86	что я	1	5
87	в ней	4	5
88	того чтобы	4	5
89	таким образом	1	5
90	о том	4	5
91	так и	5	5
92	можно сказать	5	5
93	именно в	3	5
94	чуда как	1	5
95	не говорит	3	5
96	для того	3	5
97	и для	2	5
98	также и	3	4
99	хотя бы	2	4
100	в этой	6	4
101	и как	3	4
102	не как	1	4
103	в силу	1	4
104	подобно тому	3	4
105	то ни	1	4
106	и с	3	4
107	с тем	1	4
108	и уже	1	4
109	бытия и	1	4
110	мир и	1	4
111	она не	2	4
112	той или	5	4
113	еще не	4	4
114	в его	6	4
115	оказывается что	1	4
116	с ними	2	4
117	в одном	4	4
118	не о	2	4
119	само по	1	4
120	как раз	6	4
121	отнюдь не	2	4
122	так же	1	4
123	в особенности	2	4
124	тому как	3	4
125	но это	1	4
126	один из	6	4
127	или не	4	4
128	жизни и	6	4
