N	3gram	Vinokur_Ku_2	Myshleni
1	в том что	10	21
2	с точки зрения	8	18
3	для того чтобы	8	10
4	с одной стороны	1	7
5	заключается в том	1	7
6	в зависимости от	4	6
7	в связи с	3	6
8	во всяком случае	5	6
9	не может быть	4	6
10	на то что	2	6
11	можно было бы	9	5
12	на этот вопрос	2	5
13	по сравнению с	1	5
14	в самом деле	7	4
15	мы могли бы	1	4
16	в том чтобы	1	4
17	в последнее время	1	4
18	о том что	1	4
19	в конечном счете	2	4
20	в предисловии к	1	4
21	состоит в том	1	3
22	в отличие от	2	3
23	в данном случае	1	3
24	смысле этого слова	1	3
25	в этом отношении	3	3
26	том что в	1	2
27	на самом деле	2	2
28	в этом смысле	5	2
29	потому что он	2	2
30	хотя бы и	2	2
31	что он не	1	2
32	к тому чтобы	1	2
33	в первые годы	1	2
34	не потому что	1	2
35	мы будем иметь	1	2
36	с помощью которого	1	2
37	является определяющим для	1	2
38	само по себе	5	2
39	и в самом	2	2
40	легко заметить что	1	2
41	о которых говорит	1	2
42	сама по себе	1	2
43	только тогда когда	1	2
44	речь идет о	1	2
45	потому что как	1	1
46	зависимости от того	1	1
47	у нас в	1	1
48	этой точки зрения	2	1
49	не следует что	1	1
50	иметь в виду	1	1
51	дело в том	1	1
52	в этом последнем	1	1
53	в том и	1	1
54	что это действительно	1	1
55	с этим словом	1	1
56	отрицательный ответ на	1	1
57	несмотря на то	2	1
58	чтобы показать что	1	1
59	и потому что	2	1
60	но все это	1	1
61	до сих пор	1	1
62	в своей книге	1	1
63	тот или иной	1	1
64	столь характерной для	1	1
65	на точку зрения	1	1
66	сам по себе	1	1
67	речь может быть	1	1
68	бы то ни	1	1
69	не имеет никакого	1	1
70	только то что	1	1
71	вместо того чтобы	1	1
72	об этом в	1	1
73	было бы привести	2	1
74	точно так же	3	1
75	если бы к	1	1
76	на первом месте	1	1
77	что все это	1	1
78	зависит не только	1	1
79	и вовсе не	2	1
80	только для того	1	1
81	в том случае	2	1
82	и то что	1	1
83	и в частности	1	1
84	в таких случаях	2	1
85	все же и	2	1
86	не в том	1	1
87	сами по себе	1	1
88	в данный момент	1	1
89	то ни было	1	1
90	мы не знаем	1	1
91	наблюдений над языком	1	1
92	мы видели выше	1	1
93	предисловии к книге	1	1
94	прежде всего что	1	1
95	не могут быть	1	1
96	до некоторой степени	2	1
97	точки зрения а	1	1
98	именно это и	1	1
99	приводит к тому	1	1
100	все более и	1	1
101	дело не в	2	1
102	это все же	1	1
103	для нас особенно	1	1
104	ответ на этот	1	1
105	с другой стороны	7	1
106	так же как	2	1
107	да и по	1	1
108	это действительно так	1	1
109	в совершенно ином	1	1
110	и до некоторой	1	1
111	что же это	1	1
112	по себе не	2	1
113	на ту же	1	1
114	то обстоятельство что	7	1
115	еще с одной	1	1
116	в сущности и	1	1
117	том случае если	2	1
118	был бы вполне	1	1
119	он был бы	1	1
120	связи с этим	1	1
121	ничего общего с	1	1
122	с самого начала	1	1
123	более и более	1	1
124	по его мнению	1	1
125	еще один пример	1	1
126	несмотря на все	1	1
127	можно сказать что	2	1
128	но что же	1	1
129	я не хочу	1	1
130	случае если бы	1	1
131	только в том	2	1
132	то же что	1	1
133	после того как	1	1
134	в том смысле	1	1
135	вовсе не следует	1	1
136	в буквальном смысле	1	1
137	не только от	1	1
138	в известном смысле	1	1
139	с помощью этого	1	1
140	как и в	1	1
141	к тому же	1	1
142	показать что в	1	1
143	как мы видели	1	1
144	в свое время	2	1
