N	2gram	Bakhtin_Pr_5	Problemy
1	из подполья	35	36
2	и в	35	34
3	и не	27	29
4	как бы	31	27
5	что он	24	23
6	в его	21	22
7	к другому	16	20
8	в нем	16	19
9	может быть	14	19
10	не может	18	19
11	и все	15	19
12	как и	18	18
13	о себе	17	18
14	себе самому	18	18
15	к себе	18	17
16	в этом	14	16
17	но в	19	16
18	и его	14	16
19	все это	14	16
20	внутреннего диалога	13	15
21	он не	13	15
22	и с	12	15
23	что я	13	15
24	прежде всего	12	15
25	то же	15	14
26	с самим	15	14
27	к нему	13	14
28	самом деле	10	13
29	человека из	13	13
30	для него	14	13
31	у достоевского	12	13
32	с лазейкой	12	12
33	по замыслу	11	12
34	и к	12	12
35	в то	11	12
36	же время	10	12
37	потому что	8	12
38	но и	14	12
39	на самом	9	11
40	в сущности	14	11
41	вовсе не	7	11
42	с другим	13	11
43	себя самого	7	11
44	внутренний диалог	10	11
45	то что	10	11
46	не только	10	10
47	слова и	11	10
48	а я	10	10
49	самим собою	9	9
50	не в	10	9
51	в отношении	9	9
52	героя и	10	9
53	а не	4	9
54	в двойнике	10	8
55	с самого	8	8
56	самого начала	8	8
57	никогда не	4	8
58	в речах	6	8
59	с ним	7	8
60	в другом	12	8
61	в самом	6	8
62	себя и	8	8
63	так же	7	8
64	что же	7	8
65	рассказа в	10	8
66	и слово	8	8
67	о мире	8	8
68	и для	8	8
69	точки зрения	7	8
70	слово о	7	7
71	я не	8	7
72	к герою	8	7
73	замыслу достоевского	7	7
74	знает и	5	7
75	на него	5	7
76	как будто	4	7
77	я сам	7	7
78	как мы	8	7
79	настасьи филипповны	7	7
80	человек из	7	7
81	слова в	6	7
82	и даже	5	7
83	что не	4	7
84	с которым	4	7
85	там где	7	7
86	этого слова	5	7
87	все же	8	7
88	отношении к	7	7
89	не ты	8	7
90	что в	6	7
91	мы уже	8	6
92	и на	6	6
93	с его	7	6
94	с собою	5	6
95	отношение к	6	6
96	что они	6	6
97	своему предмету	7	6
98	в пределах	11	6
99	что у	6	6
100	в плане	6	6
101	самим собой	7	6
102	я все	5	6
103	от себя	5	6
104	я вас	5	6
105	у меня	6	6
106	для себя	7	6
107	не хочу	4	6
108	так и	8	6
109	слово с	6	6
110	в себе	5	6
111	только в	6	6
112	стремится к	6	6
113	от него	6	6
114	с ними	5	6
115	не знает	6	6
116	которым он	4	6
117	отношению к	7	6
118	на них	7	5
119	он сам	6	5
120	в чем	4	5
121	во внутренний	5	5
122	по отношению	6	5
123	вы думаете	4	5
124	чужого слова	6	5
125	и наконец	7	5
126	и у	4	5
127	что это	4	5
128	в целом	3	5
129	в диалоге	3	5
130	и вот	4	5
131	и своему	6	5
132	но все	4	5
133	я вам	5	5
134	лишь в	7	5
135	на протяжении	5	5
136	с тем	3	5
137	в слове	6	5
138	он и	5	5
139	не мог	3	5
140	я ведь	4	5
141	двух голосов	4	5
142	нему и	4	5
143	в конце	5	5
144	даже в	5	5
145	это слово	4	5
146	диалог ивана	5	5
147	таким образом	7	5
148	к тому	6	5
149	настасья филипповна	5	5
150	второй голос	9	5
151	себе самом	5	5
152	и сам	7	5
153	я теперь	5	5
154	в голосе	4	5
155	это я	3	5
156	и что	6	5
157	в исповеди	5	5
158	что и	3	5
159	это не	3	5
160	все время	4	5
161	того что	3	5
162	обращаться к	5	5
163	и так	4	5
164	так что	5	5
165	из них	3	5
166	творчестве достоевского	7	5
167	всяком случае	4	5
168	в одном	6	5
169	себе и	7	5
170	ну так	4	5
171	когда я	5	5
172	к своему	5	5
173	другого человека	3	5
174	дело идет	3	5
175	и от	3	5
176	ни одного	9	5
177	мы должны	3	5
178	хотя бы	2	5
179	самому и	5	5
180	а в	7	5
181	что ты	4	5
182	героя в	5	5
183	во всяком	4	5
184	полемика с	4	4
185	я человек	4	4
186	пробиться к	4	4
187	до убийства	1	4
188	из его	2	4
189	с таким	2	4
190	смерти отца	2	4
191	он как	4	4
192	собою и	1	4
193	еще не	7	4
194	бы то	3	4
195	но не	6	4
196	но как	4	4
197	как в	5	4
198	как другой	4	4
199	героев достоевского	3	4
200	над собой	4	4
201	бы и	2	4
202	другого как	2	4
203	он в	4	4
204	все эти	3	4
205	но на	4	4
206	на его	4	4
207	при этом	2	4
208	внутренней речи	5	4
209	в диалогах	4	4
210	на этом	2	4
211	он старается	4	4
212	ни был	2	4
213	последнее слово	4	4
214	то ни	3	4
215	что все	2	4
216	в мире	4	4
217	его в	4	4
218	с другими	2	4
219	этом смысле	3	4
220	и утверждения	4	4
221	переходим к	4	4
222	ни в	2	4
223	рядом с	4	4
224	и вы	2	4
225	все равно	2	4
226	его слово	4	4
227	перебои в	1	4
228	с точки	2	4
229	все и	4	4
230	его отношение	4	4
231	но это	6	4
232	друг другу	4	4
233	ли я	4	4
234	меня не	4	4
235	слово без	4	4
236	он с	6	4
237	ничего не	3	4
238	со смердяковым	4	4
239	он хочет	4	4
240	как раз	4	4
241	стиль и	4	4
242	его внутренней	4	4
243	его с	5	4
244	с алешей	3	4
245	тебе это	4	4
246	и это	5	4
247	свое слово	4	4
248	внутреннюю речь	4	4
249	дурной бесконечности	3	4
250	если бы	1	4
251	а впрочем	4	4
252	он говорил	4	4
253	герой из	4	4
254	на вопрос	2	4
255	его мысль	4	4
256	тотчас же	4	4
257	он боится	4	4
258	и прежде	4	4
259	внутреннему диалогу	3	4
260	диалога с	3	4
261	и кажется	2	4
262	думаете что	3	4
263	только на	4	4
264	в виде	7	4
265	в начале	3	4
266	не принимает	4	4
267	в общем	3	4
268	так как	4	4
269	не о	4	4
270	у него	4	4
271	на меня	6	4
272	протяжении всего	4	4
273	даже и	3	4
274	с другой	4	4
275	с гимнами	3	4
276	тем что	4	4
277	зубной боли	4	4
278	человека как	2	4
279	вместе с	2	4
280	слова о	4	4
281	и голос	5	4
282	мы остановимся	3	4
283	да и	5	4
