N	2gram	Bakhtin_Pr_1	Mirosoze
1	может быть	26	30
2	не только	9	29
3	и в	38	28
4	не может	27	28
5	но и	9	25
6	а не	5	25
7	он не	3	24
8	в этом	15	20
9	не было	2	18
10	не в	7	16
11	в ней	4	15
12	в своей	7	15
13	человека и	1	14
14	и есть	2	14
15	никогда не	5	14
16	до конца	1	14
17	человека в	2	13
18	в нем	15	13
19	и он	2	12
20	и это	3	12
21	в самом	7	11
22	для него	1	11
23	и не	42	11
24	из подполья	1	10
25	в своем	5	10
26	в творчестве	1	10
27	было бы	8	10
28	что в	7	10
29	в мире	3	10
30	прежде всего	13	10
31	что он	2	10
32	был бы	1	10
33	и потому	4	10
34	и все	3	10
35	с тем	1	9
36	но он	1	9
37	и его	16	9
38	не есть	6	9
39	в его	43	9
40	есть лишь	3	9
41	человек в	2	9
42	в котором	2	8
43	но не	12	8
44	ивана карамазова	2	7
45	менее всего	3	7
46	но в	4	7
47	в себе	4	7
48	в самой	2	7
49	к нему	10	7
50	того что	2	7
51	образ человека	1	7
52	должна быть	4	6
53	и на	3	6
54	в которой	1	6
55	лишь в	2	6
56	в этой	1	6
57	только в	13	6
58	вместе с	1	6
59	все это	3	6
60	в том	8	6
61	нет и	3	5
62	если он	1	5
63	от нее	1	5
64	это не	5	5
65	как и	7	5
66	что есть	1	5
67	у нас	2	5
68	не могут	2	5
69	то что	8	5
70	и я	1	5
71	мира и	1	5
72	смысле слова	2	4
73	отношения к	6	4
74	это и	1	4
75	есть не	2	4
76	отношение к	10	4
77	за пределы	12	4
78	не к	6	4
79	не как	1	4
80	в них	5	4
81	в этих	2	4
82	точки зрения	8	4
83	в их	10	4
84	в которых	1	4
85	человека но	1	4
86	к концу	1	4
87	она не	2	4
88	мог бы	1	4
89	что и	2	4
90	уже не	1	4
91	есть уже	1	4
92	ни с	2	4
93	творчестве достоевского	1	4
94	а в	6	4
95	тем что	2	4
96	нет в	1	4
97	свободе и	1	4
98	от него	3	4
99	не знает	3	4
100	его не	2	3
101	с его	2	3
102	бы и	1	3
103	на том	1	3
104	и вот	1	3
105	на этом	2	3
106	и с	17	3
107	то есть	46	3
108	его в	9	3
109	для них	1	3
110	мир в	2	3
111	том что	3	3
112	но если	1	3
113	не имеет	9	3
114	ничего не	6	3
115	в момент	1	3
116	к тому	1	3
117	в ее	4	3
118	особенно в	2	3
119	начинается в	1	3
120	в него	2	3
121	себя в	2	3
122	конечно не	5	3
123	человека а	1	3
124	себя и	3	3
125	в боге	1	3
126	в иных	3	3
127	должно быть	5	3
128	он должен	2	3
129	для нас	1	3
130	хотя бы	4	3
131	в иной	1	3
132	мы увидим	3	3
133	есть и	1	3
134	также и	3	2
135	не остается	2	2
136	проникает в	2	2
137	высшей степени	5	2
138	к чему	2	2
139	а как	3	2
140	мир не	1	2
141	вопрос о	1	2
142	который был	1	2
143	время как	1	2
144	основании что	1	2
145	в виду	4	2
146	не все	2	2
147	по отношению	21	2
148	себе и	1	2
149	человек может	1	2
150	относится к	4	2
151	в истории	2	2
152	как в	4	2
153	своем творчестве	1	2
154	все же	6	2
155	есть что-то	1	2
156	и как	8	2
157	и к	3	2
158	и у	2	2
159	все эти	5	2
160	бы не	2	2
161	приводит к	3	2
162	только один	1	2
163	вообще не	7	2
164	как он	1	2
165	если бы	3	2
166	к миру	3	2
167	в россии	2	2
168	лишь момент	3	2
169	входит в	8	2
170	на протяжении	1	2
171	которым все	1	2
172	с самим	2	2
173	и мы	1	2
174	истории и	1	2
175	ли может	1	2
176	чем в	2	2
177	которую он	1	2
178	место в	8	2
179	мысли и	1	2
180	том основании	1	2
181	сих пор	1	2
182	он живет	1	2
183	природу и	3	2
184	в то	4	2
185	в основе	5	2
186	того чтобы	2	2
187	личности в	1	2
188	есть только	2	2
189	могут быть	5	2
190	отличается от	2	2
191	его с	1	2
192	и хаос	1	2
193	него как	1	2
194	должен быть	2	2
195	отношения и	2	2
196	и от	3	2
197	то время	1	2
198	и что	2	2
199	по сравнению	1	2
200	с ним	5	2
201	о том	4	2
202	ли она	1	2
203	и во	2	2
204	своему значению	1	2
205	и те	2	2
206	человека из	1	2
207	движения в	1	2
208	человека как	2	2
209	и мир	2	2
210	нем не	1	2
211	жизни и	1	2
212	человека с	1	2
213	так называемый	2	2
