N	2gram	Bakhtin_Fr_1	Russkaja
1	не может	3	22
2	и не	22	19
3	в том	16	17
4	в этом	15	17
5	и в	65	14
6	с другом	1	14
7	друг с	1	14
8	то что	3	13
9	самим собой	1	12
10	то же	1	11
11	точки зрения	7	11
12	в то	1	10
13	же время	1	10
14	но и	10	10
15	в себе	3	9
16	не только	10	9
17	том что	6	9
18	с точки	3	9
19	может быть	6	9
20	во всяком	1	9
21	того чтобы	1	8
22	прежде всего	11	8
23	как на	1	8
24	самом деле	3	7
25	и если	1	7
26	и с	3	7
27	к тому	2	7
28	стремление к	2	7
29	о том	2	7
30	ни к	2	7
31	в своем	8	6
32	и к	4	6
33	в своих	5	6
34	и при	1	6
35	все это	9	6
36	и для	2	6
37	для того	1	6
38	что он	3	6
39	всяком случае	1	6
40	для всех	1	6
41	для него	5	6
42	на самом	6	6
43	а между	1	5
44	и на	11	5
45	во всех	9	5
46	на то	1	5
47	в нем	13	5
48	при этом	6	5
49	он не	2	5
50	было бы	1	5
51	в своей	5	5
52	никогда не	6	5
53	потому что	5	5
54	между тем	5	5
55	а потому	1	5
56	и только	1	5
57	только в	7	5
58	хотя бы	1	5
59	конечно не	1	5
60	или иной	5	5
61	до сих	4	5
62	себя и	1	5
63	из которых	1	5
64	сих пор	4	5
65	жизни в	5	5
66	смотреть на	1	4
67	но не	2	4
68	все же	6	4
69	не в	4	4
70	в этой	4	4
71	тому чтобы	1	4
72	в совершенно	1	4
73	его в	7	4
74	как и	5	4
75	в их	4	4
76	точку зрения	1	4
77	во всем	2	4
78	от того	2	4
79	не могут	3	4
80	приводит к	2	4
81	можно было	1	4
82	в его	9	4
83	так как	6	4
84	лишь к	1	4
85	со стороны	1	4
86	как бы	22	4
87	жизни и	7	4
88	что в	3	4
89	все что	1	4
90	говорить о	1	3
91	и ни	3	3
92	еще не	6	3
93	из этих	2	3
94	в самом	4	3
95	главным образом	6	3
96	был и	1	3
97	и по	2	3
98	лишь в	1	3
99	о которых	1	3
100	несмотря на	2	3
101	всех этих	8	3
102	мы говорили	1	3
103	можно ли	1	3
104	одна из	1	3
105	связи с	4	3
106	той или	5	3
107	что все	1	3
108	сводится к	1	3
109	в значительной	6	3
110	и во	3	3
111	что и	1	3
112	того что	2	3
113	одной из	1	3
114	с нею	1	3
115	в большинстве	2	3
116	из них	4	3
117	в конце	1	3
118	друг друга	3	3
119	тем что	1	3
120	именно в	1	3
121	только к	1	3
122	не было	1	3
123	и потому	10	3
124	да и	2	3
125	культуры в	4	3
126	или в	2	3
127	и как	1	3
128	все они	1	3
129	от этой	1	2
130	речь идет	1	2
131	говоря о	1	2
132	от своей	1	2
133	видеть в	2	2
134	вся она	2	2
135	из всех	2	2
136	полное и	1	2
137	в ней	6	2
138	в таком	2	2
139	время в	2	2
140	по отношению	1	2
141	не просто	3	2
142	друг от	1	2
143	с этим	1	2
144	последнее время	1	2
145	и наконец	2	2
146	но в	14	2
147	все эти	10	2
148	во многих	2	2
149	этой культуры	4	2
150	говорили в	1	2
151	культуре и	2	2
152	не к	2	2
153	и вот	2	2
154	европейской культуры	3	2
155	касается до	1	2
156	мы уже	12	2
157	на этой	3	2
158	всех народов	1	2
159	по себе	1	2
160	ведь в	1	2
161	в этих	2	2
162	во время	4	2
163	что такое	1	2
164	место в	1	2
165	и более	1	2
166	их в	2	2
167	она не	1	2
168	только для	1	2
169	в таких	2	2
170	что с	1	2
171	принадлежат к	1	2
172	в мировоззрении	1	2
173	для нас	4	2
174	у него	1	2
175	следовательно и	1	2
176	людей и	1	2
177	в области	7	2
178	к себе	2	2
179	отличается от	1	2
180	от друга	1	2
181	значительной мере	2	2
182	культуры и	8	2
183	с самим	1	2
184	это только	1	2
185	и деятельности	1	2
186	некоторых из	1	2
187	настоящее время	1	2
188	они принадлежат	1	2
189	вне всякой	1	2
190	работа по	1	2
191	от него	2	2
192	к нему	3	2
193	это в	4	2
194	вся эта	3	2
195	отметить что	2	2
196	этот вопрос	2	2
197	совершенно не	4	2
198	бы ни	2	2
199	уже не	3	2
200	только на	2	2
201	в начале	1	2
202	его и	1	2
203	разных сторон	1	2
204	не о	1	2
205	в других	3	2
206	даже и	3	2
207	и даже	8	2
208	в некоторых	2	2
209	у других	2	2
210	а не	1	2
211	большинстве случаев	2	2
212	в частности	5	2
213	в течение	1	2
214	отношения к	2	2
215	есть и	1	2
216	этого вида	1	2
217	но это	3	2
218	от нас	1	2
219	но для	3	2
220	остается в	1	2
221	и от	2	2
222	не подлежит	2	2
223	в результате	1	2
224	в настоящее	1	2
225	с ним	3	2
226	отношении к	1	2
227	на это	1	2
228	индивидуальным и	1	2
229	тем самым	1	2
230	и действительно	1	1
231	тех же	1	1
232	это и	1	1
233	на деле	1	1
234	смотрит на	1	1
235	их и	1	1
236	на тех	2	1
237	от всякой	1	1
238	мы не	1	1
239	и ничего	1	1
240	же то	1	1
241	у себя	1	1
242	к новой	1	1
243	на эти	1	1
244	не была	2	1
245	и дать	1	1
246	в сущности	16	1
247	они были	6	1
248	с исторической	1	1
249	которое в	2	1
250	при переходе	1	1
251	чуждые ему	1	1
252	без всякого	1	1
253	и видеть	1	1
254	разумеется не	1	1
255	он был	2	1
256	на них	2	1
257	совершенно иных	1	1
258	в область	1	1
259	к этому	1	1
260	но как	3	1
261	значение и	2	1
262	есть по	1	1
263	в общем	4	1
264	себя вне	1	1
265	и оценку	1	1
266	которые не	1	1
267	воплощение в	1	1
268	в постоянном	1	1
269	которой они	1	1
270	что касается	1	1
271	в полном	1	1
272	что по	1	1
273	имеет в	1	1
274	силе и	1	1
275	и стремления	1	1
276	от этого	1	1
277	тон и	1	1
278	и конечно	1	1
279	еще на	1	1
280	в которой	1	1
281	то и	1	1
282	им в	1	1
283	тому же	1	1
284	но на	3	1
285	освобождению от	1	1
286	говоря только	1	1
287	он всегда	1	1
288	вообще не	1	1
289	на его	2	1
290	не могла	1	1
291	этих веков	2	1
292	о которой	1	1
293	чтобы они	1	1
294	они в	2	1
295	же это	1	1
296	три вида	1	1
297	но дело	1	1
298	так например	2	1
299	но все	3	1
300	это конечно	1	1
301	значительной степени	2	1
302	время эти	1	1
303	здесь мы	1	1
304	могла бы	1	1
305	тем в	1	1
306	об этом	1	1
307	всего необходимо	1	1
308	момент и	1	1
309	то есть	45	1
310	в будущее	1	1
311	или даже	2	1
312	всех областях	1	1
313	входит в	4	1
314	мира сего	1	1
315	это не	3	1
316	остановиться на	1	1
317	самым он	1	1
318	в жизни	4	1
319	это положение	1	1
320	но вся	2	1
321	она и	1	1
322	культуры к	2	1
323	в общей	1	1
324	его было	1	1
325	зрения этих	1	1
326	всегда и	2	1
327	живое целое	1	1
328	друга в	1	1
329	жизни но	2	1
330	нет и	2	1
331	еще одну	1	1
332	такой же	1	1
333	на первый	1	1
334	от своего	2	1
335	и культуры	1	1
336	свою сущность	1	1
337	и без	2	1
338	от чисто	2	1
339	чуждый и	1	1
340	бы к	1	1
341	древних греков	1	1
342	просто в	1	1
343	никакому сомнению	1	1
344	наиболее полное	1	1
345	и занимать	1	1
