N	3gram	Propp_Isto_4	Problema
1	тем не менее	2	10
2	содержит в себе	2	8
3	то же самое	2	6
4	с другой стороны	4	6
5	в данном случае	3	5
6	здесь перед нами	1	5
7	не только в	2	4
8	точно так же	5	3
9	вместе с тем	1	3
10	в зависимости от	1	3
11	в связи с	2	3
12	о том что	2	3
13	и т д	24	3
14	более высокую ступень	1	2
15	потому что он	1	2
16	что иное как	3	2
17	у меня в	1	2
18	и в других	1	2
19	как будто бы	1	2
20	в другом случае	2	2
21	только при помощи	1	2
22	то время как	1	2
23	здесь мы имеем	1	2
24	в одном случае	3	2
25	есть не что	1	2
26	не что иное	3	2
27	вовсе не есть	1	2
28	в то время	1	2
29	ничего общего с	1	2
30	что в данном	1	2
31	по содержанию и	1	1
32	и может быть	1	1
33	но все же	4	1
34	на том что	1	1
35	мы здесь имеем	1	1
36	мы имеем в	2	1
37	между прочим и	1	1
38	но это только	1	1
39	как это мы	1	1
40	о том как	1	1
41	не есть нечто	1	1
42	совершенно то же	1	1
43	же как и	4	1
44	которые находятся в	1	1
45	по сравнению с	3	1
46	себя не только	1	1
47	дело вовсе не	1	1
48	и не может	1	1
49	что он не	1	1
50	таким образом к	1	1
51	не говорится но	1	1
52	совершенно ясно что	1	1
53	за то что	1	1
54	не менее он	1	1
55	отметить то что	1	1
56	и даже в	1	1
57	в основе своей	1	1
58	одно и то	1	1
59	и тем что	1	1
60	до сих пор	5	1
61	и то что	5	1
62	все эти черты	1	1
63	так же как	12	1
64	если бы мы	1	1
65	то что есть	1	1
66	даже если бы	1	1
67	в том как	1	1
68	отсюда видно что	1	1
69	т д мы	2	1
70	так и с	1	1
71	а не просто	1	1
72	не в том	1	1
73	не случайно и	1	1
74	он пел и	1	1
75	не говорит о	1	1
76	хотя бы на	1	1
77	том что они	1	1
78	в том числе	1	1
79	а в другом	1	1
80	но так как	1	1
81	об этом мы	1	1
82	мы видим и	1	1
83	так и в	2	1
84	и вместе с	1	1
85	религии но и	1	1
86	это и есть	1	1
87	но в одном	1	1
88	и тем самым	1	1
89	и не хотел	1	1
90	ничего не говорит	1	1
91	имеет в качестве	1	1
92	на то что	3	1
93	содержанию и по	1	1
94	к тому что	1	1
95	был связан с	1	1
96	как и в	1	1
97	перед нами действительно	1	1
