N	2gram	Tiupa_Anal_2	Dialekti
1	не есть	2	54
2	т е	2	48
3	и не	12	27
4	а не	10	26
5	точки зрения	4	25
6	и т	1	24
7	и в	16	24
8	не только	16	23
9	по себе	2	20
10	не может	4	19
11	ничего не	9	17
12	и что	1	15
13	что все	2	14
14	с точки	2	14
15	то что	7	14
16	в таком	2	14
17	таким образом	2	13
18	вовсе не	2	13
19	может быть	6	13
20	и даже	9	13
21	того что	2	12
22	не менее	4	11
23	не имеет	2	11
24	что же	1	11
25	таком случае	2	10
26	в сущности	4	10
27	отнюдь не	8	10
28	тем не	3	10
29	только не	4	10
30	есть не	1	9
31	что она	2	9
32	ни в	1	9
33	стало быть	2	9
34	но и	12	9
35	в этом	18	8
36	и как	1	8
37	отличается от	1	8
38	так что	3	8
39	прежде всего	3	8
40	том что	12	8
41	если же	1	8
42	в самом	6	7
43	как и	14	7
44	никогда не	3	7
45	как раз	4	7
46	потому что	1	7
47	в виду	1	7
48	только на	3	7
49	что в	2	7
50	самом деле	1	6
51	что иное	1	6
52	я не	1	6
53	иное как	1	6
54	то же	4	6
55	об этом	1	6
56	превращается в	2	6
57	если бы	3	6
58	что и	3	6
59	о том	7	6
60	так как	1	6
61	даже не	1	6
62	и все	3	6
63	все это	4	6
64	но если	1	6
65	не что	1	6
66	есть то	1	6
67	что его	1	5
68	хотя и	4	5
69	и к	5	5
70	он не	2	5
71	по крайней	3	5
72	одно и	1	5
73	так и	15	5
74	было бы	3	5
75	в них	1	5
76	и тогда	1	5
77	в том	12	5
78	в то	2	5
79	тогда когда	1	5
80	и сама	1	5
81	и его	4	5
82	только в	4	5
83	уже не	4	5
84	одно из	2	5
85	крайней мере	3	5
86	как это	6	5
87	с этой	1	5
88	но это	1	5
89	или нет	1	5
90	личности и	2	5
91	как на	1	5
92	и то	3	4
93	и больше	1	4
94	говорить о	6	4
95	в чем	1	4
96	и мира	1	4
97	сама по	1	4
98	субъекта и	1	4
99	подобно тому	3	4
100	собственно говоря	2	4
101	это не	1	4
102	от себя	1	4
103	тому что	1	4
104	как о	3	4
105	но только	1	4
106	жизнь и	1	4
107	о нем	1	4
108	к тому	7	4
109	с другой	6	4
110	для него	4	4
111	или иной	3	4
112	говорит о	5	4
113	у нас	1	4
114	так же	2	4
115	тому как	3	4
116	хотя бы	1	4
117	только что	1	4
118	сказать что	2	4
119	была бы	2	3
120	мы уже	1	3
121	той же	2	3
122	но даже	1	3
123	и на	6	3
124	и всякий	1	3
125	при условии	1	3
126	за пределы	4	3
127	и я	2	3
128	мере в	1	3
129	в своем	4	3
130	перед нами	1	3
131	все эти	1	3
132	тем более	1	3
133	на то	2	3
134	в нем	1	3
135	в силу	1	3
136	того или	3	3
137	он и	2	3
138	имеется в	1	3
139	миф о	1	3
140	не в	4	3
141	особого рода	2	3
142	миф и	2	3
143	раз и	1	3
144	тем самым	4	3
145	она не	2	3
146	одна из	1	3
147	на себя	5	3
148	же время	2	3
149	уже и	2	3
150	а мы	1	3
151	должны быть	1	3
152	и о	1	3
153	это было	2	3
154	к нему	1	3
155	и ее	1	3
156	с одной	5	3
157	есть в	3	3
158	то и	1	3
159	из них	3	3
160	сами по	1	3
161	не говорит	1	3
162	тем что	3	3
163	может ли	2	3
164	его как	2	3
165	ни о	3	3
166	одной стороны	4	3
167	как бы	10	3
168	если не	1	3
169	ни к	1	3
170	ибо и	1	3
171	не знает	3	3
172	понимать как	1	3
173	все что	2	3
174	я и	3	2
175	также и	1	2
176	в частности	16	2
177	как миф	1	2
178	в первом	1	2
179	исходит из	1	2
180	его не	1	2
181	из того	1	2
182	и он	2	2
183	еще не	2	2
184	с его	1	2
185	но не	4	2
186	и уж	1	2
187	но в	6	2
188	из этих	1	2
189	в себе	7	2
190	тому же	4	2
191	но на	1	2
192	и если	3	2
193	вообще не	2	2
194	при этом	10	2
195	и по	1	2
196	на этом	4	2
197	объект и	1	2
198	а когда	1	2
199	ко второму	1	2
200	обе стороны	1	2
201	только одно	1	2
202	все равно	1	2
203	этого не	1	2
204	несмотря на	3	2
205	же самый	1	2
206	она была	1	2
207	от своего	2	2
208	в их	3	2
209	и эти	1	2
210	что этот	1	2
211	во-первых это	1	2
212	явления как	1	2
213	на котором	2	2
214	того и	2	2
215	только и	1	2
216	и является	4	2
217	не вполне	1	2
218	у меня	1	2
219	личности в	1	2
220	его внутренней	1	2
221	могут быть	10	2
222	той или	3	2
223	для себя	1	2
224	как мы	3	2
225	и сами	1	2
226	с первым	1	2
227	нас к	2	2
228	и смерть	2	2
229	и здесь	1	2
230	никак не	2	2
231	и во	2	2
232	грань между	2	2
233	в его	2	2
234	на словах	1	2
235	в третий	1	2
236	ли будет	1	2
237	не мешает	1	2
238	и тем	4	2
239	себя в	2	2
240	же и	1	2
241	же в	1	2
242	нового времени	1	2
243	ведь это	2	2
244	не о	2	2
245	у него	4	2
246	так или	1	2
247	со стороны	3	2
248	или иначе	1	2
249	именно в	3	2
250	еще и	1	2
251	своего собственного	2	2
252	но о	1	2
253	себя и	1	2
254	только к	1	2
255	быть только	1	2
256	зависит от	1	2
257	однако не	1	2
258	и потому	1	2
259	в данном	8	2
260	по существу	2	2
261	тех или	2	2
262	и для	2	2
263	или в	3	2
264	себя самого	1	2
265	для нас	1	2
266	бы в	3	2
267	зрения в	1	2
268	а в	3	2
269	может и	1	2
270	слово в	1	2
271	другой стороны	2	2
272	совершенно не	1	2
273	по одному	1	2
274	о себе	2	2
275	или иного	3	2
276	из этого	1	2
277	точно так	1	2
278	к этой	1	2
279	ее в	1	2
280	который не	1	2
281	этой точки	1	2
282	может или	1	1
283	еще ряд	1	1
284	этого в	1	1
285	речь идет	2	1
286	в применении	1	1
287	отношения к	2	1
288	зависимость от	1	1
289	реальность но	1	1
290	этом отношении	3	1
291	сил и	1	1
292	к понятию	1	1
293	идет о	1	1
294	в приведенном	1	1
295	к другому	1	1
296	по преимуществу	4	1
297	можно лишь	1	1
298	ведь и	2	1
299	едва ли	3	1
300	и за	3	1
301	по его	1	1
302	а как	2	1
303	мифа о	1	1
304	и себя	1	1
305	на первом	1	1
