N	2gram	Vygotskiy__1	Otkroven
1	у него	4	22
2	и в	31	19
3	но и	2	13
4	и не	16	13
5	в этом	12	12
6	человека в	1	11
7	не в	11	11
8	не только	13	11
9	может быть	22	11
10	а не	13	11
11	человека и	2	10
12	вопрос о	3	10
13	в нем	2	10
14	и все	5	10
15	прежде всего	4	9
16	не было	3	9
17	никогда не	8	9
18	потому что	10	9
19	в его	6	7
20	человек не	1	7
21	он не	3	7
22	до конца	6	7
23	от него	2	7
24	как и	16	6
25	все это	8	6
26	отношение к	2	5
27	в том	30	5
28	в самом	11	5
29	в этой	3	5
30	для него	1	5
31	в творчестве	1	5
32	него в	2	5
33	о его	1	5
34	а в	6	5
35	то что	32	5
36	человеку и	1	5
37	с его	1	4
38	все в	1	4
39	его мысли	1	4
40	не может	17	4
41	т е	3	4
42	того чтобы	7	4
43	и его	7	4
44	что в	23	4
45	только и	1	4
46	и есть	5	3
47	различие между	4	3
48	быть может	1	3
49	о том	7	3
50	еще не	1	3
51	к нему	2	3
52	было бы	6	3
53	того что	10	3
54	когда он	2	3
55	что он	7	3
56	и ее	1	3
57	в себе	4	3
58	и вот	3	3
59	не могут	3	3
60	для того	6	3
61	что человек	1	3
62	это не	1	3
63	никто не	1	3
64	мысли и	2	3
65	природы но	1	3
66	могут быть	11	3
67	как бы	5	3
68	с ним	2	3
69	и от	2	3
70	в этих	4	3
71	хотя бы	1	3
72	в своих	4	3
73	все что	3	3
74	и с	2	2
75	те которые	1	2
76	и то	2	2
77	в ее	5	2
78	мысль о	1	2
79	от самого	1	2
80	что у	3	2
81	так и	3	2
82	его не	2	2
83	и о	4	2
84	по себе	9	2
85	вместо того	1	2
86	и на	1	2
87	совсем не	3	2
88	что и	13	2
89	что они	2	2
90	ивана и	1	2
91	как к	2	2
92	в своем	3	2
93	и нет	1	2
94	все же	5	2
95	и к	3	2
96	и потому	2	2
97	при чтении	1	2
98	в которой	4	2
99	учение о	1	2
100	так что	5	2
101	уже в	3	2
102	что для	2	2
103	одно из	2	2
104	же это	1	2
105	так как	18	2
106	в других	1	2
107	этом он	1	2
108	и из	1	2
109	его в	2	2
110	сказать что	7	2
111	с тем	3	2
112	и очень	2	2
113	но никогда	1	2
114	чем в	1	2
115	личности и	1	2
116	должно быть	1	2
117	подойти к	2	2
118	том что	16	2
119	что есть	2	2
120	для всякого	1	2
121	к этому	4	2
122	что же	2	2
123	и там	2	2
124	не могли	1	2
125	можно ли	2	2
126	с которой	1	2
127	и для	5	2
128	ничего не	2	2
129	всего и	1	2
130	не есть	3	2
131	жизни в	1	2
132	в своей	3	2
133	что все	3	2
134	отношений это	1	2
135	к этой	2	2
136	хотя и	3	2
137	все еще	1	2
138	но в	3	2
139	всегда в	1	1
140	обществе и	1	1
141	смысле слова	3	1
142	и это	3	1
143	например в	3	1
144	можно и	1	1
145	и действительно	1	1
146	связана с	1	1
147	в виду	4	1
148	на нем	1	1
149	не могу	1	1
150	есть самая	1	1
151	на самом	2	1
152	могут и	1	1
153	характер и	1	1
154	тем же	3	1
155	нет никакой	3	1
156	из самых	1	1
157	когда человек	1	1
158	в силе	1	1
159	должна быть	3	1
160	и больше	1	1
161	и когда	3	1
162	к чему	2	1
163	из всех	2	1
164	есть не	2	1
165	собой в	1	1
166	из которой	1	1
167	мы не	12	1
168	том как	1	1
169	ту же	2	1
170	по сравнению	1	1
171	в первый	1	1
172	если бы	6	1
173	в эпоху	1	1
174	линий и	1	1
175	в сущности	10	1
176	находится в	1	1
177	о нем	1	1
178	люди с	1	1
179	о границах	1	1
180	но к	3	1
181	и был	1	1
182	в ней	1	1
183	на примере	3	1
184	и что	8	1
185	в глаза	1	1
186	его жизни	1	1
187	почему же	1	1
188	там и	1	1
189	самому себе	2	1
190	самом деле	9	1
191	но ничего	1	1
192	но не	3	1
193	то он	1	1
194	и всякий	2	1
195	сравнению с	1	1
196	к творчеству	1	1
197	нуждается в	3	1
198	отметить что	2	1
199	из противоречий	1	1
200	и чем	1	1
201	вообще и	1	1
202	же вопрос	1	1
203	все время	4	1
204	человека как	1	1
205	он хотел	1	1
206	в центре	1	1
207	в одной	3	1
208	как в	9	1
209	и мир	1	1
210	друг к	1	1
211	что как	1	1
212	бросается в	1	1
213	как например	2	1
214	в частности	3	1
215	один из	4	1
216	на человека	1	1
217	что только	2	1
218	и как	2	1
219	с ними	1	1
220	духа и	1	1
221	к загадке	1	1
222	психологии и	3	1
223	то в	1	1
224	за собой	1	1
225	свой особый	3	1
226	который в	3	1
227	бы и	2	1
228	что это	6	1
229	представляет собой	2	1
230	есть для	2	1
231	не оставляет	1	1
232	со всеми	4	1
233	думать что	1	1
234	его менее	1	1
235	же и	1	1
236	с их	1	1
237	не таков	1	1
238	только один	1	1
239	уже не	2	1
240	на то	10	1
241	а вовсе	1	1
242	бы ни	2	1
243	что она	6	1
244	на этих	1	1
245	этой науке	1	1
246	и других	3	1
247	из них	2	1
248	его и	3	1
249	был бы	5	1
250	он должен	1	1
251	к одному	1	1
252	цели и	1	1
253	что нужно	1	1
254	человека не	3	1
255	в силу	3	1
256	в корне	1	1
257	в одном	2	1
258	вовсе не	6	1
259	само по	5	1
260	состоит чтобы	1	1
261	показал что	1	1
262	людей и	1	1
263	этом отношении	2	1
264	что красота	1	1
265	от того	3	1
266	размеренной и	1	1
267	в каждом	3	1
268	привела в	1	1
269	это движение	1	1
270	и характер	2	1
271	в совершенно	4	1
272	том случае	2	1
273	там это	1	1
274	и даже	6	1
275	со стороны	4	1
276	к другу	1	1
277	для художника	1	1
278	как у	1	1
279	заключается в	7	1
280	чтобы все	1	1
281	подходит к	1	1
282	а самая	1	1
283	совершенно ином	1	1
284	а это	1	1
285	действующих лиц	1	1
286	главное в	1	1
287	во внешней	1	1
288	в жизни	2	1
289	в это	1	1
290	говорит о	2	1
291	и пр	1	1
292	в них	2	1
293	этого слова	4	1
294	она и	1	1
295	а с	1	1
296	на этот	1	1
297	и самый	1	1
298	и переживает	1	1
299	всегда и	1	1
300	о чем	2	1
301	ведет к	1	1
302	в мире	1	1
303	и тогда	2	1
304	над его	1	1
305	под влиянием	3	1
306	но почему	1	1
307	в пренебрежении	1	1
308	я хочу	1	1
309	не так	1	1
310	места в	1	1
311	лишь через	1	1
312	художественного творчества	6	1
313	его как	1	1
314	всякого кто	1	1
315	и без	2	1
316	как это	4	1
317	в котором	4	1
318	и почему	1	1
319	оказывается что	5	1
320	ним может	1	1
321	что говорит	1	1
322	остается и	1	1
323	он говорит	1	1
324	одном из	2	1
325	смысле этого	2	1
326	это есть	5	1
327	над ними	1	1
328	тех которые	1	1
329	образ и	2	1
330	всяком случае	6	1
331	и более	1	1
332	в конце	3	1
333	человеческой психики	1	1
334	а потому	3	1
335	это вопрос	1	1
336	его творчество	1	1
337	людей а	1	1
338	и здесь	2	1
339	но это	3	1
340	оба они	1	1
341	природу и	1	1
342	но у	1	1
343	чтобы иметь	1	1
344	отличается от	2	1
345	она не	5	1
346	начинает с	2	1
347	мысли в	3	1
348	дело в	1	1
349	того как	1	1
350	одна из	4	1
351	на два	2	1
352	одну его	1	1
353	в науке	2	1
354	она должна	2	1
355	со всей	1	1
356	в процессе	5	1
357	существует между	1	1
358	в нас	2	1
359	он указывает	1	1
360	не существует	2	1
361	может служить	1	1
362	быть сопоставлены	1	1
363	ее и	2	1
364	бы в	2	1
365	говорит в	1	1
366	для его	1	1
367	природу человека	1	1
368	в русском	2	1
369	во всем	3	1
370	вот что	2	1
371	в сознании	2	1
372	природа человека	2	1
373	заключает в	1	1
374	как будто	5	1
375	своего творчества	1	1
376	не откажется	1	1
377	это от	1	1
378	не потому	1	1
379	это все	3	1
380	перед ним	1	1
381	есть у	1	1
382	у нас	4	1
383	не быть	2	1
384	была бы	1	1
385	нужно прежде	1	1
386	от всех	3	1
387	совершенно не	5	1
388	не той	1	1
389	для нашего	1	1
390	и заключается	1	1
391	и русского	1	1
392	та же	3	1
393	особенно в	1	1
394	людей но	1	1
395	и состоит	2	1
396	его с	1	1
397	жизни и	3	1
398	будто бы	2	1
399	во всяком	8	1
400	указывает на	4	1
401	случае если	1	1
402	они и	1	1
403	от образа	1	1
404	он никогда	1	1
