N	4gram	Losev_Prob_4	Dialekti
1	не что иное как	2	8
2	есть не что иное	2	5
3	или по крайней мере	2	3
4	и т д и	1	3
5	не говоря уже о	1	3
6	ни в коем случае	3	2
7	д и т д	1	2
8	не имеет ничего общего	2	2
9	в коем случае не	1	2
10	и в то же	1	2
11	ничего не говорит о	1	2
12	с этой точки зрения	1	2
13	имеет ничего общего с	1	2
14	т д и т	1	2
15	и тем не менее	3	1
16	а это значит что	2	1
17	мы должны сказать что	1	1
18	на самом же деле	2	1
19	различить и противопоставить все	1	1
20	случае не есть ни	1	1
21	ни в каком случае	3	1
22	смысле есть не что	1	1
23	ни в чем не	1	1
24	в этом смысле есть	1	1
25	ни в каком смысле	2	1
26	дело в том что	1	1
27	в том что они	1	1
28	это значит что и	1	1
29	вовсе не думает что	1	1
30	и есть не что	1	1
31	в каком смысле не	2	1
32	что в данном случае	1	1
33	этом смысле есть не	1	1
34	и ни в каком	1	1
35	заключается не в том	1	1
