N	4gram	Vinokur_Ku_3	Problema
1	в нашем смысле слова	1	10
2	в той или иной	2	7
3	в какой мере не	2	4
4	ни в какой мере	2	4
5	и тем не менее	3	3
6	ни в коем случае	1	3
7	не только в том	1	2
8	т д и т	1	1
9	один к другому и	1	1
10	д и т д	1	1
11	по себе еще не	1	1
12	и т д и	1	1
13	и в то же	1	1
14	не выходит за пределы	1	1
15	в том смысле что	1	1
16	и вместе с тем	1	1
17	в войне и мире	1	1
18	с этой точки зрения	1	1
19	мы должны сказать что	1	1
20	в коем случае нельзя	1	1
21	с точки зрения их	1	1
22	заключается в том что	1	1
23	нашем смысле слова и	1	1
24	не говоря уже о	2	1
25	заключается не только в	1	1
26	можно было бы сказать	3	1
