N	2gram	Bakhtin_KF_1	Istorich
1	и в	24	26
2	то что	7	16
3	не только	5	15
4	может быть	45	14
5	что в	4	14
6	но и	9	12
7	связь с	1	12
8	и пр	3	11
9	так и	2	10
10	и его	17	10
11	что он	2	10
12	все же	5	9
13	его в	5	9
14	что и	7	9
15	так как	1	9
16	и не	26	9
17	то же	5	8
18	этих случаях	1	8
19	а в	4	8
20	мы имеем	5	7
21	в этом	14	7
22	он не	6	7
23	об этом	1	7
24	как и	5	7
25	в этих	1	7
26	их в	1	7
27	как в	2	7
28	в качестве	2	7
29	превращается в	1	7
30	и то	2	6
31	еще не	4	6
32	иной мир	1	6
33	мы можем	1	6
34	могут быть	3	6
35	к нему	12	6
36	мы видим	1	6
37	потому что	2	6
38	а не	17	6
39	не может	27	6
40	вместе с	1	6
41	когда он	1	6
42	в иной	1	6
43	это и	2	5
44	мы уже	1	5
45	но не	12	5
46	и как	2	5
47	но в	5	5
48	уже не	7	5
49	и только	6	5
50	и по	1	5
51	с собой	1	5
52	но все	5	5
53	в другом	3	5
54	и с	1	5
55	это не	10	5
56	не в	12	5
57	ничего не	3	5
58	на нем	2	5
59	и здесь	7	5
60	в его	40	5
61	с ними	3	5
62	в одном	4	5
63	тем что	3	5
64	и др	1	5
65	из которых	2	5
66	мы должны	1	5
67	к этому	2	5
68	вопрос о	2	4
69	не просто	1	4
70	его на	2	4
71	в этот	1	4
72	но он	1	4
73	в своей	10	4
74	но эта	5	4
75	что этот	3	4
76	здесь не	3	4
77	о том	3	4
78	и даже	1	4
79	вовсе не	7	4
80	а по	2	4
81	все что	1	4
82	и действительно	6	3
83	только тогда	1	3
84	относится к	1	3
85	его к	2	3
86	все эти	10	3
87	одном случае	1	3
88	на то	1	3
89	на его	1	3
90	что она	1	3
91	при этом	4	3
92	он должен	1	3
93	а затем	1	3
94	должен был	1	3
95	не мог	1	3
96	том что	4	3
97	от своего	1	3
98	как это	1	3
99	что эта	2	3
100	меня не	3	3
101	не имеет	5	3
102	на волю	2	3
103	во всем	7	3
104	к себе	2	3
105	есть только	1	3
106	и он	1	3
107	она не	1	3
108	в религии	1	3
109	но мы	1	3
110	это приводит	1	3
111	в том	6	3
112	только в	16	3
113	и других	2	3
114	а именно	1	3
115	там где	5	3
116	что мы	1	3
117	в данном	2	3
118	как бы	9	3
119	или в	1	3
120	для нас	4	3
121	но это	6	3
122	только что	1	3
123	же в	1	3
124	уже нет	1	3
125	между ними	1	3
