N	4gram	Propp_Isto_6	Dialekti
1	одно и то же	1	4
2	не что иное как	1	3
3	в то время как	3	3
4	в том смысле что	1	3
5	это не значит что	1	2
6	есть не что иное	1	2
7	в том что он	1	1
8	с одной стороны и	1	1
9	и то и другое	1	1
10	а не потому что	1	1
11	о том что в	2	1
12	не потому что он	1	1
13	точно так же как	1	1
14	мы уже знаем что	2	1
15	и т д все	1	1
16	и вместе с тем	1	1
17	по мере того как	1	1
18	тем не менее в	1	1
19	и т д в	1	1
20	с другой стороны эта	1	1
21	до сих пор мы	2	1
22	в том что она	1	1
23	предстала перед нами как	1	1
24	так же как и	1	1
25	и т д мы	1	1
26	есть одно и то	1	1
27	то это значит что	1	1
28	можно ли сказать что	1	1
29	все новые и новые	1	1
