N	2gram	Potebnia_M_3	Istorich
1	что он	6	24
2	в сказке	1	21
3	и т	5	19
4	не только	21	18
5	т д	3	18
6	может быть	28	17
7	и в	30	15
8	так как	13	14
9	но и	19	14
10	так же	3	13
11	знаем что	1	12
12	что в	17	12
13	то что	18	12
14	а в	12	12
15	в этом	10	11
16	об этом	2	11
17	в этих	1	11
18	мы знаем	1	11
19	и не	15	11
20	то же	23	10
21	что они	2	10
22	его в	3	10
23	еще не	5	9
24	все же	2	9
25	с тем	7	9
26	и здесь	1	9
27	потому что	46	9
28	он не	4	8
29	связи с	2	8
30	один из	4	8
31	мы можем	3	8
32	мы видим	2	8
33	в нем	9	7
34	таким образом	14	7
35	том что	18	7
36	не в	15	7
37	ничего не	1	7
38	смерти и	1	7
39	вместе с	12	7
40	сих пор	3	7
41	мы здесь	1	6
42	то это	6	6
43	но в	1	6
44	что это	4	6
45	и что	10	6
46	в его	4	6
47	что и	13	6
48	мы уже	2	6
49	так что	7	6
50	до сих	3	6
51	как бы	3	6
52	видно что	1	6
53	в том	32	6
54	только в	21	6
55	точно так	12	6
56	и есть	3	5
57	как в	10	5
58	с этим	6	5
59	и наконец	2	5
60	что она	3	5
61	но все	2	5
62	было бы	9	5
63	этого не	3	5
64	здесь можно	1	5
65	в котором	4	5
66	на него	3	5
67	что при	3	5
68	так и	11	5
69	она не	2	5
70	к нему	3	5
71	в одном	2	5
72	прежде всего	3	5
73	а не	15	5
74	не может	6	5
75	к тому	7	5
76	что эти	1	4
77	со всех	1	4
78	увидим ниже	1	4
79	всех сторон	1	4
80	в ней	8	4
81	и на	3	4
82	только после	1	4
83	в одной	1	4
84	в себе	16	4
85	все эти	1	4
86	в этой	2	4
87	при этом	3	4
88	после этого	1	4
89	и с	2	4
90	показывает что	2	4
91	вопрос о	1	4
92	не будем	1	4
93	но он	1	4
94	того как	4	4
95	для нас	20	4
96	другими словами	1	4
97	или на	2	4
98	в другой	1	4
99	что здесь	1	4
100	с одной	7	4
101	пока не	1	4
102	его и	1	4
103	у него	2	4
104	тем что	7	4
105	связь с	3	4
106	власть над	1	4
107	а потом	1	4
108	но это	6	4
109	в область	1	4
110	мы должны	4	4
111	одной из	2	4
112	мы не	9	3
113	за морем	1	3
114	он был	1	3
115	что ее	1	3
116	когда он	1	3
117	увидим что	1	3
118	из этих	9	3
119	право на	1	3
120	в очень	1	3
121	как он	1	3
122	на то	2	3
123	и почему	2	3
124	подобно тому	2	3
125	здесь мы	1	3
126	должен был	1	3
127	хотя в	1	3
128	в их	2	3
129	выше мы	2	3
130	что этот	1	3
131	с одним	1	3
132	и его	4	3
133	встречается в	1	3
134	и это	4	3
135	так в	2	3
136	мог бы	1	3
137	по мере	4	3
138	о том	2	3
139	после того	1	3
