N	2gram	Propp_Isto_3	VeschiIm
1	не есть	1	49
2	т е	16	42
3	не может	4	33
4	не только	14	31
5	может быть	11	29
6	и не	12	28
7	и в	22	26
8	то что	7	24
9	и есть	2	23
10	это значит	1	22
11	и т	16	21
12	т д	15	20
13	а не	6	20
14	не просто	1	18
15	есть только	2	17
16	что она	5	14
17	только в	4	14
18	по себе	1	13
19	и что	2	13
20	того что	5	13
21	и то	2	12
22	есть не	1	12
23	все же	5	12
24	в себя	1	12
25	что это	1	12
26	было бы	3	12
27	и ее	3	12
28	но и	12	12
29	сказать что	3	12
30	таким образом	10	11
31	с нею	1	11
32	что же	1	11
33	то же	6	10
34	в ней	2	10
35	как бы	1	10
36	что такое	1	10
37	потому что	3	10
38	уже не	7	10
39	что мы	1	10
40	общаться с	1	9
41	и с	4	9
42	в том	9	9
43	что не	2	9
44	прежде всего	3	9
45	что иное	3	8
46	с ее	1	8
47	иное как	3	8
48	на то	1	8
49	и это	2	8
50	ничего не	6	8
51	себя и	1	8
52	но это	3	8
53	не что	3	8
54	также и	1	7
55	если она	1	7
56	в этом	17	7
57	не будет	1	7
58	его в	3	7
59	с другими	1	7
60	том что	8	7
61	в то	2	7
62	ли это	2	7
63	указывает на	1	7
64	в свете	5	7
65	и их	1	7
66	так как	7	7
67	и пр	11	7
68	другими вещами	1	7
69	совершенно не	2	7
70	есть и	5	7
71	со стороны	3	6
72	что они	8	6
73	и как	3	6
74	но в	10	6
75	есть ли	2	6
76	точки зрения	2	6
77	но если	1	6
78	с ним	1	6
79	она не	4	6
80	отличается от	1	6
81	можно было	1	6
82	ясно что	1	6
83	и только	1	6
84	а если	3	6
85	так что	5	6
86	относится к	2	6
87	то не	2	6
88	жизни и	2	6
89	что в	15	6
90	это и	1	5
91	и до	1	5
92	на себя	2	5
93	в чем	3	5
94	но не	7	5
95	есть просто	1	5
96	отнюдь не	1	5
97	чем же	1	5
98	должна быть	1	5
99	вообще не	1	5
100	это не	6	5
101	с тем	2	5
102	не в	4	5
103	тем не	5	5
104	не менее	5	5
105	одна из	2	5
106	у нас	4	5
107	свою очередь	1	5
108	в ее	1	5
109	если бы	6	5
110	для этого	1	5
111	другими словами	1	5
112	еще не	10	5
113	или не	2	5
114	с этой	1	5
115	и для	2	5
116	а в	6	5
117	в свою	4	5
118	в и	1	4
119	мы не	1	4
120	я не	3	4
121	как я	1	4
122	то это	2	4
123	нет и	1	4
124	независимо от	2	4
125	его на	2	4
126	с этим	8	4
127	в своем	2	4
128	же не	2	4
129	как и	3	4
130	с точки	1	4
131	и более	2	4
132	можно ли	3	4
133	на себе	1	4
134	и о	2	4
135	только то	1	4
136	смысле и	1	4
137	о том	3	4
138	с другой	7	4
139	что и	9	4
140	быть и	3	4
141	оно и	1	4
142	этот вопрос	2	4
143	то и	6	4
144	е не	1	4
145	из них	7	4
146	так то	1	4
147	тем что	4	4
148	и даже	2	4
149	даже не	2	4
150	и потому	2	4
151	в данном	4	4
152	в отдельности	1	4
153	как только	2	4
154	с полной	1	4
155	не существует	1	4
156	и все	3	4
157	от того	1	4
158	самом деле	1	3
159	если я	3	3
160	мы имеем	19	3
161	бы что	1	3
162	вопрос о	2	3
163	из того	2	3
164	не то	1	3
165	в нем	9	3
166	перестает быть	1	3
167	подобно тому	1	3
168	на этом	4	3
169	могла бы	1	3
170	в жизни	2	3
171	можно только	3	3
172	в своей	1	3
173	все это	1	3
174	их в	3	3
175	между прочим	3	3
176	как можно	1	3
177	ее с	1	3
178	к ней	4	3
179	к себе	1	3
180	к тому	3	3
181	на это	2	3
182	и сам	1	3
183	так и	2	3
184	о ней	2	3
185	можно сказать	2	3
186	но когда	1	3
187	если это	3	3
188	один из	5	3
189	мы видим	8	3
190	тот же	1	3
191	что он	9	3
192	но как	1	3
193	существует но	1	3
194	только на	2	3
195	мы находим	1	3
196	в одном	2	3
197	отношение к	4	3
198	никогда не	3	3
199	она является	1	3
200	вместе с	9	3
201	тому как	1	3
202	да и	2	3
203	думают что	1	3
204	она должна	1	3
205	она может	1	3
206	она уже	1	3
207	это может	1	3
208	хотя бы	1	3
209	это однако	1	2
210	как это	4	2
211	ту же	2	2
212	мы уже	6	2
213	той же	2	2
214	часто бывает	2	2
215	как мы	8	2
216	человека и	1	2
217	но она	2	2
218	мы будем	1	2
219	не все	6	2
220	тогда как	1	2
221	себе и	2	2
222	тут же	1	2
223	как в	2	2
224	понимать в	1	2
225	что ее	1	2
226	бы я	1	2
227	что на	4	2
228	образом и	2	2
229	так или	1	2
230	остановиться на	1	2
231	если он	2	2
232	он не	5	2
233	прочим и	1	2
234	в силу	2	2
235	и вот	2	2
236	и этот	1	2
237	но все	2	2
238	в одну	1	2
239	а затем	3	2
240	свое имя	1	2
241	об этом	1	2
242	на все	2	2
243	на этой	1	2
244	и тем	1	2
245	только одно	1	2
246	ни в	2	2
247	но уже	1	2
248	все равно	3	2
249	и уже	2	2
250	не мог	2	2
251	меняется и	1	2
252	и эти	3	2
253	для нее	2	2
254	же мы	1	2
255	но они	2	2
256	и сама	1	2
257	для всего	1	2
258	казалось бы	1	2
259	в разных	1	2
260	как она	1	2
261	и его	4	2
262	этого предмета	1	2
263	это уже	1	2
264	однако это	3	2
265	у меня	5	2
266	если же	1	2
267	то она	1	2
268	данном случае	3	2
269	с собой	2	2
270	не с	2	2
271	является в	1	2
272	находится в	4	2
273	и та	1	2
274	никак не	1	2
275	заключается в	1	2
276	подходит к	1	2
277	еще более	2	2
278	и наличие	1	2
279	в качестве	2	2
280	как нечто	1	2
281	и они	4	2
282	его и	4	2
283	только к	1	2
284	на столе	2	2
285	мы можем	6	2
286	не говорит	1	2
287	в особенности	2	2
288	или иначе	1	2
289	превращается в	3	2
290	них и	1	2
291	ничем не	1	2
292	именно так	2	2
293	а так	1	2
294	о чем	1	2
295	если не	2	2
296	в частности	5	2
297	во-вторых и	1	2
298	кроме того	1	2
299	состоит из	1	2
300	была бы	1	2
301	от всех	1	2
302	но можно	1	2
303	является и	1	2
304	это так	1	2
305	но еще	1	2
306	а я	2	2
307	так же	3	2
308	во всяком	2	2
309	этой точки	1	2
310	так но	1	1
311	если вы	1	1
312	также что	1	1
313	уже этого	1	1
314	же как	2	1
315	связана с	3	1
316	не хочет	1	1
317	исходит из	1	1
318	не имеют	2	1
319	все те	1	1
320	тогда я	1	1
321	от которых	2	1
322	действительности и	1	1
323	он ничего	2	1
324	превратились в	1	1
325	на эти	1	1
326	но по	3	1
327	происходило в	1	1
328	наличие в	1	1
329	нас это	1	1
330	время как	2	1
331	это отношение	1	1
332	и другая	1	1
333	и заставляет	1	1
334	уже в	1	1
335	и на	4	1
336	между собой	1	1
337	цвет и	1	1
338	то мы	2	1
339	итак мы	1	1
340	могло быть	3	1
341	и и	2	1
342	они превратились	1	1
343	есть более	1	1
344	признает что	1	1
345	ответ на	1	1
346	что данное	1	1
347	совершенно ясно	1	1
348	мы теперь	1	1
349	другое и	1	1
350	это или	1	1
351	которые не	1	1
352	стороны и	3	1
353	что как	1	1
354	нельзя было	1	1
355	перед нами	1	1
356	хотя и	2	1
357	и к	3	1
358	ясно и	1	1
359	еще на	1	1
360	все эти	4	1
361	ее во	1	1
362	же причине	1	1
363	в этой	5	1
364	и кто	1	1
365	тому же	2	1
366	не могла	2	1
367	доказывать что	1	1
368	в определенном	1	1
369	главным образом	1	1
370	при этом	2	1
371	они в	2	1
372	действительно есть	1	1
373	ничего специфически	1	1
374	свою собственную	1	1
375	не как	1	1
376	том чтобы	1	1
377	одной и	1	1
378	из него	1	1
379	его от	1	1
380	смысле как	1	1
381	и по	1	1
382	будем говорить	1	1
383	однако в	1	1
384	предполагается что	1	1
385	это конечно	1	1
386	определенном направлении	1	1
387	который уже	1	1
388	такой вопрос	1	1
389	должен был	3	1
390	он все	3	1
391	сказывается в	1	1
392	в них	6	1
393	она и	1	1
394	сущность этого	1	1
395	далеко не	3	1
396	а за	1	1
397	со своими	2	1
398	не всегда	4	1
399	он и	3	1
400	и вне	1	1
401	становится и	1	1
402	наука в	1	1
403	она была	1	1
404	по той	2	1
405	что собственно	1	1
406	стороны ее	1	1
407	этом случае	5	1
408	всегда делают	1	1
409	в котором	2	1
410	представление о	3	1
