N	3gram	Bakhtin_Pr_1	Mirosoze
1	не может быть	3	17
2	записок из подполья	3	5
3	в творчестве достоевского	4	4
4	это и есть	3	4
5	в братьях карамазовых	1	3
6	и в нем	1	3
7	он хотел бы	1	2
8	по отношению к	11	2
9	одно из самых	1	2
10	он не может	1	2
11	до сих пор	2	2
12	и не может	2	2
13	хотя бы и	2	2
14	достоевский прежде всего	2	2
15	в его романах	1	2
16	но он не	1	2
17	у достоевского никогда	1	2
18	в своем творчестве	1	2
19	то время как	1	2
20	не только в	1	2
21	достоевского никогда не	1	2
22	в конце концов	4	2
23	как будто бы	1	2
24	не могут быть	1	2
25	это не значит	2	2
26	идеи у достоевского	1	2
27	в то время	2	2
28	в человеке и	1	2
29	ивана карамазова и	4	2
30	тем что он	1	2
31	для того чтобы	2	2
32	в высшей степени	1	2
33	в платоновском смысле	1	1
34	для него не	1	1
35	все в нем	1	1
36	в самой своей	1	1
37	потому что он	2	1
38	и есть то	1	1
39	а не к	1	1
40	достоевского и в	1	1
41	и потому она	1	1
42	не значит конечно	2	1
43	а вовсе не	1	1
44	значит конечно что	2	1
45	в самом деле	2	1
46	самой жизни а	1	1
47	если и можно	1	1
48	духа в этом	1	1
49	так и не	1	1
50	может быть назван	1	1
51	потому что не	1	1
52	бы и самый	1	1
53	бы он ни	1	1
54	что в мире	1	1
55	они не могут	1	1
56	творчество достоевского в	1	1
57	в своей книге	1	1
58	и заключается в	1	1
59	в зависимости от	3	1
60	не может найти	1	1
61	ставрогина ивана карамазова	1	1
62	в отличие от	2	1
63	достоевского в его	2	1
64	он должен быть	1	1
65	в романах достоевского	6	1
66	у него не	1	1
67	сохранить за собой	1	1
68	все романы достоевского	1	1
69	но во всех	1	1
70	но это не	3	1
71	он ни был	1	1
72	не было ничего	1	1
73	сам достоевский в	1	1
74	есть то что	1	1
75	как он отразился	1	1
76	может быть и	1	1
77	его личности и	1	1
78	это прежде всего	1	1
79	отношению к нему	1	1
80	в значительной степени	1	1
81	и по отношению	1	1
82	по сравнению с	1	1
83	него как в	1	1
84	во всех этих	1	1
85	по природе своей	1	1
86	не в том	1	1
87	в самой жизни	1	1
88	его любовь к	1	1
89	достоевского не есть	1	1
90	романов достоевского не	1	1
91	человека в человеке	3	1
92	герой из подполья	1	1
93	друг к другу	1	1
94	во всяком случае	3	1
95	но не только	1	1
96	как бы в	2	1
97	в отношении к	1	1
98	как у достоевского	1	1
99	между тем как	4	1
100	что они не	1	1
101	но не может	1	1
102	ставит нас перед	1	1
103	в себе и	1	1
104	он отразился в	1	1
105	принять участие в	1	1
106	его творчества и	1	1
107	преступления и наказания	1	1
108	внутренние противоречия и	1	1
109	выйти за пределы	1	1
110	но у достоевского	1	1
111	творчества достоевского как	1	1
112	смысле слова это	1	1
113	и никогда не	1	1
114	к нему и	2	1
115	что и в	1	1
116	жизни а не	1	1
117	да ведь это	2	1
118	нужно сказать что	1	1
119	но и он	1	1
120	о том что	2	1
121	и есть та	1	1
122	одним из величайших	1	1
123	у данте и	1	1
124	нас потому что	1	1
125	и его судьба	1	1
126	можно было бы	3	1
127	из всего что	1	1
128	вводит достоевский в	1	1
129	место в творчестве	1	1
130	в себе в	1	1
131	является для достоевского	1	1
132	в том что	7	1
133	была для него	1	1
134	достоевского в этом	1	1
135	выходит за пределы	2	1
136	она не может	1	1
137	но и с	1	1
