N	2gram	Vinokur_St_2	slovoVRo
1	и в	29	41
2	в нем	4	30
3	и т	9	28
4	т п	3	23
5	в романе	4	21
6	литературного языка	2	20
7	в роман	2	19
8	не только	19	16
9	и не	9	16
10	точки зрения	5	16
11	языка в	2	16
12	но и	19	16
13	а не	5	15
14	то же	2	14
15	и на	6	14
16	в то	2	14
17	и его	6	14
18	в пределах	1	14
19	может быть	2	14
20	и др	2	14
21	не может	2	14
22	в сущности	1	13
23	в его	13	13
24	в этом	21	12
25	до конца	3	12
26	же время	1	12
27	как бы	5	12
28	так и	9	11
29	в той	5	10
30	поэтического слова	1	9
31	все эти	2	9
32	таким образом	10	9
33	точка зрения	1	8
34	как в	3	8
35	но в	8	8
36	на его	2	8
37	с точки	2	8
38	как мы	1	8
39	в особенности	2	8
40	или в	1	8
41	прежде всего	5	8
42	смысловые и	1	7
43	отношение к	1	7
44	все же	6	7
45	стиля и	1	7
46	в своей	7	7
47	не в	4	7
48	вовсе не	6	7
49	зрения на	1	7
50	все они	1	7
51	во всяком	3	7
52	того же	2	6
53	при этом	2	6
54	в них	2	6
55	к своему	2	6
56	в отношении	2	6
57	оно не	3	6
58	только в	2	6
59	и даже	3	6
60	по своим	1	6
61	а в	1	6
62	отношении к	3	6
63	и к	4	5
64	в самом	7	5
65	т д	6	5
66	с другими	1	5
67	всяком случае	3	5
68	все это	11	5
69	в основе	1	5
70	не на	2	5
71	в языке	5	5
72	как его	1	5
73	с другой	4	5
74	еще более	4	5
75	романа и	1	5
76	на своем	1	5
77	ту же	1	4
78	одним из	6	4
79	по преимуществу	1	4
80	поэзии и	2	4
81	в ней	7	4
82	еще не	1	4
83	с его	2	4
84	за пределы	1	4
85	входя в	1	4
86	в которой	11	4
87	но именно	1	4
88	не как	1	4
89	в каждом	1	4
90	связанных с	1	4
91	и с	4	4
92	на почве	2	4
93	как и	2	4
94	в их	3	4
95	том же	2	4
96	в процессе	2	4
97	и для	1	4
98	жанра в	1	4
99	ничего не	4	4
100	оценок и	1	4
101	язык в	1	4
102	один из	1	4
103	языка как	1	4
104	и все	1	4
105	там где	2	4
106	и потому	2	4
107	и от	1	4
108	кроме того	4	4
109	другой стороны	3	4
110	каждое слово	1	4
111	также и	2	3
112	в первом	1	3
113	в зависимости	1	3
114	зависимости от	1	3
115	данном случае	1	3
116	в своем	9	3
117	более или	2	3
118	из этих	1	3
119	выражение в	2	3
120	в себе	2	3
121	в поэзии	1	3
122	вообще не	3	3
123	и сам	2	3
124	и почти	1	3
125	его в	2	3
126	было бы	5	3
127	лишь на	1	3
128	он не	9	3
129	или менее	2	3
130	в понимании	1	3
131	от его	2	3
132	она не	1	3
133	не могло	3	3
134	никогда не	3	3
135	и здесь	3	3
136	прозу и	1	3
137	не могут	1	3
138	к тому	10	3
139	поэтического языка	2	3
140	к языку	1	3
141	образом в	1	3
142	о том	17	3
143	и во	1	3
