N	3gram	Tiupa_Lite_3	Psycholo
1	в том что	4	17
2	для того чтобы	1	13
3	в самом деле	2	11
4	с точки зрения	3	10
5	и т п	1	8
6	не может быть	3	8
7	на то что	2	6
8	то же самое	2	6
9	на самом деле	1	5
10	в этом отношении	5	5
11	в данном случае	4	4
12	тем не менее	1	4
13	о том что	4	4
14	и в самом	2	4
15	только в том	1	4
16	в том чтобы	2	3
17	в конечном счете	1	3
18	в отношении к	1	3
19	было бы и	1	2
20	состоит в том	2	2
21	подобно тому как	2	2
22	и то что	1	2
23	бы то ни	2	2
24	этой точки зрения	1	2
25	при этом как	1	2
26	и в том	1	2
27	то же время	7	2
28	в свою очередь	1	2
29	с другой стороны	2	2
30	в то же	7	2
31	к тому что	1	2
32	что иное как	1	1
33	а на его	1	1
34	какого бы то	2	1
35	новые и новые	1	1
36	о том как	1	1
37	исходят из того	1	1
38	и там где	1	1
39	в отличие от	5	1
40	сказать что по	1	1
41	лишь тогда когда	1	1
42	но и в	2	1
43	аналогично тому как	1	1
44	эти два момента	1	1
45	с этой точки	1	1
46	вместе с тем	1	1
47	по аналогии с	1	1
48	и тем не	1	1
49	то что было	1	1
50	и в частности	2	1
51	то ни было	2	1
52	едва ли не	1	1
53	а не только	1	1
54	может быть не	1	1
55	то что для	1	1
56	с одной стороны	4	1
57	же самое можно	1	1
58	и в целом	1	1
59	но при этом	1	1
60	как будто бы	1	1
61	искусства с точки	1	1
62	точки зрения искусство	1	1
63	в связи с	1	1
64	а не как	2	1
65	может быть определена	1	1
66	то есть от	1	1
67	более или менее	1	1
68	не впадая в	1	1
69	а и в	2	1
70	ничего общего с	1	1
71	с того что	1	1
72	до самого конца	1	1
73	и тем самым	2	1
74	не только не	1	1
75	до какой степени	1	1
76	была бы и	1	1
77	может и не	1	1
78	друг от друга	1	1
79	по себе но	1	1
80	не что иное	1	1
81	и не имеет	1	1
82	в поэзии пастернака	1	1
83	в самый центр	1	1
84	не стыдится своей	1	1
