N	3gram	Losev_Vlad_1	Problemy
1	то же время	4	12
2	в то же	4	12
3	не может быть	3	6
4	и в то	2	5
5	во всяком случае	2	5
6	в этом смысле	4	4
7	бы то ни	1	4
8	то ни было	1	4
9	в самом деле	1	3
10	но в то	1	3
11	в конце концов	3	3
12	и все это	1	3
13	все это было	2	3
14	с другой стороны	3	3
15	смысле этого слова	1	2
16	чего бы то	1	2
17	в чем не	1	2
18	он как раз	1	2
19	как раз и	2	2
20	но все это	1	2
21	и не может	1	2
22	вместе с тем	1	2
23	в обычном смысле	1	2
24	и в этом	1	2
25	ведь и сам	1	2
26	но в общем	1	2
27	что он сам	1	2
28	о том что	7	2
29	ни в чем	1	2
30	так и в	1	2
31	тем не менее	2	2
32	на всю жизнь	1	2
33	к тому же	2	2
34	и т д	2	2
35	обычном смысле этого	1	1
36	как к своему	1	1
37	так и не	1	1
38	с ними и	1	1
39	в которой он	1	1
40	потому что в	1	1
41	и он был	1	1
42	заключение мы должны	1	1
43	в котором он	1	1
44	и в особенности	1	1
45	но даже и	2	1
46	в том же	1	1
47	да и то	1	1
48	что же касается	4	1
49	пока еще очень	1	1
50	к ней с	1	1
51	что он не	3	1
52	на самом же	1	1
53	в этом отношении	1	1
54	он с первого	1	1
55	никак не мог	1	1
56	которого он не	1	1
57	за то что	1	1
58	как мы уже	3	1
59	на первом плане	1	1
60	и то что	4	1
61	во всем он	1	1
62	к тому что	1	1
63	и в своих	1	1
64	и тут же	1	1
65	на этот раз	4	1
66	главным образом в	2	1
67	в заключение мы	1	1
68	и ничего не	1	1
69	и то же	1	1
70	в этот момент	1	1
71	одно и то	1	1
72	то что он	5	1
73	мы сейчас увидим	2	1
74	это конечно не	1	1
75	отношения к нему	1	1
76	в тот же	1	1
77	и тот же	2	1
78	и к своему	1	1
79	и в том	1	1
80	один и тот	2	1
81	нет ни одного	1	1
82	и ни в	1	1
83	раз и навсегда	1	1
84	слово но и	1	1
85	но только в	1	1
86	и вместе с	1	1
87	произвел на него	1	1
88	он как мы	2	1
89	в свою очередь	1	1
90	у него с	1	1
91	на этом мы	1	1
92	но и для	1	1
93	не только не	1	1
94	как мы сейчас	1	1
95	самом же деле	1	1
96	можно сказать что	2	1
97	на то что	4	1
98	правда пока еще	1	1
99	и больше ничего	1	1
100	конце концов он	1	1
101	для того чтобы	2	1
102	лицом к лицу	1	1
103	в том что	7	1
104	прямо говорит что	1	1
105	же время с	1	1
106	что и в	2	1
107	с ним что	1	1
108	и только в	1	1
109	с первого же	2	1
