N	2gram	Voloshinov_1	Marksizm
1	точки зрения	8	34
2	может быть	17	26
3	и не	4	26
4	не может	8	24
5	с точки	6	20
6	и его	8	19
7	и в	16	19
8	таким образом	9	17
9	в этом	9	16
10	как бы	5	15
11	прежде всего	9	13
12	как мы	4	13
13	как и	2	12
14	и пр	12	12
15	и для	2	11
16	связи с	1	11
17	так и	4	11
18	если мы	2	11
19	в нем	4	10
20	и т.п	2	10
21	функциональной психологии	1	10
22	ни было	2	10
23	в самом	2	10
24	самом деле	6	10
25	идеологического творчества	1	9
26	для него	6	9
27	лишь в	1	9
28	только в	4	9
29	все же	1	8
30	бы то	1	8
31	при этом	6	8
32	сих пор	3	8
33	до сих	3	8
34	но и	4	8
35	то что	3	8
36	то ни	1	8
37	без исключения	1	8
38	не только	7	8
39	все эти	5	7
40	в связи	1	7
41	субъективного сознания	2	7
42	так же	2	7
43	во всех	3	7
44	но в	4	7
45	то же	2	7
46	психологии и	1	7
47	психики и	1	7
48	а не	1	7
49	и здесь	1	6
50	и того	1	6
51	того же	2	6
52	с помощью	2	6
53	мы не	2	6
54	в смысле	1	6
55	в том	3	6
56	в его	4	6
57	на почве	1	6
58	отнюдь не	4	6
59	ничего не	1	6
60	в науке	2	6
61	в основном	3	6
62	в пределах	2	6
63	во всяком	3	5
64	входит в	1	5
65	вовсе не	1	5
66	и все	4	5
67	хотя бы	4	5
68	в конце	1	5
69	ничего общего	1	5
70	те же	3	5
71	того чтобы	1	5
72	одного и	1	5
73	в начале	2	5
74	и потому	3	5
75	за пределы	2	5
76	с другой	1	5
77	к этому	2	5
78	может стать	1	5
79	как ее	1	5
80	конечно не	6	5
81	мы знаем	3	5
82	объективная психология	1	4
83	еще не	5	4
84	вопрос о	1	4
85	что же	1	4
86	не будет	2	4
87	не менее	2	4
88	науки о	1	4
89	а в	3	4
90	между ними	3	4
91	жизни в	1	4
92	что в	3	4
93	всех без	1	4
94	с этим	2	4
95	нет и	2	4
96	и на	4	4
97	тот же	1	4
98	для того	1	4
99	мысли и	4	4
100	от того	1	4
101	и эта	1	4
102	самого начала	4	4
103	с самого	4	4
104	в ней	1	4
105	сказать что	7	4
106	было бы	2	4
107	не будем	1	4
108	только на	3	4
109	в данном	1	4
110	войти в	2	3
111	момент в	2	3
112	только при	1	3
113	должны быть	1	3
114	можно сказать	4	3
115	к этим	1	3
116	для всего	1	3
117	и ее	4	3
118	для марксизма	1	3
119	и действительно	2	3
120	большинстве случаев	3	3
121	на границе	2	3
122	в большинстве	3	3
123	сознания и	2	3
124	с другими	3	3
125	в своей	2	3
126	не дает	1	3
127	на язык	3	3
128	всех других	2	3
129	его в	4	3
130	каких бы	1	3
131	сводится к	2	3
132	пр в	1	3
133	нуждается в	5	3
134	здесь в	1	3
135	совершенно не	8	3
136	в корне	1	3
137	на самом	4	3
138	не имеют	1	3
139	высшей степени	1	3
140	различие между	1	3
141	и к	6	3
142	он может	1	3
143	этом отношении	1	3
144	следует что	1	3
145	это и	1	3
146	общего с	1	3
147	он является	1	3
148	мы должны	1	3
149	в сущности	1	3
150	он не	2	3
151	оно ни	1	3
152	теперь мы	1	3
153	не существует	2	3
154	не могут	2	3
155	в высшей	1	3
156	нет ничего	1	3
157	и как	3	3
158	мы говорили	1	3
159	не имеет	1	3
160	на этот	1	3
161	в каком	2	3
162	все это	4	3
163	и ту	1	3
164	в области	3	3
165	в систему	2	3
166	и есть	3	3
167	формы и	1	3
168	и это	6	3
169	или иной	1	3
170	но именно	1	3
171	она может	1	3
172	же самое	1	3
173	не есть	2	3
174	том что	3	3
175	и этот	2	2
176	для всех	4	2
177	всех сторон	1	2
178	не знает	2	2
179	и с	8	2
180	в частности	2	2
181	в другом	1	2
182	из этих	2	2
183	жизни и	3	2
184	от этого	1	2
185	на первый	2	2
186	организм и	1	2
187	и прежде	1	2
188	для них	1	2
189	как с	2	2
190	и их	4	2
191	момент и	1	2
192	всех областях	1	2
193	зависит от	1	2
194	быть сведены	1	2
195	в сознании	1	2
196	как раз	1	2
197	и вообще	2	2
198	все остальное	1	2
199	менее всего	1	2
200	ко всякому	3	2
201	его к	1	2
202	и только	9	2
203	пока не	1	2
204	между собой	2	2
205	этом смысле	3	2
206	с этой	2	2
207	из него	1	2
208	на этой	3	2
209	существует для	1	2
210	конечно в	1	2
211	мира и	3	2
212	но если	1	2
213	этот комплекс	1	2
214	все идеологическое	1	2
215	никогда не	2	2
216	и даже	4	2
217	и других	2	2
218	мог бы	1	2
219	с ее	4	2
220	в тесной	1	2
221	со всех	1	2
222	культуры и	1	2
223	другими словами	2	2
224	в качестве	1	2
225	у нас	1	2
226	имеет значение	1	2
227	что не	2	2
228	отвлечемся от	1	2
229	к тому	1	2
230	что такое	5	2
231	времени не	1	2
232	как он	1	2
233	в чем	5	2
234	зависимости от	1	2
235	ни в	5	2
236	лучше всего	1	2
237	нем нет	2	2
238	этот момент	1	2
239	же и	1	2
240	всяком случае	3	2
241	это делает	2	2
242	той же	1	2
243	или к	1	2
244	ту же	2	2
245	в философии	1	2
246	и т.д	1	2
247	и др	3	2
248	одна из	1	2
249	мы уже	2	2
250	точку зрения	1	2
251	и та	1	2
252	же как	2	2
253	могут быть	3	2
254	во внешнем	1	2
255	мы можем	9	2
256	она не	1	2
257	однако не	1	2
258	что и	2	2
259	в своих	1	2
260	пр и	3	2
261	в нашем	1	2
262	первый план	1	2
263	о том	2	2
264	мы скажем	1	2
265	одним словом	1	2
266	от нее	1	2
267	друга в	1	2
268	что он	2	2
269	в основе	3	2
270	по аналогии	2	2
271	уже у	1	2
272	в виду	1	2
273	так как	4	2
274	можно было	1	2
275	человека в	1	2
276	если бы	1	2
277	без всякой	1	2
278	именно здесь	1	2
279	мы отвлечемся	1	2
280	все остальные	2	2
281	с первым	1	2
282	жизни но	1	2
283	в свою	1	2
284	и сознание	1	2
285	и единство	1	1
286	что между	1	1
287	отвлечься от	1	1
288	главным образом	1	1
289	почти не	2	1
290	самой психики	1	1
291	думается нам	1	1
292	образом и	1	1
293	как со	1	1
294	не входит	1	1
295	приводит к	1	1
296	или только	1	1
297	бы по	1	1
298	входить в	1	1
299	растворяется в	1	1
300	доступ в	2	1
301	его целом	2	1
302	процессы в	1	1
303	и вот	3	1
304	и наконец	4	1
305	и образуют	1	1
306	тон и	1	1
307	психику как	1	1
308	психика не	1	1
309	противоречий и	1	1
310	потому неизбежно	1	1
311	мы сказали	1	1
312	самые основы	1	1
313	говорить о	2	1
314	образом с	1	1
315	как наука	1	1
316	как часть	1	1
317	аналогии с	2	1
318	искать в	1	1
319	всем этим	1	1
320	и самый	1	1
321	и ни	1	1
322	оказывается в	1	1
323	психики а	1	1
324	ценностного эмоционального	1	1
325	иным как	1	1
326	существует только	2	1
327	видим и	1	1
328	в разных	1	1
329	отличается от	1	1
330	в русском	1	1
331	достаточно назвать	1	1
332	в один	4	1
333	в более	1	1
334	на которые	1	1
335	с большими	1	1
336	эти два	1	1
337	из сознания	1	1
338	совершенно так	1	1
339	и лишь	2	1
340	тело в	1	1
341	буржуазной философии	4	1
342	прямо противоположных	1	1
343	в каких	1	1
344	за ней	1	1
345	и вся	2	1
346	явления и	1	1
347	и чрезвычайно	1	1
348	связанных как	1	1
349	чем иным	1	1
350	друг другу	1	1
351	и социальной	1	1
352	же мы	1	1
353	на ее	1	1
354	так чтобы	1	1
355	этого направления	1	1
356	имеет и	1	1
357	вторая часть	1	1
358	с ней	1	1
359	одна и	1	1
360	жизни является	1	1
361	быть ничего	1	1
362	ту сторону	5	1
363	нам для	1	1
364	она по	1	1
365	или поздно	1	1
366	к нему	1	1
367	мы на	1	1
368	вырастает из	1	1
369	что это	2	1
370	и они	1	1
371	и так	2	1
372	бы ни	1	1
373	из сказанного	2	1
374	не изученных	1	1
375	быть только	1	1
376	всякой опоры	1	1
377	этой точки	1	1
378	своем качестве	1	1
379	как это	3	1
380	его жизни	1	1
381	художественного творчества	4	1
382	та же	1	1
383	что я	1	1
384	друг с	1	1
385	или во	1	1
386	только то	2	1
387	остальной мир	1	1
388	значение как	1	1
389	легче всего	1	1
390	с тем	1	1
391	в одном	3	1
392	а потому	4	1
393	другими областями	1	1
394	и положительный	1	1
395	сущность этого	1	1
396	со всеми	2	1
397	нашего времени	2	1
398	оно и	2	1
399	деле в	1	1
400	совсем не	2	1
401	и всех	2	1
402	утверждение что	1	1
403	но не	1	1
404	момент идеологического	1	1
405	из всего	1	1
406	для сознания	3	1
407	в сознание	7	1
