N	3gram	Bakhtin_Fr_1	StatiiOP
1	в том что	6	16
2	в этом отношении	3	9
3	том что он	1	5
4	до сих пор	4	5
5	для того чтобы	1	5
6	дело в том	2	4
7	в одном из	1	3
8	с другой стороны	1	3
9	во всяком случае	1	3
10	говорит об этом	1	2
11	и в полном	1	2
12	с точки зрения	3	2
13	но все это	1	2
14	сами по себе	1	2
15	в отличие от	4	2
16	в это время	2	2
17	как раз в	1	2
18	в значительной степени	2	2
19	века и в	3	2
20	всяком случае не	1	2
21	так и в	2	2
22	в самом деле	1	2
23	но все же	2	2
24	не представляется возможным	1	2
25	к тому же	1	2
26	речь идет не	1	1
27	а между тем	1	1
28	но как раз	1	1
29	и в которой	1	1
30	том числе конечно	1	1
31	и пр но	1	1
32	на самом деле	2	1
33	в настоящее время	1	1
34	еще и до	1	1
35	должно было быть	1	1
36	идет не о	1	1
37	между тем в	1	1
38	в наши дни	1	1
39	второй половине xviii	2	1
40	почти потому что	1	1
41	одним из лучших	1	1
42	на этот вопрос	2	1
43	вышедшая в году	1	1
44	не укладывается в	1	1
45	и др в	2	1
46	и в области	1	1
47	почти ничего не	1	1
48	и пр в	1	1
49	и вообще не	1	1
50	числе конечно и	1	1
51	и в наши	1	1
52	а как бы	1	1
53	том что слово	1	1
54	в чем же	1	1
55	в известном смысле	1	1
56	в связи с	1	1
57	так и на	1	1
58	и в том	2	1
59	в свое время	2	1
60	произведения но и	1	1
61	половине xviii века	2	1
62	по отношению к	1	1
63	то же время	1	1
64	имея в виду	1	1
65	ни для кого	1	1
66	нужно сказать что	4	1
67	как бы ни	2	1
68	xix века в	1	1
69	во второй половине	2	1
70	в то же	1	1
71	в том числе	10	1
72	в отношении к	1	1
73	в какой-то мере	1	1
