N	3gram	Vinokur_St_2	Dialekti
1	и т д	6	19
2	с точки зрения	2	12
3	ни в каком	1	8
4	в том что	16	7
5	сам по себе	1	6
6	то же время	1	4
7	одно и то	1	4
8	и то же	1	4
9	с другой стороны	3	4
10	на то что	2	4
11	в то же	1	4
12	только потому что	2	3
13	более или менее	2	3
14	имеет ничего общего	1	3
15	в этом смысле	1	3
16	не имеет никакого	1	3
17	в конце концов	1	3
18	и в этом	2	3
19	иметь в виду	3	3
20	ничего общего с	1	3
21	не имеет ничего	1	3
22	на самом деле	1	2
23	до сих пор	5	2
24	что он не	4	2
25	но все это	2	2
26	в этом отношении	9	2
27	и т п	3	2
28	точно так же	1	2
29	по сравнению с	1	2
30	друг к другу	1	2
31	во всяком случае	3	2
32	о том что	11	2
33	т е по	1	2
34	к тому что	5	2
35	а между тем	1	1
36	как у пушкина	1	1
37	есть нечто совершенно	1	1
38	точка зрения на	1	1
39	я не могу	1	1
40	в чем же	1	1
41	дело в том	4	1
42	в виду что	1	1
43	с их точки	1	1
44	в самом деле	2	1
45	и в особенности	1	1
46	так или иначе	1	1
47	не является ли	1	1
48	так что в	1	1
49	т е не	1	1
50	что же касается	1	1
51	и как он	1	1
52	и тому же	1	1
53	не хотят быть	1	1
54	мне кажется что	2	1
55	сами по себе	2	1
56	в каком смысле	1	1
57	в них нет	1	1
58	ли все это	1	1
59	что почти все	1	1
60	никогда не был	1	1
61	в том чтобы	1	1
62	в то время	1	1
63	в отношении к	1	1
64	по большей части	1	1
65	чтобы можно было	1	1
66	не приходится также	1	1
67	не в том	2	1
68	в связи с	1	1
69	то что он	2	1
70	только на тот	1	1
71	их точки зрения	1	1
72	т д на	1	1
73	в первую очередь	1	1
74	хотя бы даже	1	1
75	этого образа в	1	1
76	в котором мы	1	1
77	но также и	1	1
78	все они говорят	1	1
79	с самого начала	3	1
80	между тем в	1	1
81	к выводу что	1	1
82	но все же	2	1
83	в этом его	1	1
84	тем не менее	2	1
85	дело не в	1	1
86	для того чтобы	5	1
87	к тому же	2	1
88	одному и тому	1	1
