N	2gram	Vygotskiy__1	VelikijI
1	и не	16	20
2	и в	31	16
3	так как	18	9
4	то что	32	9
5	еще не	1	8
6	что они	2	7
7	а не	13	7
8	и потому	2	7
9	человека и	2	6
10	не есть	3	6
11	но и	2	5
12	того что	10	5
13	хотя и	3	5
14	в мире	1	5
15	все это	8	5
16	что есть	2	5
17	как бы	5	5
18	и есть	5	4
19	в его	6	4
20	мы хотим	1	4
21	в этом	12	4
22	что он	7	4
23	потому что	10	4
24	в нем	2	4
25	так и	3	4
26	что все	3	4
27	как и	16	4
28	что мы	8	4
29	в котором	4	4
30	в ней	1	4
31	и все	5	4
32	они будут	1	4
33	все что	3	4
34	и что	8	3
35	должна быть	3	3
36	хотя бы	1	3
37	то это	1	3
38	как не	1	3
39	в чем	2	3
40	с его	1	3
41	во всех	1	3
42	что и	13	3
43	в том	30	3
44	тот же	2	3
45	но в	3	3
46	в вопросе	1	3
47	бы и	2	3
48	по этому	2	3
49	за ним	1	3
50	в конце	3	3
51	их в	2	3
52	тех которые	1	3
53	в своей	3	3
54	и мы	1	3
55	в жизни	2	3
56	ни в	9	3
57	в них	2	3
58	не было	3	3
59	должно быть	1	3
60	в этих	4	3
61	в первый	1	3
62	что я	4	3
63	не в	11	3
64	к чему	2	3
65	тому что	4	3
66	этих трех	1	3
67	но это	3	3
68	никогда не	8	3
69	личности и	1	3
70	их от	2	3
71	и для	5	3
72	к тому	4	3
73	жизни и	3	3
74	что в	23	3
75	оно не	1	3
76	и это	3	2
77	того чтобы	7	2
78	и то	2	2
79	у людей	1	2
80	но мы	3	2
81	это мы	2	2
82	и т	26	2
83	его не	2	2
84	мы не	12	2
85	что от	1	2
86	с ним	2	2
87	и над	1	2
88	вместо того	1	2
89	ее и	2	2
90	и во	2	2
91	между тем	4	2
92	я думаю	2	2
93	нет и	1	2
94	вслед за	6	2
95	человека как	1	2
96	материалом для	1	2
97	его к	1	2
98	духа и	1	2
99	только в	14	2
100	те которые	1	2
101	в себя	2	2
102	конечно не	1	2
103	уже не	2	2
104	не только	13	2
105	на этих	1	2
106	его и	3	2
107	не так	1	2
108	для него	1	2
109	не хотел	1	2
110	не к	1	2
111	не могли	1	2
112	вот почему	1	2
113	не будет	3	2
114	так не	1	2
115	это не	1	2
116	т д	8	2
117	а с	1	2
118	прежде всего	4	2
119	все равно	1	2
120	с тем	3	2
121	один из	4	2
122	вопросе о	1	2
123	и тогда	2	2
124	зачем же	1	2
125	не могут	3	2
126	а есть	1	2
127	над ними	1	2
128	одна из	4	2
129	том что	16	2
130	тот кто	2	2
131	а к	1	2
132	для нас	5	2
133	от него	2	2
134	и теперь	2	2
135	они и	1	2
136	людей и	1	2
137	это все	3	2
138	а в	6	2
139	но не	3	2
140	в духе	1	2
141	могут быть	11	2
142	во всяком	8	2
143	всегда в	1	1
144	от этой	1	1
145	речь идет	3	1
146	как мы	2	1
147	быть может	1	1
148	в виду	4	1
149	свободно и	1	1
150	для себя	1	1
151	в ее	5	1
152	которых этот	1	1
153	роль в	3	1
154	в нашу	1	1
155	которое может	2	1
156	то же	5	1
157	и могут	1	1
158	живет в	1	1
159	знать только	1	1
160	от всякой	1	1
161	остается непонятным	1	1
162	в результате	4	1
163	истины и	1	1
164	мы сохраним	1	1
165	это только	2	1
166	по сравнению	1	1
167	вопрос о	3	1
168	превратившись в	1	1
169	основана на	1	1
170	составные части	1	1
171	и вообще	1	1
172	не была	1	1
173	который был	1	1
174	находится в	1	1
175	говорят что	1	1
176	я не	1	1
177	реакция на	1	1
178	и ее	1	1
179	зависимости от	6	1
180	целое и	1	1
181	в их	1	1
182	и на	1	1
183	людей как	1	1
184	в последних	1	1
185	бы то	1	1
186	жизни с	1	1
187	это имеет	2	1
188	все в	1	1
189	что оно	3	1
190	к нему	2	1
191	на составные	1	1
192	но как	2	1
193	идет к	1	1
194	ее от	3	1
195	могут и	1	1
196	если в	1	1
197	а потому	3	1
198	тогда как	1	1
199	что человек	1	1
200	бы в	2	1
201	и чем	1	1
202	и нам	1	1
203	что бы	1	1
204	за эти	1	1
205	как в	9	1
206	и мир	1	1
207	и полное	1	1
208	в своем	3	1
209	известном смысле	1	1
210	все же	5	1
211	но с	1	1
212	д и	1	1
213	в двух	1	1
214	могли бы	1	1
215	мы видим	5	1
216	с ними	1	1
217	мы увидим	4	1
218	утверждают что	1	1
219	и свою	1	1
220	и хотя	1	1
221	в разные	2	1
222	быть бесконечно	1	1
223	и так	4	1
224	в самом	11	1
225	в которой	4	1
226	образа в	1	1
227	что это	6	1
228	бы ни	2	1
229	в целом	5	1
230	и этими	1	1
231	в этой	3	1
232	в известном	2	1
233	это тот	1	1
234	же и	1	1
235	им в	3	1
236	уже в	3	1
237	то и	2	1
238	тем чтобы	1	1
239	и если	4	1
240	но прежде	1	1
241	по словам	1	1
242	каким образом	1	1
243	должно иметь	1	1
244	времени по	1	1
245	говорит что	5	1
246	в понимании	1	1
247	но путь	1	1
248	и вот	3	1
249	и должна	1	1
250	вовсе не	6	1
251	отношение к	2	1
252	словах как	1	1
253	природы человека	1	1
254	но что	2	1
255	бытия и	1	1
256	у него	4	1
257	и частей	1	1
258	и по	3	1
259	так легко	1	1
260	и вместе	2	1
261	ее на	1	1
262	человека в	1	1
263	не хотим	1	1
264	тут не	1	1
265	на нее	1	1
266	для того	6	1
267	в состоянии	3	1
268	конечно в	1	1
269	и с	2	1
270	с другой	5	1
271	есть не	2	1
272	мы станем	1	1
273	нашу эпоху	1	1
274	еще и	1	1
275	и тем	2	1
276	соединение и	1	1
277	говорит о	2	1
278	церкви и	1	1
279	формах в	1	1
280	она и	1	1
281	и опять	1	1
282	мы скажем	1	1
283	мы так	1	1
284	на которых	1	1
285	не всегда	2	1
286	и уже	1	1
287	между собою	1	1
288	человека не	3	1
289	о чем	2	1
290	и вновь	1	1
291	как стадо	2	1
292	который я	1	1
293	стороны в	1	1
294	места в	1	1
295	разные эпохи	2	1
296	него в	2	1
297	вместе с	8	1
298	так же	12	1
299	как это	4	1
300	стать в	1	1
301	то есть	26	1
302	их к	1	1
303	и столь	1	1
304	у нас	4	1
305	в которых	3	1
306	он говорит	1	1
307	сравнению с	1	1
308	для всякого	1	1
309	с такой	1	1
310	что сделал	1	1
311	ведет к	1	1
312	в одном	2	1
313	но я	1	1
314	а потом	1	1
315	образ и	2	1
316	была гораздо	1	1
317	поскольку он	1	1
318	который он	1	1
319	этого слова	4	1
320	с этой	4	1
321	и очень	2	1
