N	2gram	Losev_Prob_4	FransuaR
1	и в	20	41
2	то есть	27	20
3	таким образом	8	19
4	в этом	9	15
5	как и	6	14
6	и все	8	14
7	то же	7	13
8	все эти	16	13
9	в этой	4	13
10	в его	3	12
11	в себе	12	11
12	как мы	3	11
13	в том	20	11
14	прежде всего	11	11
15	так и	10	10
16	в то	4	10
17	никто не	2	10
18	все это	9	10
19	в своем	3	9
20	не в	13	9
21	и его	10	9
22	в качестве	10	9
23	но и	14	9
24	что в	3	9
25	но в	8	8
26	в конце	2	8
27	то что	15	8
28	и от	6	8
29	в нем	5	7
30	в эпоху	1	7
31	вовсе не	21	7
32	в них	5	7
33	как бы	4	7
34	и не	28	7
35	в романе	1	7
36	и до	1	6
37	ни в	17	6
38	о том	5	6
39	мы видим	1	6
40	только в	23	6
41	это не	7	6
42	есть в	7	6
43	для него	3	6
44	у него	1	6
45	все они	3	6
46	в году	1	5
47	как в	5	5
48	и к	3	5
49	не только	24	5
50	точки зрения	14	5
51	потому что	15	5
52	всего в	1	5
53	и это	2	5
54	в ней	7	5
55	к нему	3	5
56	на одном	1	5
57	и у	1	5
58	уже в	4	5
59	что и	3	5
60	вместе с	5	5
61	так же	5	5
62	и для	4	5
63	а в	4	5
64	и на	3	4
65	хотя и	5	4
66	и наконец	4	4
67	что это	2	4
68	он не	2	4
69	в чистилище	1	4
70	на земле	2	4
71	но все	3	4
72	и с	7	4
73	на этой	2	4
74	должно быть	1	4
75	том что	12	4
76	ничего не	1	4
77	рядом с	1	4
78	в виду	6	4
79	в образе	1	4
80	и здесь	1	4
81	может быть	9	4
82	было бы	14	4
83	к жизни	1	4
84	мира и	1	4
85	конце концов	1	4
86	том числе	1	4
87	и есть	4	3
88	с точки	11	3
89	с ее	2	3
90	он был	3	3
91	на них	1	3
92	во всех	4	3
93	совсем не	1	3
94	кроме того	4	3
95	и те	1	3
96	при этом	6	3
97	но именно	2	3
98	и по	2	3
99	связанные с	1	3
100	его в	2	3
101	несмотря на	4	3
102	во время	1	3
103	в своей	4	3
104	в их	1	3
105	оказывается что	1	3
106	тем самым	4	3
107	сам он	1	3
108	захватывает и	1	3
109	в отношении	4	3
110	не имеет	4	3
111	тем что	3	3
112	как о	3	3
113	свою очередь	1	3
114	можно было	4	3
115	за то	1	3
116	его интересует	1	3
117	и вся	1	3
118	все его	1	3
119	нас в	1	3
120	что он	8	3
121	поэтому и	1	3
122	по этому	2	3
123	образов в	1	3
124	из них	3	3
125	в одном	4	3
126	так как	5	3
127	нового времени	1	3
128	не на	1	3
129	не было	3	3
130	но есть	1	3
131	не может	5	3
132	и потому	7	3
133	в той	8	3
134	но этот	2	3
135	в человеческом	2	3
136	в это	2	3
137	но это	6	3
138	не подлежит	1	3
139	с ними	2	3
140	в свою	1	3
141	не знает	1	3
142	того же	2	3
143	является и	3	3
144	жизни и	5	3
145	и другие	1	3
146	это в	1	3
147	также и	13	2
148	мы здесь	2	2
149	и то	2	2
150	на самом	5	2
151	и так	1	2
152	времени он	1	2
153	пространства и	1	2
154	есть не	6	2
155	мы не	7	2
156	что между	1	2
157	в которой	2	2
158	но по	2	2
159	на глазах	1	2
160	по адресу	1	2
161	и самого	1	2
162	еще не	7	2
163	время в	1	2
164	в чем	2	2
165	и человеческой	1	2
166	с его	2	2
167	а следовательно	1	2
168	а только	6	2
169	характер они	1	2
170	явлений и	3	2
171	отношение к	1	2
172	не просто	16	2
173	мы сейчас	3	2
174	перед нами	13	2
175	говорит что	2	2
176	более или	2	2
177	то ли	2	2
178	имеем в	3	2
179	учение о	3	2
180	как он	1	2
181	они в	1	2
182	и еще	1	2
183	и вот	1	2
184	одно и	1	2
185	человека в	3	2
186	что все	1	2
187	и может	2	2
188	это было	2	2
189	себе все	2	2
190	с начала	1	2
191	с этим	4	2
192	далеко не	2	2
193	мы имеем	6	2
194	числе и	1	2
195	в этих	5	2
196	том как	2	2
197	мы в	1	2
198	или менее	2	2
199	новому назначению	1	2
200	на всю	1	2
201	что есть	1	2
202	дело не	3	2
203	дело в	2	2
204	здесь на	2	2
205	и сама	3	2
206	следовательно и	1	2
207	весь этот	2	2
208	в области	3	2
209	и времени	1	2
210	нет ни	4	2
211	не знаем	1	2
212	к тому	3	2
213	за что	1	2
214	они и	2	2
215	не есть	12	2
216	в каждой	3	2
217	и образ	4	2
