N	2gram	Losev_Prob_1	Psycholo
1	то что	42	37
2	и в	32	30
3	в том	9	27
4	что в	12	24
5	и что	9	23
6	потому что	16	23
7	том что	12	21
8	того чтобы	9	20
9	таким образом	6	20
10	все время	2	20
11	для того	8	20
12	как бы	14	19
13	на то	8	17
14	что он	7	17
15	не только	17	16
16	если мы	11	16
17	в этом	19	14
18	в самом	6	14
19	то есть	33	13
20	в нас	2	13
21	как раз	13	13
22	так же	9	13
23	показать что	1	12
24	в сущности	2	12
25	вместе с	2	12
26	может быть	14	11
27	если бы	4	11
28	что мы	13	11
29	как на	1	11
30	о том	11	10
31	и то	6	9
32	никогда не	7	9
33	так как	11	9
34	с другой	3	9
35	для этого	3	9
36	не может	8	9
37	сказать что	13	9
38	мы увидим	3	9
39	самом деле	6	8
40	мы имеем	2	8
41	что это	3	8
42	он должен	2	8
43	при этом	6	8
44	заключается в	1	8
45	с тем	5	8
46	сейчас же	3	8
47	не в	4	8
48	сущности говоря	1	8
49	к тому	3	8
50	и это	9	8
51	тому что	4	8
52	того что	7	8
53	мы видим	2	8
54	а не	15	8
55	могут быть	2	8
56	и т	11	7
57	то же	10	7
58	но не	9	7
59	все же	1	7
60	и как	6	7
61	в нем	13	7
62	точки зрения	3	7
63	по себе	15	7
64	в основе	1	7
65	этих двух	1	7
66	мы можем	4	7
67	действующих лиц	2	7
68	как это	6	7
69	мы уже	5	6
70	что если	2	6
71	в своем	5	6
72	говорит что	1	6
73	и если	6	6
74	что она	5	6
75	на этом	1	6
76	факт что	1	6
77	что все	3	6
78	ясно что	3	6
79	как и	3	6
80	никак не	4	6
81	и его	3	6
82	как будто	3	6
83	когда мы	8	6
84	в совершенно	1	6
85	или в	4	6
86	и здесь	6	6
87	о котором	1	6
88	и тем	13	6
89	уже в	3	6
90	тем что	7	6
91	но и	9	6
92	именно в	4	6
93	и не	31	6
94	и для	4	6
95	что оно	3	6
96	совершенно не	6	6
97	жизни и	1	6
98	в искусстве	3	6
99	и есть	6	5
100	еще не	9	5
101	по этому	3	5
