N	2gram	Trubetskoy_1	FransuaR
1	и в	14	65
2	то есть	1	45
3	как бы	4	22
4	и не	19	22
5	вовсе не	1	18
6	в сущности	1	16
7	в том	17	16
8	в этом	17	15
9	но в	2	14
10	в нем	5	13
11	мы уже	2	12
12	и на	5	11
13	прежде всего	8	11
14	все эти	2	10
15	не только	9	10
16	так и	1	10
17	но и	10	10
18	и потому	3	10
19	том числе	1	10
20	во всех	5	9
21	в эпоху	1	9
22	в его	4	9
23	все это	6	9
24	всех этих	3	8
25	в своем	6	8
26	в основе	1	8
27	в духе	1	8
28	культуры и	2	8
29	и даже	2	8
30	по своему	1	8
31	его в	4	7
32	точки зрения	11	7
33	в области	2	7
34	только в	5	7
35	влияние на	1	7
36	числе и	1	7
37	жизни и	4	7
38	на самом	6	6
39	они были	1	6
40	в ней	2	6
41	еще не	3	6
42	все же	4	6
43	и у	1	6
44	главным образом	3	6
45	при этом	5	6
46	том что	9	6
47	никогда не	5	6
48	как мы	1	6
49	в значительной	3	6
50	так как	4	6
51	может быть	9	6
52	как и	4	5
53	в своей	5	5
54	потому что	5	5
55	той или	3	5
56	между тем	5	5
57	для него	6	5
58	или иной	5	5
59	еще и	1	5
60	превращается в	1	5
61	связь с	1	5
62	в частности	2	5
63	и все	1	5
64	в своих	6	5
65	жизни в	5	5
66	в общем	1	4
67	и к	6	4
68	в самом	3	4
69	в этой	4	4
70	этой культуры	2	4
71	входит в	1	4
72	во время	2	4
73	в их	4	4
74	не в	4	4
75	до сих	5	4
76	связи с	3	4
77	в жизни	1	4
78	из них	3	4
79	сих пор	5	4
80	это как	1	4
81	для нас	2	4
82	культуры в	3	4
83	совершенно не	2	4
84	это в	2	4
85	в применении	1	3
86	самом деле	7	3
87	не просто	2	3
88	в себя	1	3
89	уже не	2	3
90	но все	1	3
91	то что	13	3
92	в себе	9	3
93	но на	1	3
94	европейской культуры	2	3
95	и с	7	3
96	на этой	2	3
97	и других	1	3
98	это не	1	3
99	в ее	1	3
100	с точки	9	3
101	но это	2	3
102	даже в	1	3
103	преимущественно в	1	3
104	по своей	1	3
105	этом отношении	1	3
106	не могут	4	3
107	и прежде	1	3
108	с ним	2	3
109	в самой	1	3
110	с другой	1	3
111	и во	3	3
112	к нему	2	3
113	вся эта	2	3
114	что он	6	3
115	но как	1	3
116	в известной	1	3
117	друг друга	3	3
118	в других	2	3
119	даже и	2	3
120	связан с	1	3
121	связаны с	1	3
122	и их	1	3
123	применении к	1	3
124	в состоянии	1	3
125	но для	2	3
126	не является	1	3
127	и ни	3	3
128	не может	22	3
129	что в	4	3
130	отношения к	2	2
131	видеть в	2	2
132	вся она	2	2
133	из всех	2	2
134	на тех	1	2
135	не была	1	2
136	бы ни	2	2
137	которое в	1	2
138	он был	1	2
139	на них	1	2
140	время в	2	2
141	но не	4	2
142	значение и	1	2
143	нет и	1	2
144	своему существу	1	2
145	и наконец	2	2
146	из этих	3	2
147	во многих	2	2
148	он не	5	2
149	они в	1	2
150	не к	2	2
151	и вот	2	2
152	на его	1	2
153	и по	3	2
154	это его	1	2
155	так например	1	2
156	значительной степени	1	2
157	на все	1	2
158	большинстве случаев	2	2
159	но вся	1	2
160	культуры к	1	2
161	всегда и	1	2
162	жизни но	1	2
163	в этих	2	2
164	от своего	1	2
165	и без	1	2
166	их в	2	2
167	от чисто	1	2
168	в таких	2	2
169	строя и	1	2
170	дело в	1	2
171	на него	1	2
172	образом в	1	2
173	всего на	1	2
174	во всем	4	2
175	же он	1	2
176	к себе	2	2
177	есть только	1	2
178	могут быть	1	2
179	языках и	1	2
180	к тому	7	2
181	и это	1	2
182	значительной мере	2	2
183	но при	1	2
184	и многие	1	2
185	приводит к	4	2
186	роль в	1	2
187	стремление к	7	2
188	и начало	1	2
189	о том	7	2
190	можно сказать	1	2
191	ни на	1	2
192	на отдельные	1	2
193	отметить что	2	2
194	представления о	1	2
195	в свете	1	2
196	этот вопрос	2	2
197	к какому	1	2
