N	3gram	Vinokur_Ku_3	EvropaiC
1	в том что	8	16
2	до сих пор	8	12
3	по отношению к	2	10
4	с точки зрения	16	8
5	на самом деле	3	7
6	более или менее	2	7
7	друг от друга	1	6
8	для того чтобы	11	6
9	в самом деле	11	5
10	лишь в том	2	5
11	то ясно что	1	4
12	в этом случае	4	4
13	в том случае	4	4
14	может быть и	1	4
15	к тому же	2	4
16	с другой стороны	3	4
17	не может быть	3	4
18	о том что	3	4
19	тем не менее	9	4
20	и того же	2	3
21	одного и того	2	3
22	только в степени	1	3
23	так же как	1	3
24	в данном случае	4	3
25	в связи с	4	3
26	в целом ряде	1	3
27	заключается в том	1	3
28	что же касается	1	2
29	принять во внимание	2	2
30	о том чтобы	1	2
31	ответить на вопрос	1	2
32	при этом что	2	2
33	только то что	2	2
34	бы то ни	1	2
35	то же время	1	2
36	вместе с тем	1	2
37	именно потому что	1	2
38	с одной стороны	4	2
39	а с другой	3	2
40	во всяком случае	1	2
41	в свою очередь	1	2
42	но все же	1	2
43	в то же	1	2
44	в вопросе о	1	2
45	потому что как	3	1
46	должны быть поставлены	1	1
47	есть не более	1	1
48	хотя и не	1	1
49	между прочим в	1	1
50	в целом есть	1	1
51	с тем как	1	1
52	не говоря уже	2	1
53	тем вопрос о	1	1
54	которое на самом	1	1
55	если мы будем	1	1
56	то же самое	1	1
57	сих пор еще	3	1
58	они не могут	1	1
59	только в том	2	1
60	тем что она	2	1
61	и не может	1	1
62	говоря уже о	2	1
63	в зависимости от	7	1
64	для этой цели	1	1
65	что все эти	1	1
66	а может быть	1	1
67	мы находим в	1	1
68	дело идет об	1	1
69	но для этого	1	1
70	из того что	1	1
71	и если бы	1	1
72	одна на другую	1	1
73	совершенно ясно что	2	1
74	точки зрения на	2	1
75	все эти понятия	1	1
76	по крайней мере	1	1
77	не будет уже	1	1
78	но все они	1	1
79	в равной мере	1	1
80	то обстоятельство что	3	1
81	уже о том	1	1
82	что тот или	1	1
83	если мы возьмем	1	1
84	может быть не	1	1
85	самом деле ведь	1	1
86	может служить орудием	1	1
87	и в нашем	1	1
88	который как мы	1	1
89	вопрос этот требует	1	1
90	не в том	2	1
91	и так как	1	1
92	и той же	1	1
93	то в результате	1	1
94	представить себе как	1	1
95	именно в том	1	1
96	а так как	1	1
97	целом ряде случаев	1	1
98	в тех случаях	1	1
99	а в том	1	1
100	то увидим что	1	1
101	в научной литературе	1	1
102	до тех пор	4	1
103	но для того	1	1
104	самом деле есть	1	1
105	на наших глазах	1	1
106	же самое что	1	1
107	в то время	1	1
108	на точку зрения	2	1
109	из которых каждый	1	1
110	смысле этого слова	2	1
111	в этом я	1	1
112	не только не	1	1
113	у нас с	1	1
114	можно рассматривать как	1	1
115	отношению к таким	1	1
116	тем более что	2	1
117	производства таким образом	1	1
118	тех случаях когда	1	1
119	не в пользу	1	1
120	это действительно так	1	1
121	в том числе	2	1
122	к тому что	1	1
123	одной и той	1	1
124	как мы видели	2	1
125	если бы все	1	1
126	образом и на	1	1
127	этот вопрос в	1	1
128	от друга в	1	1
129	между тем вопрос	1	1
130	в большей степени	2	1
131	только тогда когда	4	1
132	тот или иной	2	1
