N	3gram	Kanaev_Sov_1	StatiiOP
1	в том что	1	16
2	до сих пор	1	5
3	дело в том	1	4
4	тот факт что	1	4
5	так же как	1	3
6	во всяком случае	2	3
7	с самого начала	3	3
8	с точки зрения	5	2
9	сами по себе	1	2
10	в отличие от	2	2
11	бы то ни	1	2
12	совершенно так же	1	2
13	то ни было	1	2
14	и в этом	1	2
15	всяком случае не	1	2
16	не в том	1	2
17	в самом деле	1	2
18	само собою разумеется	2	2
19	но все же	1	2
20	тем не менее	2	2
21	в обоих случаях	1	1
22	и пр но	1	1
23	на самом деле	1	1
24	в настоящее время	2	1
25	в этом смысле	1	1
26	каждого из них	2	1
27	и именно в	1	1
28	на этот вопрос	1	1
29	в зависимости от	4	1
30	ни о каком	1	1
31	в данном случае	1	1
32	в известном смысле	1	1
33	же как у	1	1
34	одни и те	1	1
35	в связи с	1	1
36	в свое время	1	1
37	по отношению к	1	1
38	совершенно независимо от	1	1
39	то же время	1	1
40	сих пор в	1	1
41	в свою очередь	2	1
42	в этом случае	1	1
43	и что следовательно	1	1
44	по его мнению	1	1
45	и те же	1	1
46	в то же	1	1
47	что в ней	1	1
