N	3gram	Bakhtin_Pr_5	Istorich
1	с другой стороны	3	7
2	в этом случае	1	5
3	до сих пор	1	5
4	в том что	2	5
5	тем не менее	1	5
6	как мы видели	1	5
7	в данном случае	1	3
8	мы видели что	1	3
9	по отношению к	6	2
10	и в других	1	2
11	что и в	1	2
12	то время как	1	2
13	и то что	1	2
14	так может быть	1	2
15	во всяком случае	4	2
16	это еще не	1	2
17	но тем не	1	2
18	в то время	1	2
19	о том что	1	2
20	не только не	1	2
21	но все же	2	2
22	как и в	1	2
23	к тому же	3	2
24	в нем происходит	1	1
25	мы остановимся только	1	1
26	и столь же	1	1
27	время от времени	1	1
28	и от него	1	1
29	в чем же	1	1
30	подобно тому как	2	1
31	очень много примеров	1	1
32	уже не в	1	1
33	как если бы	1	1
34	с точки зрения	2	1
35	что он ничего	1	1
36	что он все	1	1
37	есть своего рода	1	1
38	что в нем	1	1
39	можно было бы	2	1
40	это вовсе не	1	1
41	к этому мы	1	1
42	здесь еще не	1	1
43	вместе с тем	1	1
44	может быть и	1	1
45	что он так	1	1
46	как мы сейчас	1	1
47	остановимся только на	2	1
48	смысле этого слова	2	1
49	но там где	1	1
50	в такой же	2	1
51	на всю жизнь	2	1
52	один из моментов	1	1
53	мы уже говорили	5	1
54	видели что в	1	1
55	мы сейчас увидим	1	1
56	и в том	1	1
57	а так как	1	1
58	следующий за ним	1	1
59	и вместе с	1	1
60	в свою очередь	1	1
61	и прежде всего	4	1
62	на самом деле	9	1
63	не может быть	3	1
64	с самого начала	8	1
65	но в этом	1	1
66	с ними а	2	1
67	можно сказать что	1	1
68	но и не	1	1
69	друг от друга	1	1
70	в большинстве случаев	2	1
71	друг с другом	4	1
72	и было бы	1	1
