N	2gram	Medvedev_F_2	Problema
1	то что	6	38
2	вовсе не	11	37
3	и не	20	37
4	и в	38	35
5	не есть	3	33
6	не только	9	24
7	сказать что	2	24
8	том что	2	19
9	у нас	1	18
10	даже и	4	18
11	о том	1	18
12	может быть	23	18
13	в этом	27	17
14	настоящее время	1	16
15	но и	13	16
16	в настоящее	1	16
17	такого рода	1	15
18	в языке	6	15
19	только в	6	14
20	не менее	1	13
21	потому что	2	13
22	не может	14	13
23	во всяком	5	13
24	тем не	1	12
25	того что	3	12
26	в том	11	12
27	хотя бы	6	12
28	не просто	2	11
29	не будет	2	11
30	значения и	2	11
31	и даже	4	11
32	так что	1	11
33	прежде всего	15	11
34	что в	7	11
35	в таком	2	11
36	таком случае	1	10
37	и то	2	10
38	говорить о	5	10
39	всяком случае	5	10
40	ничего не	4	10
41	и с	9	10
42	а не	6	10
43	в данном	1	10
44	да и	1	10
45	едва ли	2	9
46	в этой	6	9
47	для себя	1	9
48	если мы	5	9
49	только на	3	9
50	что же	5	9
51	для нас	1	9
52	этого термина	2	8
53	значение и	3	8
54	все же	8	8
55	по себе	7	8
56	есть только	2	8
57	ясно что	1	8
58	в виду	2	8
59	было бы	6	8
60	уже не	7	8
61	при помощи	2	8
62	как раз	6	8
63	только о	1	8
64	совсем не	2	7
65	все эти	6	7
66	того или	4	7
67	мы не	3	7
68	тем самым	2	7
69	не имеет	2	7
70	не является	3	7
71	в конце	2	7
72	так и	8	7
73	в его	10	7
74	конце концов	2	7
75	так как	4	7
76	этом случае	1	7
77	и т	14	6
78	есть не	1	6
79	с другой	3	6
80	но как	2	6
81	а только	2	6
82	к сожалению	2	6
83	но в	4	6
84	так или	1	6
85	на то	1	6
86	т д	5	6
87	был бы	1	6
88	по крайней	1	6
89	а а	1	6
90	не о	4	6
91	как будто	1	6
92	крайней мере	1	6
93	можно сказать	1	6
94	в виде	1	6
95	ни в	2	6
96	в области	3	6
97	или иначе	1	6
98	а именно	2	6
99	о чем	1	6
100	но это	2	6
101	и для	5	6
102	не существует	1	6
103	в то	5	6
104	то же	6	5
105	отнюдь не	8	5
106	с этим	5	5
107	в самом	16	5
108	в себе	1	5
109	с другими	10	5
110	этом смысле	2	5
111	как и	9	5
112	и без	1	5
113	представление о	2	5
114	и более	2	5
115	раз и	4	5
116	это то	1	5
117	связи с	13	5
118	той или	1	5
119	и это	2	5
120	как мы	7	5
121	данном случае	1	5
