N	2gram	Ircho_Kome_3	Istorich
1	и в	22	22
2	мы имеем	1	19
3	в этом	8	17
4	и т	4	16
5	т е	16	16
6	т д	1	15
7	что в	5	15
8	не только	5	14
9	в доме	10	12
10	но и	4	12
11	и не	21	12
12	в дом	14	12
13	в этих	1	11
14	может быть	6	11
15	или в	1	11
16	но в	5	10
17	после чего	2	10
18	таким образом	12	10
19	еще не	6	10
20	в нем	3	9
21	что и	8	9
22	в том	12	9
23	что он	8	9
24	вместе с	9	9
25	как мы	2	8
26	мы видим	1	8
27	что они	2	8
28	с этим	3	8
29	том что	13	8
30	пребывания в	2	7
31	но не	1	7
32	то что	4	7
33	и здесь	4	7
34	из них	5	7
35	так как	11	7
36	с другой	4	7
37	другой стороны	2	7
38	к этому	6	7
39	то же	7	6
40	это не	2	6
41	в ином	1	6
42	во время	6	6
43	ничего не	3	6
44	связи с	5	6
45	возможно что	3	6
46	все еще	2	6
47	если бы	8	6
48	в них	3	6
49	что здесь	1	6
50	друг друга	4	6
51	мы можем	3	6
52	женится на	1	6
53	а не	4	6
54	в течение	3	6
55	а в	7	6
56	с ней	1	6
57	все же	4	5
58	он не	5	5
59	что она	4	5
60	здесь мы	1	5
61	в этой	3	5
62	тем не	3	5
63	не менее	5	5
64	могут быть	1	5
65	живет в	1	5
66	к нему	5	5
67	один из	3	5
68	так что	6	5
69	до сих	9	5
70	показывает что	1	5
71	в некоторых	1	5
72	у меня	1	5
73	в частности	3	5
74	этом случае	2	5
75	сих пор	9	5
76	одним из	2	4
77	что ты	2	4
78	и на	2	4
79	все эти	1	4
80	отношение к	5	4
81	не в	4	4
82	имеем в	1	4
83	на этом	1	4
84	и с	4	4
85	не всегда	1	4
86	как это	5	4
87	но он	1	4
88	к ней	8	4
89	и его	6	4
90	тем что	5	4
91	что на	1	4
92	она не	2	4
93	в пределах	2	4
94	в другой	1	4
95	что девушка	2	4
96	с появлением	1	4
97	только в	1	4
98	его и	1	4
99	в других	3	4
100	представляют собой	2	4
101	а именно	1	4
102	они не	1	4
103	и там	1	4
104	для нас	1	4
105	этот дом	1	4
106	в свою	7	4
107	на смену	1	4
108	не может	3	4
109	свою жену	1	3
110	если я	1	3
111	я не	1	3
112	представление о	2	3
113	и ее	2	3
114	не совсем	2	3
115	в чем	1	3
116	со стороны	11	3
117	не видно	1	3
118	в одной	1	3
119	некоторое время	1	3
120	целый ряд	2	3
121	и как	1	3
122	и к	3	3
123	в целом	3	3
124	представляет собой	3	3
125	из этих	1	3
126	на его	2	3
127	их в	3	3
128	могло быть	2	3
129	а затем	2	3
130	рождение ребенка	1	3
131	его в	8	3
132	дома и	3	3
133	было бы	3	3
134	должен был	4	3
135	приходит в	1	3
136	для них	1	3
137	все равно	3	3
138	далеко не	3	3
139	как и	3	3
140	состоит в	2	3
141	должны были	1	3
142	одном из	1	3
143	некоторых случаях	1	3
144	никогда не	3	3
145	почему в	1	3
146	детей и	1	3
147	потому что	10	3
148	он и	2	3
149	к тому	6	3
150	о том	8	3
151	здесь не	2	3
152	здесь были	1	3
153	что у	1	3
154	он к	1	3
155	этому же	1	3
156	из дому	4	3
157	от них	1	3
158	в его	8	3
159	и она	1	3
160	и у	1	3
161	за ним	2	3
162	прежде всего	5	3
163	у него	4	3
164	дом на	1	3
165	уходит в	1	3
166	мы еще	1	3
167	превращается в	1	3
168	в связи	4	3
169	так же	4	3
170	стороны и	2	3
171	и от	1	3
172	его не	2	3
173	и все	2	3
174	сказать что	1	3
175	равно как	2	3
176	все что	3	3
177	отец еще	1	2
178	например в	1	2
179	до известного	1	2
180	приходит на	1	2
181	здесь и	2	2
182	в котором	2	2
183	той же	1	2
184	вопрос о	1	2
185	время как	2	2
186	на себя	4	2
187	из того	3	2
188	то это	5	2
189	и он	2	2
190	в ней	4	2
191	знаем что	1	2
192	доме и	1	2
193	к жизни	1	2
194	в сторону	1	2
195	по отношению	5	2
196	в качестве	2	2
197	себе и	1	2
198	независимо от	1	2
199	его на	2	2
200	как в	2	2
201	в своем	8	2
202	ней в	2	2
203	хотя и	5	2
204	узнает что	1	2
205	что по	1	2
206	в этот	1	2
207	образом и	1	2
208	то время	2	2
209	тому же	6	2
210	если он	2	2
211	не могла	3	2
212	при этом	7	2
213	видно что	2	2
214	из этой	2	2
215	нее и	1	2
