N	2gram	Tiupa_Narr_2	Mirosoze
1	и в	13	46
2	в нем	5	22
3	у него	6	22
4	может быть	10	21
5	в этом	13	20
6	не только	26	18
7	и не	14	18
8	никогда не	6	18
9	для него	4	18
10	но и	15	15
11	не может	8	15
12	как и	4	13
13	ведет к	2	13
14	а не	17	13
15	к человеку	1	12
16	прежде всего	6	12
17	потому что	2	12
18	и он	2	11
19	но он	2	11
20	в ней	2	11
21	у нас	2	11
22	но в	6	10
23	в себе	8	10
24	он не	5	10
25	не в	8	9
26	не знает	1	9
27	отношение к	1	8
28	в своем	6	8
29	она не	1	8
30	в любви	1	8
31	как бы	6	8
32	но это	2	8
33	в мире	4	7
34	как в	5	7
35	и к	6	7
36	в нашем	2	7
37	в этой	4	7
38	хотя бы	2	7
39	и потому	1	7
40	и для	3	7
41	что он	5	7
42	вопрос о	1	6
43	что это	4	6
44	не могу	2	6
45	он сам	2	6
46	и здесь	2	6
47	так же	2	6
48	того что	6	6
49	жизни и	4	6
50	по преимуществу	1	5
51	то же	4	5
52	есть не	1	5
53	я не	5	5
54	в самом	2	5
55	бы и	1	5
56	что она	2	5
57	что все	1	5
58	в своей	4	5
59	в отношении	1	5
60	в конце	4	5
61	и его	3	5
62	к тому	9	5
63	те же	2	5
64	это не	3	5
65	один из	3	5
66	в его	6	5
67	для того	1	5
68	то что	8	5
69	и все	4	5
70	также и	1	4
71	жизни это	1	4
72	с его	3	4
73	в жизни	6	4
74	том что	13	4
75	жизнь и	1	4
76	его отношение	1	4
77	тому что	3	4
78	не имеет	2	4
79	того чтобы	3	4
80	что у	2	4
81	так и	9	4
82	означает что	1	4
83	народной жизни	1	4
84	себя в	2	4
85	уже не	4	4
86	что и	2	4
87	в свою	2	4
88	они не	2	4
89	в бога	1	4
90	человека не	1	4
91	что в	4	4
92	все что	4	4
93	же как	2	3
94	это и	1	3
95	к другому	2	3
96	той же	2	3
97	и самого	1	3
98	иное как	1	3
99	в чем	2	3
100	человеку и	1	3
101	как он	2	3
102	и она	1	3
103	не бывает	1	3
104	не будет	2	3
105	и с	1	3
106	ни в	1	3
107	всю жизнь	1	3
108	не мог	1	3
109	в такой	1	3
110	что было	1	3
111	не для	1	3
112	можно ли	1	3
113	человека есть	2	3
114	принадлежат к	1	3
115	что иное	1	3
116	по своей	3	3
117	людей и	1	3
118	только с	1	3
119	не существует	1	3
120	было в	1	3
121	ничего подобного	1	3
122	если бы	4	3
123	с ним	4	3
124	о том	5	3
125	и во	1	3
126	что они	3	3
127	каждого человека	1	3
128	в том	14	3
129	только в	11	3
130	есть в	1	3
131	тем что	1	3
132	с другим	2	3
133	до сих	1	3
134	к которому	2	3
135	связано с	1	3
136	с которым	1	3
137	человек в	3	3
138	жизни в	6	3
139	и нет	1	3
140	сих пор	1	3
141	и от	1	3
142	сказать что	3	3
143	не что	1	3
144	в своих	2	3
145	отношения к	1	2
146	с таким	2	2
147	его не	1	2
148	ему принадлежат	1	2
149	но она	1	2
150	как то	1	2
151	принадлежит к	1	2
152	а для	1	2
153	не от	1	2
154	во всех	1	2
155	по отношению	5	2
156	себе и	2	2
157	не хотел	1	2
158	более чем	2	2
159	в центре	2	2
160	как к	3	2
161	хотя и	5	2
162	в действительности	1	2
163	от своей	1	2
164	то в	1	2
165	в которой	1	2
166	бы не	1	2
167	не к	4	2
168	на этом	1	2
169	с собой	1	2
170	еще более	1	2
171	в единую	1	2
172	достоевского и	2	2
173	если я	1	2
174	не всегда	1	2
175	должно быть	1	2
176	в церкви	2	2
177	не будут	1	2
178	в этих	1	2
179	точки зрения	5	2
180	личного начала	1	2
181	ее в	1	2
182	место в	5	2
183	от его	2	2
184	мир и	1	2
185	ему как	1	2
186	что есть	1	2
187	эта любовь	1	2
188	чем не	1	2
189	ничего не	6	2
190	жизни не	1	2
191	к ней	3	2
192	связи с	1	2
193	было не	1	2
194	как будто	1	2
195	личности к	1	2
196	в основе	1	2
197	к себе	7	2
198	оно не	2	2
199	мысль о	2	2
200	его любовь	1	2
201	и человеческого	1	2
202	можно было	2	2
203	еще в	1	2
204	быть может	2	2
205	и что	2	2
206	к нему	1	2
207	другого в	1	2
208	все время	1	2
209	подобно тому	2	2
210	но с	1	2
211	бы его	1	2
212	а лишь	1	2
213	он уже	1	2
214	между тем	3	2
215	это означает	1	2
216	так что	1	2
217	со своим	2	2
218	ни одного	1	2
219	него и	1	2
220	подлинного бытия	1	2
