N	3gram	Tiupa_Narr_2	Psycholo
1	в самом деле	1	18
2	в том что	8	11
3	с точки зрения	2	9
4	то же самое	1	8
5	для того чтобы	1	8
6	все то что	2	6
7	до сих пор	1	5
8	и т п	2	5
9	с одной стороны	5	5
10	самом деле когда	1	3
11	о том что	4	3
12	по его словам	1	2
13	если бы она	1	2
14	в своем роде	1	2
15	в той степени	1	2
16	имеет место в	1	2
17	на самом деле	2	2
18	то время как	1	2
19	в данном случае	6	2
20	не в том	1	2
21	во всяком случае	1	2
22	что у него	1	2
23	то что он	1	2
24	я не могу	1	2
25	в то время	1	2
26	к тому что	3	2
27	в том смысле	1	2
28	по аналогии с	1	2
29	и в другом	1	2
30	в том виде	1	1
31	таким образом что	1	1
32	более или менее	1	1
33	никак не может	1	1
34	того или иного	3	1
35	в зависимости от	1	1
36	слушатель или читатель	1	1
37	он говорит о	1	1
38	в отличие от	5	1
39	не могло бы	1	1
40	в этом отношении	3	1
41	но они не	1	1
42	можно было бы	1	1
43	и здесь мы	1	1
44	в основе своей	1	1
45	том смысле как	1	1
46	с этой точки	1	1
47	и в сердце	1	1
48	не могли бы	1	1
49	и что в	1	1
50	здесь мы имеем	1	1
51	в противоречие с	1	1
52	по контрасту с	1	1
53	состоит в том	4	1
54	не зависит от	2	1
55	автора и читателя	1	1
56	в евгении онегине	1	1
57	а с другой	1	1
58	на второй план	2	1
59	мы всякий раз	1	1
60	что все эти	1	1
61	мере в какой	2	1
62	а между тем	1	1
63	этой точки зрения	1	1
64	построена так что	1	1
65	степени в какой	1	1
66	а в том	2	1
67	и все же	2	1
68	здесь не только	1	1
69	по сравнению с	1	1
70	той степени в	1	1
71	каждого из этих	1	1
72	что в ней	1	1
73	несмотря на свой	1	1
74	не только не	2	1
75	жизни а не	1	1
76	можно сказать что	3	1
77	но и не	1	1
78	как бы в	2	1
79	которая состоит в	2	1
80	не может быть	2	1
81	по его мнению	1	1
82	на то чтобы	2	1
83	в разговоре с	1	1
84	подобно тому как	2	1
85	к тому же	4	1
86	как раз в	1	1
