N	2gram	Voloshinov_1	Dialekti
1	и не	1	30
2	и в	3	18
3	точки зрения	1	17
4	может быть	1	17
5	а не	1	14
6	не только	1	13
7	с точки	1	12
8	если бы	1	12
9	не может	4	12
10	то же	1	10
11	несмотря на	1	10
12	но и	1	7
13	в то	1	6
14	в особенности	1	5
15	смысл и	1	4
16	же время	1	4
17	к тому	1	4
18	мы видим	1	4
19	может и	1	4
20	в ней	1	3
21	если в	2	3
22	тому что	1	3
23	больше ничего	1	3
24	один из	2	3
25	в его	1	3
26	и все	1	3
27	бы в	1	3
28	и больше	1	2
29	из этих	1	2
30	в каждом	1	2
31	с другими	1	2
32	вещей и	1	2
33	не менее	1	2
34	для него	1	2
35	категорий и	1	1
36	с самых	1	1
37	о формах	1	1
38	нет и	1	1
39	себе все	1	1
40	с теми	1	1
41	именно с	1	1
42	связи с	1	1
43	сравнении с	1	1
44	на нее	1	1
45	и должно	1	1
46	механистического мировоззрения	1	1
47	на примере	1	1
48	и можно	1	1
49	ней ничего	1	1
50	понимания этого	1	1
51	и тому	1	1
