N	3gram	Voloshinov_1	Problema
1	по отношению к	11	19
2	не может быть	7	11
3	но отнюдь не	2	7
4	с точки зрения	2	6
5	в высшей степени	1	5
6	между тем как	1	5
7	дело и с	1	5
8	и прежде всего	1	5
9	имеет дело с	1	4
10	отношению к материалу	1	4
11	позицию по отношению	1	4
12	в данном случае	2	4
13	в художественном произведении	3	4
14	с другой стороны	2	4
15	в конечном счете	1	4
16	как форма материала	1	3
17	в противном случае	1	3
18	на самом деле	2	3
19	в самом деле	1	3
20	в этом смысле	1	3
21	форму как форму	1	3
22	бы то ни	3	3
23	можно было бы	1	3
24	отношению к содержанию	1	3
25	в основе своей	1	3
26	может быть только	1	3
27	и проч все	1	3
28	далеко не всегда	1	3
29	с одной стороны	2	3
30	то же время	1	3
31	в том что	4	3
32	в то же	1	3
33	тем не менее	3	3
34	и в нем	1	3
35	в чем не	1	2
36	можно сказать что	5	2
37	проч все эти	1	2
38	то же самое	2	2
39	в том же	1	2
40	со всех сторон	1	2
41	ни в коем	1	2
42	но и в	1	2
43	ни в чем	1	2
44	только там где	1	2
45	и не может	3	2
46	в лучшем случае	1	2
47	в коем случае	1	2
48	и в частности	1	2
49	то ни было	3	2
50	с помощью определенного	1	2
51	мы имеем дело	1	2
52	помощью определенного материала	1	2
53	не совпадает с	1	2
54	в нашем примере	7	2
55	художественном произведении как	1	2
56	мы можем сказать	2	2
57	все эти моменты	1	2
58	не довлеет себе	2	2
59	за его пределы	1	2
60	в этом отношении	1	2
61	формы и содержания	2	2
62	творца и не	1	1
63	а между тем	1	1
64	становится только в	1	1
65	и осознает себя	1	1
66	следует отметить что	1	1
67	из общего для	1	1
68	произведения и его	1	1
69	незаместимое место в	1	1
70	является таким образом	1	1
71	для историка литературы	1	1
72	в свою очередь	1	1
73	вне искусства в	1	1
74	бы они ни	1	1
75	формы дело в	1	1
76	форма должна быть	2	1
77	подобно тому как	1	1
78	в настоящее время	2	1
79	в том и	1	1
80	одной стороны и	2	1
81	как в нашем	2	1
82	в нем и	1	1
83	искусства может быть	1	1
84	до сих пор	3	1
85	для эстетики как	1	1
86	до известной степени	2	1
87	и должна быть	1	1
88	и умирает в	1	1
89	в ней как	2	1
90	сами по себе	1	1
91	не есть форма	1	1
92	художественную форму как	2	1
93	конечно не может	2	1
94	только на основе	1	1
95	и др и	1	1
96	на самом же	1	1
97	но несмотря на	1	1
98	лингвистической точки зрения	1	1
99	по аналогии с	1	1
100	в поэтическом произведении	1	1
101	или хотя бы	1	1
102	называемый формальный метод	1	1
103	взаимодействия творца и	1	1
104	с так называемой	1	1
105	ни в какой	1	1
106	может быть и	3	1
107	здесь же мы	1	1
108	согласием или несогласием	1	1
109	в котором слово	2	1
110	и не в	3	1
111	еще не вполне	1	1
112	отнюдь не является	1	1
113	можно найти в	1	1
114	что не к	1	1
115	художественную форму в	1	1
116	в значительной степени	1	1
117	то время как	1	1
118	контекста в котором	2	1
119	или о чем	1	1
120	не только его	1	1
121	быть понята и	1	1
122	но в то	1	1
123	едва ли кто-нибудь	1	1
124	события и его	1	1
125	поэтики художественное произведение	1	1
126	независимо от него	1	1
127	отношению к которому	1	1
128	и другие формальные	1	1
129	и в этом	1	1
130	и менее всего	1	1
131	имеем дело с	1	1
132	в нашем случае	1	1
133	автора к содержанию	1	1
134	на один шаг	1	1
135	и к предмету	1	1
136	в этом направлении	1	1
137	в творчестве достоевского	1	1
138	первого же взгляда	1	1
139	не должна быть	1	1
140	и независимо от	1	1
141	самом же деле	1	1
142	на содержание с	1	1
143	по себе не	1	1
144	хотя бы только	1	1
145	в свои права	1	1
146	от всех моментов	1	1
147	не может предопределить	1	1
148	и проч и	1	1
149	в нем но	1	1
150	могут быть только	1	1
151	относящейся к содержанию	1	1
152	и созерцателя в	1	1
153	равно как и	1	1
154	в то время	1	1
155	свою связь с	1	1
156	на этом основании	1	1
157	и отнюдь не	1	1
158	не обходится без	1	1
159	она как бы	1	1
160	не может стать	1	1
161	творчестве и в	1	1
162	миру и к	1	1
163	не к материалу	1	1
164	они ни были	1	1
165	в двух направлениях	1	1
166	все моменты произведения	1	1
167	как мы уже	1	1
168	это как бы	3	1
169	если бы не	1	1
170	к вопросу о	1	1
171	так относится к	1	1
172	относится не к	1	1
173	моменты произведения в	1	1
174	должна быть понята	1	1
175	так называемый формальный	1	1
176	бы не было	1	1
177	можно определить как	1	1
178	она не может	1	1
179	как и в	1	1
180	выходят за пределы	2	1
181	дело в том	4	1
182	с первого же	1	1
183	отнюдь не совпадает	1	1
184	автор как бы	1	1
