N	3gram	Bakhtin_Fr_7	Literetu
1	то же время	9	9
2	в то же	9	9
3	в том что	3	5
4	с точки зрения	3	3
5	в этом отношении	2	3
6	в данном случае	1	3
7	по отношению к	2	3
8	о том что	1	2
9	за то что	3	2
10	это прежде всего	2	2
11	в его лице	1	2
12	в свое время	2	2
13	в том числе	4	2
14	и в сущности	1	1
15	жизнь и судьба	2	1
16	а в конце	1	1
17	то же самое	1	1
18	тем что в	1	1
19	является одним из	1	1
20	том числе и	2	1
21	вместе с ним	1	1
22	можно было бы	2	1
23	же время здесь	1	1
24	то что было	1	1
25	в историческом времени	1	1
26	ничего общего с	1	1
27	в конце концов	4	1
28	имеет ничего общего	1	1
29	на этом свете	3	1
30	я не мог	1	1
31	прежде всего в	4	1
32	все то что	3	1
33	не имеет ничего	1	1
34	как собственное имя	1	1
35	имел в виду	1	1
36	в свою очередь	3	1
37	на самом деле	1	1
38	в одном из	1	1
39	то есть в	4	1
40	и прежде всего	1	1
41	после того как	4	1
42	ничего не меняет	1	1
43	как мы видели	4	1
