N	2gram	Propp_Isto_6	Komedia
1	и в	26	22
2	и не	10	21
3	т е	22	16
4	том что	10	13
5	таким образом	12	12
6	в том	12	12
7	так как	18	11
8	со стороны	3	11
9	ни в	2	10
10	потому что	13	10
11	до сих	4	9
12	вместе с	8	9
13	сих пор	4	9
14	в этом	12	8
15	его в	5	8
16	в своем	2	8
17	к ней	1	8
18	о том	7	8
19	если бы	3	8
20	в его	5	8
21	что и	4	8
22	что он	9	8
23	то же	5	7
24	при этом	3	7
25	об этом	1	7
26	о чем	2	7
27	только что	2	7
28	а в	3	7
29	в свою	1	7
30	того же	2	6
31	еще не	9	6
32	так что	3	6
33	в то	5	6
34	и его	7	6
35	к тому	2	6
36	того чтобы	1	6
37	ясно что	1	6
38	и что	5	6
39	для того	1	6
40	может быть	11	6
41	к этому	3	6
42	речь идет	1	5
43	что его	1	5
44	отношение к	1	5
45	более чем	1	5
46	но в	7	5
47	не только	10	5
48	в жены	1	5
49	а по	1	5
50	он не	2	5
51	в своей	3	5
52	в которых	2	5
53	то это	5	5
54	не менее	1	5
55	к себе	2	5
56	и сам	2	5
57	хотя и	1	5
58	с ним	8	5
59	к нему	1	5
60	что в	12	5
61	по отношению	2	5
62	тем что	5	5
63	прежде всего	4	5
64	как это	5	5
65	все это	1	5
66	и т	10	4
67	в ней	5	4
68	он был	2	4
69	с другой	10	4
70	тут же	1	4
71	все же	8	4
72	когда он	3	4
73	то что	6	4
74	в себе	3	4
75	что она	3	4
76	но все	2	4
77	и с	6	4
78	с тем	4	4
79	несмотря на	1	4
80	точки зрения	1	4
81	не в	3	4
82	однако в	2	4
83	на него	2	4
84	у него	7	4
85	и здесь	1	4
86	друг друга	1	4
87	так и	5	4
88	здесь нет	2	4
89	и поэтому	1	4
90	вовсе не	2	4
91	но и	9	4
92	а не	2	4
93	в связи	1	4
94	не является	1	4
95	и для	1	4
96	бы в	1	4
97	тем более	1	4
98	так же	2	4
99	идет о	1	3
100	на них	1	3
101	с его	4	3
102	в ее	1	3
103	с этим	2	3
104	и к	1	3
105	и этим	5	3
106	представляет собой	2	3
107	в этой	2	3
108	и тот	1	3
109	по имени	1	3
110	как он	6	3
111	на то	2	3
112	в нем	8	3
113	что ни	1	3
114	приводит к	1	3
115	от нее	2	3
116	было бы	2	3
117	по всему	2	3
118	в них	3	3
119	далеко не	3	3
120	как и	5	3
121	чем в	1	3
