N	3gram	Propp_Isto_1	Freidism
1	по отношению к	3	8
2	не может быть	7	7
3	в большинстве случаев	4	5
4	мы знаем что	1	4
5	в зависимости от	2	4
6	если бы он	1	3
7	для того чтобы	1	3
8	бы то ни	2	3
9	к тому чтобы	1	3
10	на этот вопрос	2	3
11	и тот же	2	3
12	один и тот	2	3
13	с самого начала	2	3
14	формы социальной жизни	1	2
15	то же самое	3	2
16	до сих пор	5	2
17	в таких случаях	2	2
18	в отличие от	2	2
19	но в то	1	2
20	не могут быть	1	2
21	в этом отношении	1	2
22	то ни было	2	2
23	с одной стороны	4	2
24	тем не менее	6	2
25	мы видели что	2	2
26	общие для всех	1	1
27	сводится к тому	1	1
28	только в пределах	1	1
29	уже не может	1	1
30	можно только через	1	1
31	мы никогда не	1	1
32	да и не	1	1
33	это означает что	1	1
34	равно как и	1	1
35	в этом случае	1	1
36	но тем не	1	1
37	в нем и	1	1
38	они не могут	1	1
39	до известной степени	1	1
40	можно говорить о	1	1
41	друг на друга	1	1
42	на самом же	1	1
43	только то что	1	1
44	в какой степени	1	1
45	у всех народов	1	1
46	лежат в основе	1	1
47	но никогда не	1	1
48	а иногда и	1	1
49	и тем не	2	1
50	в этой работе	1	1
51	не чем иным	1	1
52	того что он	1	1
53	таким образом и	1	1
54	увидим что она	1	1
55	на первый взгляд	2	1
56	один из крупнейших	1	1
57	в которой мы	1	1
58	как будто бы	2	1
59	к тому кто	1	1
60	так и с	1	1
61	же относится к	1	1
62	вернемся теперь к	1	1
63	это не может	2	1
64	для этого нужно	1	1
65	этим дело не	1	1
66	но этим дело	1	1
67	ответ на этот	1	1
68	и она не	1	1
69	часто может оказаться	1	1
70	а может быть	1	1
71	это не совсем	1	1
72	мы говорили что	1	1
73	и культурной жизни	1	1
74	это было бы	1	1
75	таким образом в	1	1
76	чем иным как	1	1
77	мы не можем	2	1
78	в то время	3	1
79	мы не будем	3	1
80	в такой форме	1	1
81	что он умер	1	1
82	он должен был	1	1
83	и к другим	1	1
84	о том что	3	1
85	в какой связи	1	1
86	но все же	3	1
87	мы живем в	1	1
88	на которой он	1	1
89	но и по	1	1
90	относится и к	1	1
91	смысле этого слова	1	1
92	мы обратимся к	1	1
93	в этом смысле	1	1
94	не совсем так	1	1
95	и что он	1	1
96	и т д	22	1
97	оно все же	1	1
98	и в нем	1	1
99	то же что	1	1
100	взять на себя	1	1
101	самом же деле	1	1
102	быть не может	1	1
103	в том что	4	1
104	что и в	1	1
105	но в отличие	2	1
106	знаем что в	1	1
