N	3gram	Bakhtin_Pr_1	Literetu
1	в том что	7	11
2	в отличие от	2	5
3	то же время	7	5
4	в то же	7	5
5	в данном случае	2	4
6	не только в	1	4
7	с этой точки	1	3
8	этой точки зрения	1	3
9	может быть это	1	3
10	в е годы	1	2
11	дело в том	1	2
12	по отношению к	11	2
13	подобно тому как	3	2
14	с точки зрения	15	2
15	в этом отношении	5	2
16	и то что	1	2
17	для своего времени	1	2
18	во всяком случае	3	2
19	о том что	2	2
20	себя самого как	1	1
21	может быть назван	1	1
22	если оно верно	1	1
23	то что я	1	1
24	к себе самому	1	1
25	а прежде всего	1	1
26	на самом деле	3	1
27	у достоевского всегда	1	1
28	том что он	4	1
29	как раз и	1	1
30	так и не	1	1
31	чужую личность не	1	1
32	и не только	1	1
33	сознания с его	1	1
34	в романе достоевского	6	1
35	в зависимости от	3	1
36	мира в его	2	1
37	в первой главе	1	1
38	бы то ни	3	1
39	между тем как	4	1
40	героя с его	1	1
41	несмотря на свою	1	1
42	можно было бы	3	1
43	перед нами не	1	1
44	могли бы быть	1	1
45	в лучшем случае	2	1
46	по крайней мере	2	1
47	не столько в	1	1
48	и в частности	1	1
49	в значительной степени	1	1
50	которые могли бы	1	1
51	становится одним из	1	1
52	преступления и наказания	1	1
53	но в то	2	1
54	в самом деле	2	1
55	на первый взгляд	1	1
56	на задний план	1	1
57	в отношении к	1	1
58	в сущности только	2	1
59	и в этом	3	1
60	для него в	1	1
61	что он сам	1	1
62	какой бы то	1	1
63	а не как	3	1
64	к прошлому и	1	1
65	а потому и	1	1
66	же время не	2	1
67	с другой стороны	2	1
68	не может быть	3	1
69	не в одном	1	1
70	именно в том	2	1
71	по ту сторону	1	1
72	в художественном отношении	1	1
73	только то что	2	1
74	в области художественной	1	1
75	себе самому и	1	1
76	живет на границах	1	1
77	до сих пор	2	1
78	с самого начала	2	1
79	но все же	1	1
80	то ни было	2	1
81	если бы я	1	1
82	тем более что	1	1
83	в большинстве случаев	2	1
84	тех или иных	1	1
85	по этому пути	1	1
86	в полной мере	1	1
87	о если бы	1	1
88	как бы во	1	1
89	в один из	1	1
