N	3gram	Vygotskiy__6	Hudozhes
1	в том что	19	11
2	по отношению к	10	7
3	подобно тому как	1	4
4	к тому что	7	4
5	том что в	1	3
6	в самом деле	1	3
7	не может быть	2	3
8	как и в	1	3
9	с одной стороны	1	3
10	для того чтобы	8	3
11	тем не менее	1	3
12	состоит в том	2	2
13	о том как	1	2
14	и в этом	1	2
15	с точки зрения	10	2
16	только в том	1	2
17	до сих пор	3	2
18	можно было бы	5	2
19	так же как	6	2
20	в данном случае	1	2
21	же самое что	1	2
22	то же самое	6	2
23	в этом и	1	2
24	не только не	2	2
25	не только в	1	2
26	тому что он	4	2
27	в тот момент	1	1
28	не в состоянии	2	1
29	приходит к осознанию	2	1
30	нет и не	1	1
31	то что я	1	1
32	той или иной	1	1
33	что если бы	1	1
34	в котором он	1	1
35	в настоящее время	1	1
36	же как и	1	1
37	как раз и	1	1
38	и все же	1	1
39	может быть объяснена	1	1
40	самом деле не	1	1
41	именно то что	1	1
42	не сказал бы	1	1
43	что он не	1	1
44	в этом отношении	3	1
45	нам было известно	1	1
46	и составляет содержание	1	1
47	при переходе от	5	1
48	том числе и	1	1
49	точно так же	1	1
50	то и другое	1	1
51	не то что	1	1
52	только тогда она	1	1
53	и то что	2	1
54	сказать что они	1	1
55	едва ли не	1	1
56	приводит к тому	1	1
57	в самом начале	4	1
58	нечто такое что	1	1
59	мы знаем что	3	1
60	сих пор мы	1	1
61	то что она	1	1
62	то время как	5	1
63	имеем дело с	1	1
64	а не как	1	1
65	отношению к другому	1	1
66	за собой и	1	1
67	этом и заключается	1	1
68	с другой стороны	2	1
69	содержит в себе	1	1
70	но с другой	1	1
71	как это часто	1	1
72	заключается в том	5	1
73	в то время	6	1
74	в нашем примере	2	1
75	в первом случае	3	1
76	в этом случае	2	1
77	с самого начала	7	1
78	с того что	2	1
79	смысле можно сказать	1	1
80	именно потому что	2	1
81	можно сказать что	6	1
82	тот момент когда	1	1
83	как мы знаем	1	1
84	друг от друга	1	1
85	как бы в	1	1
86	после того как	1	1
87	и отношения между	1	1
88	в том числе	1	1
89	если бы оно	2	1
90	в ответ на	1	1
91	мы имеем дело	2	1
92	того факта что	1	1
93	чтобы ответить на	1	1
94	что и в	1	1
95	но именно этого	1	1
96	в пределах одного	1	1
