N	2gram	Vygotskiy__5	DiskursI
1	в себе	5	19
2	при этом	8	17
3	в этом	14	16
4	как и	6	16
5	состоит в	3	16
6	и в	30	16
7	в качестве	2	16
8	может быть	11	16
9	и не	6	15
10	а не	8	14
11	отличие от	2	12
12	то есть	13	12
13	в отличие	2	12
14	и т.п	1	12
15	в частности	4	12
16	но в	5	11
17	представляет собой	1	11
18	но и	6	11
19	со стороны	3	10
20	не только	16	10
21	том что	21	10
22	так и	3	9
23	не может	9	9
24	как в	3	8
25	в том	27	8
26	но не	7	7
27	в данном	3	7
28	в нем	7	7
29	ни в	3	7
30	не менее	1	7
31	прежде всего	4	7
32	то же	7	6
33	еще не	5	6
34	с его	2	6
35	данном случае	3	6
36	себя в	1	6
37	все же	7	6
38	в своей	4	6
39	в своих	5	6
40	и на	3	5
41	в своем	6	5
42	в противоположность	2	5
43	в то	2	5
44	с другой	9	5
45	что в	24	5
46	для него	3	5
47	то что	37	5
48	а с	5	5
49	ни к	1	5
50	я в	1	5
51	героя в	3	5
52	в рассказе	2	4
53	и то	9	4
54	по отношению	2	4
55	в этой	5	4
56	человека в	3	4
57	в основе	7	4
58	потому что	23	4
59	этом отношении	3	4
60	о том	10	4
61	с одной	12	4
62	в одном	2	4
63	одной стороны	12	4
64	как бы	19	4
65	ни для	1	4
66	не является	2	4
67	точки зрения	7	4
68	к его	1	4
69	к этому	3	4
70	отношению к	1	4
71	можно назвать	1	4
72	например в	1	3
73	чего не	1	3
74	и ее	1	3
75	проявляется в	1	3
76	столь же	1	3
77	возможность иного	1	3
78	перед нами	2	3
79	и как	7	3
80	и наконец	3	3
81	все эти	2	3
82	из этих	3	3
83	он не	3	3
84	в басне	2	3
85	из виду	1	3
86	подход к	1	3
87	и может	1	3
88	в другом	3	3
89	это не	3	3
90	жизни но	1	3
91	одного и	2	3
92	в этих	3	3
93	в котором	2	3
94	одном из	1	3
95	романом и	1	3
96	где герой	1	3
97	не в	8	3
98	в русской	1	3
99	могут быть	8	3
100	той или	2	3
101	мысль о	4	3
102	приводит к	2	3
103	еще в	2	3
104	в его	4	3
105	но она	2	3
106	только в	5	3
107	и его	6	3
108	уже не	1	3
109	из них	2	3
110	в них	4	3
111	из двух	3	3
112	или иной	2	3
113	здесь в	1	3
114	не было	1	3
115	не знает	2	3
116	как будто	6	3
