N	3gram	Tiupa_Disk_1	Analitik
1	о том что	5	6
2	в том что	13	6
3	в данном случае	2	5
4	состоит в том	2	4
5	по отношению к	9	4
6	с одной стороны	9	4
7	в этом случае	1	4
8	к тому же	4	4
9	мы имеем дело	2	3
10	подобно тому как	2	3
11	объектной и субъектной	1	3
12	в этом отношении	1	3
13	по крайней мере	2	3
14	содержит в себе	1	3
15	того или иного	1	3
16	той или иной	3	3
17	тем не менее	1	3
18	как и в	1	3
19	обнаруживает себя в	1	2
20	в этом смысле	1	2
21	в соответствии с	2	2
22	с точки зрения	1	2
23	к предмету речи	1	2
24	в таком случае	1	2
25	в то же	3	2
26	том или ином	1	2
27	субъекта объекта и	1	2
28	то есть в	2	2
29	тогда как в	5	2
30	как уже говорилось	1	2
31	в значительной степени	2	2
32	едва ли не	2	2
33	а не только	2	2
34	не только в	2	2
35	в отличие от	4	2
36	по природе своей	5	2
37	в том или	1	2
38	с другой стороны	3	2
39	объекта и адресата	1	2
40	в частности в	2	2
41	то же время	4	2
42	в конечном счете	1	2
43	на то что	1	2
44	тех или иных	1	2
45	с той или	1	2
46	ни о чем	1	1
47	можно сказать что	2	1
48	в тех случаях	1	1
49	следует понимать как	1	1
50	как ценностного центра	1	1
51	внимание не только	1	1
52	одним и тем	1	1
53	по этой причине	2	1
54	более или менее	2	1
55	и даже не	1	1
56	формах внутренней речи	1	1
57	может быть признано	1	1
58	внимание на то	1	1
59	тогда как его	1	1
60	свидетельствует о том	1	1
61	роль в организации	1	1
62	следует упускать из	1	1
63	самое следует сказать	1	1
64	как раз и	1	1
65	хотя бы и	1	1
66	сами по себе	2	1
67	мира вокруг я	1	1
68	что здесь именуется	1	1
69	не следует упускать	1	1
70	во всех этих	1	1
71	к тому или	1	1
72	в противном случае	1	1
73	целом ряде произведений	1	1
74	значении этого слова	1	1
75	в недискурсивных формах	1	1
76	в равной мере	1	1
77	уже было сказано	1	1
78	событий тогда как	1	1
79	в полной мере	1	1
80	до известной степени	1	1
81	не только его	1	1
82	и т.п и	1	1
83	дело не с	1	1
84	и тем же	1	1
85	из них в	1	1
86	тому или иному	1	1
87	недискурсивных формах внутренней	1	1
88	что с ними	1	1
89	следует сказать и	1	1
90	и то же	1	1
91	в известном смысле	1	1
92	имеем дело с	1	1
93	том что случилось	1	1
94	по выражению бахтина	1	1
95	в свою очередь	3	1
96	того что здесь	1	1
97	одни и те	1	1
98	в связи с	1	1
99	в рассказе чехова	1	1
100	одно и то	1	1
101	коммуникативного события дискурса	1	1
102	событие самого рассказывания	2	1
103	прежде всего в	1	1
104	имеем дело не	1	1
105	а своего рода	1	1
106	в первую очередь	1	1
107	в целом ряде	1	1
108	в свое время	1	1
109	постановки вопроса о	1	1
110	а в том	2	1
111	только то что	1	1
112	все того же	1	1
113	не может быть	3	1
114	и композиция и	1	1
115	заключается в том	1	1
116	сказать и о	2	1
117	как и всякий	1	1
118	упускать из виду	1	1
119	говорит не о	1	1
120	из виду что	1	1
121	речь идет о	1	1
122	что случилось однажды	1	1
123	состоит именно в	1	1
124	как уже было	1	1
125	тому как мы	1	1
126	и должны быть	1	1
127	и те же	1	1
128	тех случаях когда	1	1
129	адресата при этом	2	1
130	но отнюдь не	2	1
131	в силу своей	2	1
132	лишь в тех	1	1
133	дело не в	1	1
134	вокруг я героя	1	1
135	но в качестве	2	1
136	в себе не	1	1
137	то же самое	2	1
138	событием самого рассказывания	1	1
