N	2gram	Bakhtin_Pr_3	VLabPisa
1	таким образом	6	27
2	в этом	8	26
3	и в	53	25
4	не только	4	22
5	может быть	12	21
6	во сне	5	21
7	хотя бы	2	20
8	и не	15	19
9	не может	2	17
10	в его	8	15
11	в процессе	1	14
12	этом отношении	1	13
13	в том	14	13
14	прежде всего	15	13
15	как это	2	12
16	все это	8	12
17	в силу	1	11
18	вот что	2	11
19	с другой	2	11
20	из них	4	11
21	в качестве	1	10
22	о том	2	10
23	то же	6	9
24	что в	2	9
25	об этом	1	9
26	но и	7	9
27	и др	14	9
28	к этому	4	9
29	в своем	1	8
30	все эти	9	8
31	другой стороны	1	8
32	могут быть	4	8
33	в году	1	7
34	во всех	12	7
35	по отношению	2	7
36	из этих	1	7
37	было бы	5	7
38	как и	11	7
39	том что	5	7
40	произведения и	1	7
41	говорит о	2	7
42	не было	4	7
43	а не	11	7
44	вместе с	2	7
45	отношению к	1	7
46	это и	1	6
47	в зависимости	2	6
48	более или	3	6
49	в себе	5	6
50	в нем	10	6
51	главным образом	3	6
52	идеи и	3	6
53	это не	6	6
54	или менее	3	6
55	их в	2	6
56	и его	10	6
57	в то	5	6
58	так и	6	6
59	между тем	2	6
60	у него	1	6
61	то что	9	6
62	одним из	3	5
63	действительности и	2	5
64	в их	2	5
65	зависимости от	2	5
66	в плане	1	5
67	не в	2	5
68	же время	5	5
69	связи с	1	5
70	на основе	2	5
71	один из	6	5
72	как бы	14	5
73	в результате	1	5
74	сказать что	10	5
75	только в	4	5
76	с его	2	4
77	в этой	1	4
78	перед нами	5	4
79	когда он	1	4
80	в самом	2	4
81	в целом	1	4
82	что все	1	4
83	в них	2	4
84	даже в	1	4
85	одна из	7	4
86	никогда не	2	4
87	в ее	3	4
88	можно сказать	8	4
89	познания в	1	4
90	образов и	4	4
91	с ними	1	4
92	что он	4	4
93	он работал	1	4
94	в связи	2	4
95	жорж санд	2	4
96	в романе	1	4
97	равно как	1	4
98	в своей	3	4
99	например в	5	3
100	человека и	7	3
101	в котором	1	3
102	др в	2	3
103	имеет свою	1	3
104	и он	1	3
105	видели что	2	3
106	нет и	1	3
107	что они	1	3
108	с этим	2	3
109	и к	5	3
110	и художественного	1	3
111	всех этих	1	3
112	образе и	1	3
113	и по	3	3
114	данного автора	1	3
115	его в	2	3
116	далеко не	2	3
117	что не	1	3
118	в слове	1	3
119	мы видели	2	3
120	во время	1	3
121	точки зрения	4	3
122	и ее	6	3
123	и отдельных	1	3
124	образом в	2	3
125	что и	3	3
126	большей или	3	3
127	и образы	1	3
128	или меньшей	3	3
129	разума и	1	3
130	и их	2	3
131	даже и	2	3
132	творчества во	1	3
133	в конце	3	3
134	именно в	2	3
135	в творчестве	8	3
136	этого типа	1	3
137	всех других	2	3
138	по существу	5	3
139	при всем	1	3
140	и от	3	3
141	или в	1	3
142	жизни и	9	3
143	как на	1	3
144	ее в	3	3
145	художественных образов	2	3
146	ту же	1	2
147	также и	4	2
148	и через	3	2
149	связана с	2	2
150	видеть в	1	2
151	по его	1	2
152	мы имеем	1	2
153	в которой	2	2
154	говорить о	2	2
155	то это	1	2
156	до полного	1	2
157	подчеркнуть что	3	2
158	собою и	1	2
159	в ней	7	2
160	меньшей степени	2	2
161	еще не	5	2
162	например у	3	2
163	в различных	1	2
164	но не	5	2
165	в общем	1	2
166	том числе	11	2
167	и достоевский	1	2
168	относится к	1	2
169	хотя и	4	2
170	но в	5	2
171	очень многие	1	2
172	идей в	1	2
173	он в	2	2
174	о более	1	2
175	у каждого	1	2
176	наиболее существенные	1	2
177	как он	2	2
178	что она	1	2
179	он не	3	2
180	например как	2	2
181	так например	2	2
182	человека в	3	2
183	я бы	1	2
184	в каждом	4	2
185	а затем	4	2
186	заключается в	1	2
187	с другими	3	2
