N	4gram	Vygotskiy__4	Myshleni
1	в то время как	2	4
2	так же как и	1	4
3	заключается в том что	2	4
4	между тем и другим	1	2
5	а с другой стороны	1	2
6	одной и той же	2	2
7	точно так же как	1	1
8	дело в том что	1	1
9	если с самого начала	1	1
10	и с точки зрения	1	1
11	не станем останавливаться на	1	1
12	когда речь идет о	1	1
13	и мы сейчас же	1	1
14	ни в какой мере	1	1
15	с психологической точки зрения	1	1
16	мы сейчас же увидим	1	1
17	заключается в том чтобы	1	1
18	или во всяком случае	1	1
19	с этой точки зрения	1	1
20	в то же время	1	1
21	в том что он	1	1
22	для того чтобы сделать	1	1
23	и что самое замечательное	3	1
24	в том что для	1	1
25	вместе с тем и	1	1
26	тем и другим есть	1	1
27	только для того чтобы	1	1
28	о том что он	2	1
29	с такой очевидностью как	1	1
30	мы не станем останавливаться	1	1
31	так же точно как	1	1
32	в одной и той	1	1
33	таким образом что не	1	1
