N	2gram	Bakhtin_Pr_1	Problema
1	то что	8	42
2	вовсе не	2	35
3	то есть	46	33
4	и в	38	32
5	и не	42	31
6	не есть	6	29
7	не просто	1	23
8	в этом	15	19
9	не менее	4	19
10	тем не	3	18
11	не только	9	17
12	в себе	4	15
13	по себе	1	15
14	в виде	2	15
15	а не	5	15
16	но в	4	14
17	у нас	2	14
18	может быть	26	14
19	как бы	22	14
20	что мы	1	13
21	в нем	15	13
22	и тем	3	13
23	сказать что	4	13
24	том что	3	12
25	что в	7	12
26	так и	5	12
27	и т	14	11
28	также и	3	11
29	о том	4	11
30	и даже	3	11
31	то же	5	10
32	отнюдь не	19	10
33	в этой	1	10
34	т д	1	10
35	ничего не	6	10
36	прежде всего	13	10
37	еще не	7	9
38	но не	12	9
39	художественный образ	1	9
40	раз и	2	9
41	того чтобы	2	9
42	же самое	2	9
43	и это	3	9
44	и что	2	9
45	но и	9	9
46	по своему	1	9
47	в данном	4	9
48	в том	8	9
49	так же	1	9
50	в таком	3	9
51	и о	5	8
52	и ее	2	8
53	и на	3	8
54	все эти	5	8
55	на то	2	8
56	для того	2	8
57	было бы	8	8
58	в своей	7	8
59	есть только	2	8
60	данном случае	4	8
61	как нечто	3	8
62	даже и	1	8
63	не может	27	8
64	но это	3	8
65	смысле слова	2	7
66	во всех	11	7
67	всех этих	1	7
68	ни в	11	7
69	в них	5	7
70	и является	1	7
71	как мы	7	7
72	здесь не	4	7
73	никогда не	5	7
74	того что	2	7
75	что он	2	7
76	только в	13	7
77	тем что	2	7
78	все это	3	7
79	и все	3	7
80	самом деле	6	6
81	на самом	4	6
82	и есть	2	6
83	есть не	2	6
84	говорить о	3	6
85	но как	2	6
86	за пределы	12	6
87	и как	8	6
88	в самом	7	6
89	и если	1	6
90	при этом	5	6
91	его в	9	6
92	это не	5	6
93	в то	4	6
94	таким образом	10	6
95	в виду	4	6
96	и здесь	2	6
97	в его	43	6
98	этом смысле	3	6
99	о чем	1	6
100	как это	2	6
101	не существует	1	6
102	хотя и	3	6
103	совершенно не	7	6
104	не имеют	2	5
105	действительности и	3	5
106	мы уже	1	5
107	а только	2	5
108	она есть	1	5
109	в своем	5	5
110	то в	1	5
111	все равно	1	5
112	далеко не	5	5
113	с тем	1	5
114	в котором	2	5
115	есть именно	1	5
116	есть ни	1	5
117	можно ли	1	5
118	связи с	2	5
119	в сознании	1	5
120	той или	2	5
121	и которые	2	5
122	можно сказать	2	5
123	для нас	1	5
124	есть в	1	5
125	в других	4	5
126	или иной	2	5
127	не является	3	5
128	мы должны	2	5
129	в их	10	4
130	в истории	2	4
131	как в	4	4
132	как он	1	4
133	входит в	8	4
134	не в	7	4
135	тому что	1	4
136	тем самым	4	4
137	мышления и	1	4
138	иметь в	1	4
139	действительности но	2	4
140	и весь	2	4
141	а в	6	4
142	и искусства	2	4
143	истории философии	1	4
144	в дальнейшем	3	4
145	на том	1	4
146	не говоря	1	4
147	если бы	3	4
148	а также	1	4
149	и только	4	4
150	вообще и	1	4
151	только на	1	4
152	мы можем	6	4
153	именно как	1	4
154	именно в	1	4
155	и пр	2	4
156	не было	2	4
157	и вообще	2	4
158	для обозначения	1	4
159	и для	11	4
160	в связи	2	4
161	или в	2	4
162	по поводу	2	4
163	но она	2	3
164	не нужно	5	3
165	в чем	2	3
