N	3gram	Propp_Isto_1	KulturaY
1	и т п	1	24
2	и т д	22	14
3	в том что	4	10
4	можно было бы	3	9
5	для того чтобы	1	8
6	с другой стороны	5	7
7	в этом смысле	1	5
8	само по себе	2	5
9	тем не менее	6	5
10	в зависимости от	2	4
11	и тем не	2	4
12	не только в	1	4
13	не может быть	7	4
14	уже не может	1	3
15	большей или меньшей	2	3
16	в этом отношении	1	3
17	точно так же	3	3
18	в большей или	1	3
19	в связи с	3	3
20	поставить вопрос о	1	2
21	не говоря уже	1	2
22	в соответствии с	1	2
23	в этом случае	1	2
24	говоря уже о	1	2
25	на этот вопрос	2	2
26	вместе с тем	2	2
27	в том случае	1	2
28	может быть только	1	2
29	дело не в	1	2
30	в таких случаях	2	2
31	так же как	2	2
32	в отличие от	2	2
33	что это так	1	2
34	по себе не	1	2
35	все же и	1	2
36	того или иного	1	2
37	но все же	3	2
38	мы знаем что	1	2
39	на то что	4	2
40	мы будем иметь	1	1
41	мы в нашем	1	1
42	не слова а	1	1
43	если бы нам	1	1
44	не более как	1	1
45	почему это так	1	1
46	все дело в	1	1
47	здесь можно было	1	1
48	иметь в виду	1	1
49	прежде всего в	1	1
50	дело в том	3	1
51	из всех этих	1	1
52	в виде отдельных	1	1
53	по его мнению	1	1
54	легко заметить что	1	1
55	влечет за собой	1	1
56	так как оно	1	1
57	но все это	1	1
58	до сих пор	5	1
59	в своей книге	1	1
60	что мы имеем	2	1
61	на точку зрения	1	1
62	здесь однако нет	1	1
63	в иных случаях	1	1
64	как можно было	1	1
65	можно говорить о	1	1
66	для этой цели	1	1
67	бы то ни	2	1
68	мы могли бы	1	1
69	а так как	1	1
70	только то что	1	1
71	но он не	1	1
72	но и здесь	1	1
73	какой бы то	1	1
74	т д а	1	1
75	и в области	1	1
76	что здесь не	1	1
77	бы нам удалось	1	1
78	в значительной степени	1	1
79	то время как	3	1
80	уже о том	1	1
81	это своего рода	1	1
82	сами по себе	1	1
83	то ни было	2	1
84	где не хватает	1	1
85	с одной стороны	4	1
86	это все же	1	1
87	смысле этого слова	1	1
88	не значит что	1	1
89	своей книге о	1	1
90	который лежит в	1	1
91	том что и	1	1
92	не могут быть	1	1
93	не только для	1	1
94	едва ли не	1	1
95	именно это и	1	1
96	приводит к тому	1	1
97	в противном случае	1	1
98	не в том	1	1
99	которая была бы	1	1
100	на вопросе о	1	1
101	ответ на этот	1	1
102	на этом пути	1	1
103	вслед за тем	1	1
104	за это время	1	1
105	тем или иным	1	1
106	об этом можно	1	1
107	есть не что	1	1
108	до тех пор	1	1
109	и что такое	1	1
110	но оно не	1	1
111	вопрос о характере	1	1
112	в то время	3	1
113	в том чтобы	1	1
114	о том что	3	1
115	но и для	1	1
116	т е то	1	1
117	с самого начала	2	1
118	но так же	1	1
119	что иное как	1	1
120	к тому чтобы	1	1
121	зависимости от степени	1	1
122	из предпосылки что	2	1
123	в большинстве случаев	4	1
124	после того как	1	1
125	что явление это	1	1
126	с течением времени	1	1
127	к тому что	1	1
128	в каком отношении	1	1
129	не что иное	1	1
130	тех или иных	1	1
131	таким образом в	1	1
132	по сравнению со	1	1
133	то же что	1	1
134	а в форме	1	1
135	к тому же	1	1
136	только тогда когда	1	1
137	и здесь не	1	1
