N	3gram	Bakhtin_Pr_2	OGranits
1	с точки зрения	9	5
2	не может быть	6	4
3	по отношению к	8	3
4	вполне понятно что	1	3
5	и т.п и	1	3
6	в самом деле	3	2
7	в зависимости от	3	2
8	в данном случае	1	2
9	с другой стороны	1	2
10	ничего общего с	1	2
11	с самого начала	1	2
12	в том что	4	2
13	точки зрения и	1	1
14	тот же мотив	1	1
15	в другом месте	1	1
16	образом мы можем	1	1
17	его и не	2	1
18	звучит уже в	1	1
19	в каждом слове	1	1
20	в чем же	2	1
21	этой точки зрения	2	1
22	более или менее	1	1
23	в нем только	3	1
24	с одним из	1	1
25	на самом деле	1	1
26	в целом произведения	1	1
27	подобно тому как	2	1
28	мы вряд ли	1	1
29	него не может	1	1
30	нам кажется что	1	1
31	художественного произведения и	1	1
32	но далеко не	1	1
33	и не может	2	1
34	бы по отношению	1	1
35	в отличие от	1	1
36	нет и не	1	1
37	не может иметь	1	1
38	не было бы	1	1
39	в этом отношении	2	1
40	нужно сказать что	1	1
41	можно было бы	1	1
42	почти никогда не	1	1
43	в выборе и	1	1
44	нужно отметить что	1	1
45	ни один элемент	1	1
46	для того чтобы	1	1
47	так же как	3	1
48	в каждом индивидуальном	1	1
49	выносится за пределы	1	1
50	все эти три	1	1
51	далеко не всегда	1	1
52	и в его	3	1
53	там где она	2	1
54	ничего общего не	1	1
55	не входит в	2	1
56	тем не менее	1	1
57	отношение к слову	1	1
58	и как бы	2	1
59	и в их	1	1
60	а не как	1	1
61	само по себе	2	1
62	прежде всего в	1	1
63	лишь с точки	1	1
64	здесь нет никакого	1	1
65	это конечно не	1	1
66	он и не	2	1
67	потому что они	2	1
68	в предшествующей главе	3	1
69	его можно лишь	1	1
70	то же время	3	1
71	еще одну особенность	1	1
72	но тем не	1	1
73	таким образом мы	1	1
74	здесь мы должны	1	1
75	но в то	3	1
76	на то что	2	1
77	в то же	3	1
78	и следовательно в	1	1
79	тех или иных	1	1
80	в предисловии к	1	1
81	тому что он	1	1
82	входит в замысел	3	1
83	не может в	1	1
84	человека и его	2	1
85	неизбежно превращается в	1	1
86	общего не имеет	1	1
