N	3gram	Ircho_Kome_1	Literetu
1	то же время	4	7
2	в то же	4	7
3	в этом отношении	3	5
4	в отличие от	1	5
5	к тому же	5	5
6	по отношению к	3	4
7	не говоря уже	2	4
8	в данном случае	1	4
9	с одной стороны	3	4
10	о том что	3	4
11	в том что	9	4
12	в том числе	1	3
13	в соответствии с	1	3
14	говоря уже о	2	3
15	состоит в том	1	2
16	подобно тому как	1	2
17	то же самое	2	2
18	бы то ни	2	2
19	но и в	2	2
20	в первой половине	2	2
21	не только в	1	2
22	то ни было	2	2
23	так или иначе	1	2
24	с другой стороны	5	2
25	в одном из	4	2
26	но и не	1	2
27	на то что	2	2
28	что иное как	1	1
29	хотя и не	1	1
30	в последнюю очередь	1	1
31	отношение к себе	1	1
32	и к тому	1	1
33	как будто бы	1	1
34	друг от друга	1	1
35	и не только	1	1
36	что по мнению	1	1
37	вместе с тем	1	1
38	у него не	1	1
39	в первую очередь	2	1
40	во второй половине	2	1
41	по аналогии с	1	1
42	и т п	5	1
43	в первые десятилетия	1	1
44	одном из своих	1	1
45	не в последнюю	1	1
46	а то и	2	1
47	с тех пор	1	1
48	как и положено	1	1
49	в значительной степени	1	1
50	едва ли не	3	1
51	в самом начале	1	1
52	не что иное	1	1
53	хотел сказать и	1	1
54	себя в этой	1	1
55	в году он	1	1
56	на мой взгляд	1	1
57	но при этом	1	1
58	том что они	1	1
59	а вслед за	1	1
60	для того чтобы	1	1
61	и в том	1	1
62	этой точки зрения	1	1
63	и вот в	1	1
64	более или менее	1	1
65	одного из них	1	1
66	однако в начале	1	1
67	до самого конца	2	1
68	с этой точки	1	1
69	может и не	1	1
70	еще в начале	1	1
71	к тому что	1	1
72	в отношении к	1	1
73	тем не менее	1	1
74	для современного читателя	1	1
75	может быть в	1	1
76	и других поэтов	1	1
