N	2gram	Nazirov_Tv_1	Psycholo
1	то что	8	32
2	и в	21	31
3	в том	7	30
4	и т	3	26
5	то есть	12	26
6	что в	12	23
7	может быть	5	22
8	таким образом	5	20
9	при помощи	2	20
10	при этом	7	19
11	так как	3	18
12	не может	4	17
13	как и	12	16
14	том что	11	16
15	т п	2	16
16	и не	7	16
17	только в	5	14
18	не только	7	13
19	что и	2	13
20	а не	5	13
21	если мы	1	12
22	так же	3	12
23	в этом	6	12
24	в самом	3	11
25	не в	2	11
26	в области	1	11
27	могут быть	2	11
28	в сущности	1	10
29	того что	3	10
30	отдельного человека	2	10
31	художественное произведение	1	10
32	потому что	5	10
33	самом деле	2	9
34	по себе	1	9
35	ни в	1	9
36	как в	8	9
37	т д	1	8
38	и что	1	8
39	всякий раз	1	8
40	никогда не	3	8
41	вместе с	2	8
42	все это	10	8
43	заключается в	1	7
44	сказать что	2	7
45	и его	6	7
46	о том	6	7
47	что он	6	7
48	этой теории	1	6
49	что это	1	6
50	отнюдь не	5	6
51	целый ряд	1	6
52	что она	2	6
53	было бы	1	6
54	в его	13	6
55	вслед за	2	6
56	вовсе не	5	6
57	и даже	3	6
58	совершенно точно	1	6
59	одной стороны	1	6
60	до конца	2	6
61	а в	6	6
62	художественного творчества	1	6
63	и есть	1	5
64	то же	13	5
65	время как	1	5
66	в ее	1	5
67	с одной	1	5
68	в целом	4	5
69	по самому	2	5
70	показывает что	1	5
71	она не	1	5
72	в то	15	5
73	в процессе	1	5
74	как будто	5	5
75	с другой	3	5
76	в какой	1	5
77	так что	2	5
78	был бы	2	5
79	эта теория	1	5
80	это есть	1	5
81	как бы	17	5
82	все же	5	5
83	и все	6	5
84	говорит что	2	5
85	другой стороны	1	5
86	же как	1	4
87	в котором	6	4
88	мы имеем	1	4
89	в которой	3	4
90	в виду	2	4
91	столь же	1	4
92	у него	7	4
93	со всеми	3	4
94	отличие от	2	4
95	искусство и	1	4
96	формы в	1	4
97	в себе	2	4
98	и если	1	4
99	от себя	1	4
100	что я	3	4
101	тому что	1	4
102	одна из	2	4
103	у нас	1	4
104	к тому	2	4
105	никак не	1	4
106	прежде всего	4	4
107	между тем	1	4
108	все время	1	4
109	мы никогда	1	4
110	один из	4	4
111	для всех	1	4
112	и у	2	4
113	могло бы	1	4
114	как это	1	4
115	с этой	1	4
116	и о	1	4
117	искусства как	1	4
118	в этих	2	4
119	указывает на	1	4
120	в искусстве	1	4
121	и другие	3	4
122	в своих	5	4
123	к этому	2	4
124	это и	3	3
125	на деле	2	3
126	той же	3	3
127	себе а	1	3
128	совсем не	1	3
129	но не	3	3
130	конечном счете	4	3
131	с этим	1	3
132	в художественном	1	3
133	в своем	4	3
134	хотя и	3	3
135	что по	1	3
136	и к	1	3
137	себе не	2	3
138	но в	7	3
139	та же	4	3
140	уже в	3	3
141	в этой	5	3
142	им в	1	3
143	его и	1	3
144	тому же	1	3
145	и вот	1	3
146	у пушкина	2	3
147	и по	3	3
148	в каждом	3	3
149	не будет	2	3
150	с тем	1	3
151	мы знаем	1	3
152	в своей	4	3
153	представление о	3	3
154	в отличие	2	3
155	что эта	1	3
156	точно так	2	3
157	литературной традиции	1	3
158	только не	1	3
159	что на	1	3
160	не могут	1	3
161	что оно	1	3
162	не есть	1	3
163	и это	1	3
164	но только	2	3
165	что все	3	3
166	в собственном	1	3
167	нет никакой	1	3
168	роль в	1	3
169	и когда	2	3
170	так и	2	3
171	что у	1	3
172	но мы	1	3
173	он не	8	3
174	в конечном	4	3
175	нуждается в	1	3
176	в частности	2	3
177	который в	3	3
178	только на	2	3
179	и других	3	3
180	мышления и	1	3
181	человека не	1	3
182	в конце	1	3
183	до сих	1	3
184	не было	1	3
185	в одной	2	3
186	сих пор	1	3
187	но это	5	3
188	конце концов	1	3
189	это все	1	3
190	от всех	1	3
191	т е	1	3
192	жизни и	3	3
193	в таком	1	3
194	ту же	3	2
195	того же	2	2
196	на самом	3	2
197	оно было	1	2
198	которое может	1	2
199	из всех	4	2
200	есть не	2	2
201	бы что	1	2
202	на эти	2	2
203	человека и	4	2
204	но даже	1	2
205	большей частью	1	2
206	в чем	2	2
207	только то	1	2
208	совершенно прав	1	2
209	в область	1	2
210	в голове	1	2
211	не то	2	2
212	и всякий	1	2
213	как говорит	1	2
214	как к	2	2
215	в полном	1	2
216	когда он	2	2
217	в себя	2	2
218	к чему	1	2
219	действия и	1	2
220	бы и	1	2
221	представляет собой	3	2
222	говоря если	1	2
223	в известном	1	2
224	как он	1	2
225	в нем	3	2
226	этого вопроса	1	2
227	же самая	2	2
228	и с	3	2
229	его в	1	2
230	форму и	1	2
231	и тем	2	2
232	в них	1	2
233	он же	1	2
234	далеко не	3	2
235	нигде не	1	2
236	такой же	2	2
237	и тогда	1	2
238	что такое	1	2
239	именно и	1	2
240	мысли и	4	2
241	как одна	1	2
242	тем не	2	2
243	том же	1	2
244	даже в	3	2
245	что читатель	1	2
246	этой области	1	2
247	не менее	6	2
248	тем самым	7	2
249	в основе	2	2
