N	4gram	Bakhtin_Fr_5	Myshleni
1	в том числе и	2	3
2	как это ни странно	1	1
3	совершенно так же как	2	1
4	дело в том что	2	1
5	только для того чтобы	1	1
6	связи с вопросом о	1	1
7	связь между словом и	1	1
8	и с точки зрения	2	1
9	в той или иной	1	1
10	в связи с вопросом	1	1
11	но на самом деле	1	1
12	не имеют ничего общего	1	1
13	но ни в коем	1	1
14	если мы обратимся к	1	1
15	а в связи с	1	1
16	мы видим таким образом	1	1
17	и в частности к	1	1
18	ни в коем случае	1	1
19	имеют ничего общего с	1	1
20	в данном случае не	1	1
21	в том что в	1	1
22	и целый ряд других	1	1
23	на самом же деле	1	1
24	в связи с этим	3	1
25	по отношению к которому	1	1
