1	и в	23	45
2	и не	9	42
3	не может	12	24
4	в его	14	22
5	в этом	17	20
6	в нем	1	20
7	точки зрения	26	19
8	может быть	14	18
9	никогда не	2	17
10	не только	16	16
11	жизни и	2	15
12	но и	14	15
13	как бы	11	15
14	как и	14	14
15	в самом	7	13
16	прежде всего	10	11
17	таким образом	26	11
18	а не	3	10
19	для него	2	9
20	с точки	18	9
21	он не	5	9
22	еще не	1	9
23	только в	6	9
24	из них	1	9
25	и его	6	8
26	по себе	5	8
27	с его	4	8
28	как мы	5	8
29	в том	24	8
30	не в	4	8
31	потому что	6	8
32	отношению к	7	8
33	по отношению	7	8
34	в сущности	6	7
35	том что	21	7
36	и ее	7	7
37	их в	4	7
38	вовсе не	3	7
39	до конца	1	7
40	в ней	1	7
41	в котором	4	7
42	с другими	2	7
43	что он	7	7
44	и следовательно	3	7
45	и на	8	7
46	и с	9	7
47	у него	1	6
48	я не	3	6
49	уже не	2	6
50	и потому	2	6
51	и слово	2	6
52	что в	14	6
53	в одном	4	6
54	даже в	2	6
55	сознания и	3	6
56	в своей	4	6
57	но не	4	6
58	нигде не	2	6
59	как раз	4	6
60	там где	2	6
61	но в	5	6
62	как не	1	5
63	на его	1	5
64	в одной	3	5
65	то же	8	5
66	все это	6	5
67	что не	1	5
68	сказать что	11	5
69	более того	1	5
70	сама по	1	5
71	бы в	5	5
72	она не	3	5
73	точку зрения	2	5
74	то что	17	5
75	за пределы	2	5
76	в себе	6	5
77	что и	1	5
78	так же	16	5
79	как слово	1	5
80	этом смысле	1	5
81	в целом	20	5
82	в то	7	5
83	хотя бы	4	5
84	в своем	3	5
85	так как	7	5
86	мы можем	6	4
87	в своих	5	4
88	могут быть	3	4
89	было бы	4	4
90	все эти	4	4
91	на пороге	2	4
92	и до	2	4
93	перед нами	5	4
94	к этому	4	4
95	превращается в	3	4
96	сам автор	2	4
97	уже в	3	4
98	в конце	2	4
99	и др	1	4
100	что она	4	4
101	и другие	1	4
102	должно быть	2	4
103	между ними	2	4
104	со стороны	1	4
105	во всех	3	4
106	им в	1	4
107	что у	2	4
108	нами в	2	4
109	но все	2	4
110	в их	3	4
111	же как	6	4
112	как в	4	4
113	что же	1	4
114	в них	2	4
115	самом деле	3	4
116	не на	1	4
117	с их	1	4
118	слова в	1	4
119	мы должны	5	4
120	все же	3	4
121	в этих	2	4
122	этот вопрос	3	4
123	как он	3	4
124	выражение в	1	3
125	в ее	2	3
126	на протяжении	1	3
127	зависимости от	2	3
128	того как	2	3
129	про себя	2	3
130	а с	4	3
131	все что	1	3
132	о себе	1	3
133	же что	1	3
134	перестает быть	1	3
135	к ним	1	3
136	но с	1	3
137	же время	2	3
138	в предшествующей	1	3
139	мысль не	2	3
140	той или	1	3
141	друг к	1	3
142	и от	3	3
143	конце концов	1	3
144	для этого	5	3
145	есть и	1	3
146	вот почему	2	3
147	и т.д	5	3
148	об этом	3	3
149	в зависимости	2	3
150	ничего не	3	3
151	для них	1	3
152	в результате	4	3
153	в таком	1	3
154	которую он	1	3
155	мы уже	1	3
156	бы и	2	3
157	все его	1	3
158	все время	6	3
159	что все	4	3
160	именно в	6	3
161	к другу	2	3
162	а в	2	3
163	и других	3	3
164	не оставляет	1	3
165	а именно	1	3
166	одним из	1	3
167	и той	2	3
168	и даже	2	3
169	для себя	4	3
170	в самой	1	3
171	или иной	1	3
172	мысли и	6	3
173	что если	2	3
174	так и	5	3
175	не имеет	2	3
176	того что	15	3
177	мы видели	2	3
178	не является	9	3
179	он как	2	3
180	в жизни	1	3
181	значение для	1	3
182	о том	6	3
183	слово в	1	3
184	мы и	3	3
185	с ее	1	3
186	что они	3	3
187	это не	1	3
188	нашей работы	8	2
189	само по	1	2
190	ничем не	1	2
191	с самим	1	2
192	если бы	5	2
193	мысль как	2	2
194	с другом	4	2
195	в которой	3	2
196	тем самым	5	2
197	можно сказать	5	2
198	этом отношении	4	2
199	так что	1	2
200	человека с	2	2
201	раскрыть в	1	2
202	при этом	4	2
203	от того	6	2
204	и здесь	1	2
205	в самую	1	2
206	например в	1	2
207	по крайней	1	2
208	идет о	2	2
209	это как	1	2
210	в истории	1	2
211	как это	2	2
212	по сравнению	6	2
213	в развитии	12	2
214	для построения	1	2
215	о двух	1	2
216	от друга	3	2
217	мир в	1	2
218	всегда и	3	2
219	по самой	2	2
220	друг от	3	2
221	один из	2	2
222	по выражению	1	2
223	от его	1	2
224	этой точки	1	2
225	мы видим	4	2
226	для понимания	1	2
227	работы мы	2	2
228	человека и	3	2
229	сознании и	1	2
230	сравнению с	5	2
231	положение в	1	2
232	самые основы	1	2
233	ни в	4	2
234	в сознании	1	2
235	как к	1	2
236	автора и	1	2
237	только что	4	2
238	в смысле	2	2
239	если не	3	2
240	эти же	1	2
241	и у	1	2
242	связан с	5	2
243	здесь то	1	2
244	как на	4	2
245	и что	5	2
246	себя на	1	2
247	и всегда	1	2
248	только для	3	2
249	за собой	2	2
250	в форме	1	2
251	или в	1	2
252	в дальнейшем	1	2
253	остановимся на	1	2
254	стороны его	1	2
255	крайней мере	1	2
256	ее в	2	2
257	тут не	1	2
258	и как	5	2
259	хотя и	2	2
260	идее он	1	2
261	ведет к	1	2
262	тем что	6	2
263	на службу	1	2
264	и действительно	1	2
265	в основе	8	2
266	в области	3	2
267	в сторону	1	2
268	на них	1	2
269	том числе	1	2
270	на то	5	2
271	и со	1	2
272	смысле этого	3	2
273	как его	1	2
274	в контексте	1	2
275	одной из	1	2
276	что эта	2	2
277	до сих	4	2
278	показать что	2	2
279	к этой	1	2
280	можно было	3	2
281	лежит в	2	2
282	в нашем	2	2
283	с которыми	1	2
284	отношения к	3	2
285	находится в	1	2
286	таким же	1	2
287	эта новая	1	2
288	друг с	4	2
289	все то	1	2
290	которую мы	4	2
291	из которых	3	2
292	друга но	1	2
293	от них	2	2
294	в виду	1	2
295	и к	4	2
296	в словах	2	2
297	чем же	1	2
298	представление о	2	2
299	и вот	2	2
300	в чем	4	2
301	не менее	1	2
302	не было	1	2
303	целом ряде	2	2
304	единство сознания	2	2
305	здесь нет	1	2
306	он может	2	2
307	на него	2	2
308	этой области	1	2
309	сих пор	4	2
310	тому как	1	2
311	также не	2	2
312	мы старались	1	2
313	и более	5	2
314	из которого	1	2
315	со всей	4	2
316	и для	1	2
317	в сфере	3	2
318	жизнь личности	1	2
319	к действительности	5	2
320	что для	5	2
321	которая не	1	2
322	которые в	1	2
323	не входит	1	2
324	связь с	1	2
325	бы он	2	2
326	лишь в	6	2
327	этого слова	4	2
328	во все	1	2
329	быть в	1	2
330	в процессе	8	2
331	сторона его	1	2
332	тоже не	1	2
333	и оно	1	2
334	на основе	1	2
335	числе и	1	2
336	ко всем	3	2
337	к нам	1	2
338	что еще	1	2
339	но на	1	2
340	и пр	2	2
341	особенности и	1	2
342	наконец в	2	1
343	путем сопоставления	1	1
