N	3gram	Potebnia_M_4	Vladivir
1	там же с	2	10
2	в том что	7	9
3	в связи с	1	8
4	во всяком случае	3	6
5	в то время	1	6
6	тем не менее	4	6
7	что же касается	1	5
8	и то что	4	5
9	по крайней мере	5	4
10	в это время	1	4
11	дело в том	1	3
12	с точки зрения	3	3
13	в то же	3	3
14	точно так же	1	3
15	не в том	2	3
16	так или иначе	2	3
17	то же время	3	3
18	о том что	5	3
19	хотя и не	1	2
20	сказать что в	1	2
21	на то что	4	2
22	в настоящее время	1	2
23	в том же	2	2
24	сам по себе	4	2
25	в данном случае	2	2
26	в том чтобы	1	2
27	в свою очередь	1	2
28	не имеет никакого	1	2
29	а в том	2	2
30	не то что	3	2
31	само по себе	5	2
32	заключается в том	1	2
33	во второй половине	1	2
34	после того как	2	2
35	есть для нас	1	1
36	по поводу его	1	1
37	что иное как	2	1
38	а для того	1	1
39	так что не	1	1
40	тех пор пока	2	1
41	мы его не	1	1
42	потому что в	3	1
43	на той ступени	1	1
44	равно как и	2	1
45	не без влияния	1	1
46	в том числе	1	1
47	в этом случае	5	1
48	я от него	1	1
49	не было и	2	1
50	не менее не	1	1
51	до сих пор	4	1
52	я в этом	1	1
53	есть хотя и	1	1
54	что даже и	1	1
55	при этом в	2	1
56	а может быть	1	1
57	не было бы	1	1
58	в этом отношении	1	1
59	то что в	2	1
60	что в нем	1	1
61	кроме того что	1	1
62	на этот вопрос	2	1
63	что все это	1	1
64	что такие явления	1	1
65	и не в	1	1
66	вместе с тем	3	1
67	может быть и	1	1
68	в этом роде	1	1
69	до известной степени	2	1
70	а что такое	2	1
71	нечто такое что	1	1
72	говорить разве только	1	1
73	в первый раз	1	1
74	такой степени что	1	1
75	а в с	1	1
76	и как бы	2	1
77	кроме того в	1	1
78	то что по	1	1
79	уже и в	1	1
80	потому что если	1	1
81	и в том	2	1
82	не может быть	5	1
83	в свое время	1	1
84	но уже после	1	1
85	то что я	7	1
86	в той же	1	1
87	ничего общего с	1	1
88	сих пор не	1	1
89	до тех пор	6	1
90	как уже сказано	1	1
91	но тем не	2	1
92	так и из	1	1
93	или как говорит	1	1
94	того что он	1	1
95	с самого начала	1	1
96	что мы должны	1	1
97	тогда когда мы	1	1
98	можно сказать что	4	1
99	с тем и	2	1
100	только тогда когда	4	1
101	для нас в	1	1
102	конечно не в	1	1
103	не что иное	2	1
104	в сравнении с	1	1
105	сказать что все	1	1
106	повлиять и на	1	1
107	для того чтобы	4	1
108	в себе в	1	1
109	есть для меня	4	1
110	как нам представляется	1	1
111	там же в	1	1
112	что так как	1	1
113	и т д	3	1
